	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000643.1_1	QGNH01000643.1	QGNH01000643.1	1	296	646	1	E																				0	False	F
QGNH01000643.1_2	QGNH01000643.1	QGNH01000643.1	2	630	869	1	E																				0	False	F
QGNH01000643.1_3	QGNH01000643.1	QGNH01000643.1	3	874	1803	1	E																				0	False	F
QGNH01000643.1_4	QGNH01000643.1	QGNH01000643.1	4	1800	2885	1	C	K14059	integrase	YP_005098238.1	YP_005098238.1 integrase [Pseudomonas phage PMG1]	False	0.259	118.0	4.112e-27								Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VF
QGNH01000643.1_5	QGNH01000643.1	QGNH01000643.1	5	3524	4192	1	E																				0	False	F
QGNH01000643.1_6	QGNH01000643.1	QGNH01000643.1	6	4676	5143	-1	E																				0	False	F
QGNH01000643.1_7	QGNH01000643.1	QGNH01000643.1	7	5306	5617	-1	E																				0	False	
QGNH01000643.1_8	QGNH01000643.1	QGNH01000643.1	8	5691	6089	-1	E																				0	False	
QGNH01000643.1_9	QGNH01000643.1	QGNH01000643.1	9	6108	6398	-1	E																				0	False	
QGNH01000643.1_10	QGNH01000643.1	QGNH01000643.1	10	6449	6736	-1	E																				0	False	
QGNH01000643.1_11	QGNH01000643.1	QGNH01000643.1	11	6729	6923	-1	E																				0	False	
QGNH01000643.1_12	QGNH01000643.1	QGNH01000643.1	12	6920	7354	-1	D																Transglycosylase SLT domain [PF01464.23]				0	False	
QGNH01000643.1_13	QGNH01000643.1	QGNH01000643.1	13	7351	7599	-1	E																				0	False	
QGNH01000643.1_14	QGNH01000643.1	QGNH01000643.1	14	7674	8084	-1	E																				0	False	
QGNH01000643.1_15	QGNH01000643.1	QGNH01000643.1	15	8121	9536	-1	E																				0	False	
QGNH01000643.1_16	QGNH01000643.1	QGNH01000643.1	16	9553	10599	-1	E			YP_007673288.1	YP_007673288.1 hypothetical protein TVGG_00032 [Tetraselmis viridis virus S20]	False	0.207	79.0	1.345e-14									VOG01064	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000643.1_17	QGNH01000643.1	QGNH01000643.1	17	10631	12574	-1	E																				0	False	
QGNH01000643.1_18	QGNH01000643.1	QGNH01000643.1	18	12583	13365	-1	E																	VOG00907	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000643.1_19	QGNH01000643.1	QGNH01000643.1	19	13375	15213	-1	D			YP_224010.1	YP_224010.1 tail protein [Alphaproteobacteria phage PhiJL001]	False	0.312	282.0	2.735e-79								Putative phage tail protein [PF13550.9]	VOG02462	REFSEQ tail protein; Xu	Xu	0	False	
QGNH01000643.1_20	QGNH01000643.1	QGNH01000643.1	20	15220	16113	-1	E			YP_009600752.1	YP_009600752.1 tail protein [Sphingobium phage Lacusarx]	False	0.214	70.0	1.076e-11												0	False	
QGNH01000643.1_21	QGNH01000643.1	QGNH01000643.1	21	16113	16634	-1	D			YP_009600190.1	YP_009600190.1 minor tail protein [Dinoroseobacter phage vB_DshS-R5C]	False	0.32	74.0	2.906e-14	MER0718160	C40	MER0718160 - family C40 unassigned peptidases (Comamonas aquatica) [C40.UPW]#C40#{peptidase unit: 9-126}~source A0A014MAJ6~	False	0.38	79.0	1.289e-15					0	False	P
