	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_043469_1	NC_043469	NC_043469	1	279	560	1	D			YP_009666172.1	YP_009666172.1 DUF5417 domain-containing protein [Enterobacter phage F20]	False	1.0	205	3.453e-61								Family of unknown function (DUF5417) [PF17438.5]					VOG06152	sp|P39506|Y14C_BPT4 Uncharacterized 9.5 kDa protein in frd-Gp32 intergenic region; Xu	Xu	0	False	F
NC_043469_2	NC_043469	NC_043469	2	633	827	1	E			YP_009666173.1	YP_009666173.1 hypothetical protein FLA17_gp03 [Enterobacter phage F20]	False	0.986	136	1.241e-37													VOG11132	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_043469_3	NC_043469	NC_043469	3	824	1063	1	E			YP_009195410.1	YP_009195410.1 hypothetical protein AVT39_gp70 [Klebsiella phage KLPN1]	False	0.982	166	6.834e-48													VOG11131	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_043469_4	NC_043469	NC_043469	4	1063	1440	1	E			YP_009666175.1	YP_009666175.1 hypothetical protein FLA17_gp05 [Enterobacter phage F20]	False	1.0	267	4.721e-82													VOG11130	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_043469_5	NC_043469	NC_043469	5	1586	1813	1	E			YP_009666176.1	YP_009666176.1 hypothetical protein FLA17_gp06 [Enterobacter phage F20]	False	0.955	153	1.9210000000000002e-43													VOG11129	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_043469_6	NC_043469	NC_043469	6	1810	2061	1	E			YP_009666177.1	YP_009666177.1 hypothetical protein FLA17_gp07 [Enterobacter phage F20]	False	1.0	184	5.477999999999998e-54													VOG13705	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_043469_7	NC_043469	NC_043469	7	2071	2763	1	E			YP_009666178.1	YP_009666178.1 DNA methyltransferase [Enterobacter phage F20]	True	1.0	524	4.499e-169													VOG02611	sp|Q67472|DNMT_FRG3G Probable DNA (cytosine-5)-methyltransferase; Xh	Xh	0	False	F
NC_043469_8	NC_043469	NC_043469	8	2836	3039	1	E			YP_009666179.1	YP_009666179.1 membrane protein [Enterobacter phage F20]	False	0.891	127	1.536e-34													VOG11128	REFSEQ membrane protein; Xu	Xu	0	False	F
NC_043469_9	NC_043469	NC_043469	9	3036	3218	1	E			YP_009666180.1	YP_009666180.1 hypothetical protein FLA17_gp10 [Enterobacter phage F20]	False	0.978	126	2.0299999999999997e-34													VOG04619	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_043469_10	NC_043469	NC_043469	10	3220	3657	1	E			YP_009666181.1	YP_009666181.1 hypothetical protein FLA17_gp11 [Enterobacter phage F20]	False	0.947	291	7.335e-90													VOG04987	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_043469_11	NC_043469	NC_043469	11	3782	5350	1	D			YP_009666182.1	YP_009666182.1 DNA helicase [Enterobacter phage F20]	True	0.94	1031	0.0								Protein of unknown function (DUF3987) [PF13148.9]					VOG03694	REFSEQ DNA helicase; Xu	Xu	0	False	F
NC_043469_12	NC_043469	NC_043469	12	5355	5816	1	E			YP_009666183.1	YP_009666183.1 hypothetical protein FLA17_gp13 [Enterobacter phage F20]	False	1.0	329	3.955e-103													VOG04919	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_043469_13	NC_043469	NC_043469	13	5886	6311	-1	E			YP_009666184.1	YP_009666184.1 Rz-like spanin [Enterobacter phage F20]	False	0.911	271	5.957e-83													VOG04107	sp|Q6XQ97|SPANU_BPT1 U-spanin; XhXp	Xp;Xh	0	False	
NC_043469_14	NC_043469	NC_043469	14	6314	6793	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009666185.1	YP_009666185.1 endolysin [Enterobacter phage F20]	False	0.968	326	6.592000000000001e-102								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
NC_043469_15	NC_043469	NC_043469	15	6795	7010	-1	E			YP_009666186.1	YP_009666186.1 holin [Enterobacter phage F20]	False	0.942	143	5.908e-40													VOG01566	sp|Q6XQ99|HOLIN_BPT1 Holin; XhXp	Xp;Xh	0	False	
NC_043469_16	NC_043469	NC_043469	16	7145	7717	-1	E			YP_009666187.1	YP_009666187.1 deoxynucleoside monophosphate kinase [Enterobacter phage F20]	True	0.99	399	1.2899999999999999e-126													VOG02121	sp|Q7Y4Y9|DNMK_BPR69 Deoxynucleotide monophosphate kinase; Xh	Xh	0	False	
NC_043469_17	NC_043469	NC_043469	17	7714	8205	-1	D			YP_009666188.1	YP_009666188.1 polynucleotide kinase [Enterobacter phage F20]	False	0.985	341	6.774e-107								HAD superfamily, subfamily IIIB (Acid phosphatase) [PF03767.17]					VOG00653	sp|Q38167|DMP_BPT5 5'-deoxynucleotidase; Xh	Xh	0	False	
NC_043469_18	NC_043469	NC_043469	18	8243	9373	-1	E			YP_009666189.1	YP_009666189.1 DNA repair exonuclease [Enterobacter phage F20]	True	0.979	778	3.076e-254													VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	
NC_043469_19	NC_043469	NC_043469	19	9469	9717	-1	E			YP_009666190.1	YP_009666190.1 hypothetical protein FLA17_gp20 [Enterobacter phage F20]	False	0.952	166	5.783e-48													VOG08848	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_043469_20	NC_043469	NC_043469	20	9717	9953	-1	E			YP_009666191.1	YP_009666191.1 hypothetical protein FLA17_gp21 [Enterobacter phage F20]	False	0.972	162	1.539e-46													VOG01010	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_043469_21	NC_043469	NC_043469	21	10018	10254	-1	E			YP_009666192.1	YP_009666192.1 hypothetical protein FLA17_gp22 [Enterobacter phage F20]	False	1.0	167	2.516e-48													VOG08849	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_043469_22	NC_043469	NC_043469	22	10257	10988	-1	D			YP_009666193.1	YP_009666193.1 DNA methyltransferase [Enterobacter phage F20]	True	1.0	522	5.546e-168								DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]					VOG28927	sp|Q38156|DAM_BPT1 DNA N-6-adenine-methyltransferase; XhXp	Xp;Xh	0	False	
NC_043469_23	NC_043469	NC_043469	23	10991	11218	-1	E			YP_009666194.1	YP_009666194.1 PDDEXK-like family protein [Enterobacter phage F20]	False	0.991	159	1.214e-45													VOG03701	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_043469_24	NC_043469	NC_043469	24	11291	11707	-1	D			YP_009666195.1	YP_009666195.1 VRR-NUC domain-containing protein [Enterobacter phage F20]	False	0.979	287	8.975999999999999e-89								VRR-NUC domain [PF08774.14]					VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
NC_043469_25	NC_043469	NC_043469	25	11704	13740	-1	D			YP_009666196.1	YP_009666196.1 hypothetical protein FLA17_gp26 [Enterobacter phage F20]	True	0.979	1401	0.0								Helicase conserved C-terminal domain [PF00271.34]					VOG00542	REFSEQ double zinc ribbon protein; Xu	Xu	0	False	
