Name	Count
Citrate cycle (TCA cycle) [PATH:ko00020]	139
Pyruvate metabolism [PATH:ko00620]	204
Carbon fixation pathways in prokaryotes [PATH:ko00720]	170
Glycolysis / Gluconeogenesis [PATH:ko00010]	171
Carbon fixation in photosynthetic organisms [PATH:ko00710]	19
HIF-1 signaling pathway [PATH:ko04066]	58
Pathogenic Escherichia coli infection [PATH:ko05130]	33
Salmonella infection [PATH:ko05132]	61
Alzheimer disease [PATH:ko05010]	113
Diabetic cardiomyopathy [PATH:ko05415]	68
Membrane trafficking [BR:ko04131]	73
Exosome [BR:ko04147]	109
Glucagon signaling pathway [PATH:ko04922]	45
Central carbon metabolism in cancer [PATH:ko05230]	55
Quorum sensing [PATH:ko02024]	197
Transporters [BR:ko02000]	756
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	99
Methane metabolism [PATH:ko00680]	209
Fatty acid degradation [PATH:ko00071]	180
Valine, leucine and isoleucine degradation [PATH:ko00280]	171
PPAR signaling pathway [PATH:ko03320]	27
Two-component system [PATH:ko02020]	1190
Protein kinases [BR:ko01001]	2214
Two-component system [BR:ko02022]	1444
Bacterial motility proteins [BR:ko02035]	59
ABC transporters [PATH:ko02010]	275
Lipopolysaccharide biosynthesis proteins [BR:ko01005]	56
Propanoate metabolism [PATH:ko00640]	163
Glycine, serine and threonine metabolism [PATH:ko00260]	188
Lysine degradation [PATH:ko00310]	100
Tryptophan metabolism [PATH:ko00380]	141
Nitrogen metabolism [PATH:ko00910]	114
Alanine, aspartate and glutamate metabolism [PATH:ko00250]	135
Peptidases and inhibitors [BR:ko01002]	59
Phosphotransferase system (PTS) [PATH:ko02060]	241
Fatty acid biosynthesis [PATH:ko00061]	12
Peroxisome [PATH:ko04146]	46
Ferroptosis [PATH:ko04216]	8
Adipocytokine signaling pathway [PATH:ko04920]	11
Thermogenesis [PATH:ko04714]	176
Lipid biosynthesis proteins [BR:ko01004]	29
Enzymes with EC numbers	349
Butanoate metabolism [PATH:ko00650]	176
beta-Alanine metabolism [PATH:ko00410]	87
Cysteine and methionine metabolism [PATH:ko00270]	172
Selenocompound metabolism [PATH:ko00450]	65
Fructose and mannose metabolism [PATH:ko00051]	218
Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	146
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	48
Lysine biosynthesis [PATH:ko00300]	115
DNA repair and recombination proteins [BR:ko03400]	139
Arginine biosynthesis [PATH:ko00220]	120
Atrazine degradation [PATH:ko00791]	38
Arginine and proline metabolism [PATH:ko00330]	104
Phenylalanine metabolism [PATH:ko00360]	85
Aminobenzoate degradation [PATH:ko00627]	76
Styrene degradation [PATH:ko00643]	23
Ascorbate and aldarate metabolism [PATH:ko00053]	29
Glycerolipid metabolism [PATH:ko00561]	32
Histidine metabolism [PATH:ko00340]	80
Pantothenate and CoA biosynthesis [PATH:ko00770]	25
Insect hormone biosynthesis [PATH:ko00981]	10
Limonene and pinene degradation [PATH:ko00903]	42
Chloroalkane and chloroalkene degradation [PATH:ko00625]	58
Starch and sucrose metabolism [PATH:ko00500]	91
Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	455
Phenazine biosynthesis [PATH:ko00405]	52
Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	112
Galactose metabolism [PATH:ko00052]	43
Lipopolysaccharide biosynthesis [PATH:ko00540]	33
Transcription machinery [BR:ko03021]	73
Bacterial chemotaxis [PATH:ko02030]	12
Glutathione metabolism [PATH:ko00480]	27
Phenylpropanoid biosynthesis [PATH:ko00940]	18
Tyrosine metabolism [PATH:ko00350]	82
Geraniol degradation [PATH:ko00281]	48
Benzoate degradation [PATH:ko00362]	95
Caprolactam degradation [PATH:ko00930]	63
Pentose phosphate pathway [PATH:ko00030]	52
Purine metabolism [PATH:ko00230]	512
Streptomycin biosynthesis [PATH:ko00521]	8
Pyrimidine metabolism [PATH:ko00240]	156
Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	10
Xylene degradation [PATH:ko00622]	18
MAPK signaling pathway - fly [PATH:ko04013]	57
FoxO signaling pathway [PATH:ko04068]	54
Longevity regulating pathway [PATH:ko04211]	102
Longevity regulating pathway - worm [PATH:ko04212]	22
Longevity regulating pathway - multiple species [PATH:ko04213]	133
Huntington disease [PATH:ko05016]	67
Lipid and atherosclerosis [PATH:ko05417]	57
MAPK signaling pathway - yeast [PATH:ko04011]	57
Mitophagy - yeast [PATH:ko04139]	23
DNA replication [PATH:ko03030]	33
Mismatch repair [PATH:ko03430]	25
Homologous recombination [PATH:ko03440]	29
DNA replication proteins [BR:ko03032]	40
Transcriptional misregulation in cancer [PATH:ko05202]	15
Drug metabolism - other enzymes [PATH:ko00983]	33
Taste transduction [PATH:ko04742]	32
Cyanoamino acid metabolism [PATH:ko00460]	14
Spliceosome [BR:ko03041]	85
MAPK signaling pathway [PATH:ko04010]	205
Phototransduction - fly [PATH:ko04745]	14
Cytoskeleton proteins [BR:ko04812]	21
Oocyte meiosis [PATH:ko04114]	161
Progesterone-mediated oocyte maturation [PATH:ko04914]	168
Phosphonate and phosphinate metabolism [PATH:ko00440]	3
Caffeine metabolism [PATH:ko00232]	5
C5-Branched dibasic acid metabolism [PATH:ko00660]	19
Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	20
Biofilm formation - Vibrio cholerae [PATH:ko05111]	48
Biofilm formation - Escherichia coli [PATH:ko02026]	59
Hippo signaling pathway - multiple species [PATH:ko04392]	14
Nicotinate and nicotinamide metabolism [PATH:ko00760]	53
MAPK signaling pathway - plant [PATH:ko04016]	19
Amyotrophic lateral sclerosis [PATH:ko05014]	78
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	127
Salivary secretion [PATH:ko04970]	126
Pancreatic secretion [PATH:ko04972]	100
Carbohydrate digestion and absorption [PATH:ko04973]	6
RIG-I-like receptor signaling pathway [PATH:ko04622]	17
Hepatitis B [PATH:ko05161]	51
Coronavirus disease - COVID-19 [PATH:ko05171]	29
Influenza A [PATH:ko05164]	28
Measles [PATH:ko05162]	22
Herpes simplex virus 1 infection [PATH:ko05168]	16
Pattern recognition receptors [BR:ko04054]	1
Meiosis - yeast [PATH:ko04113]	57
Transcription factors [BR:ko03000]	14
Apelin signaling pathway [PATH:ko04371]	147
Calcium signaling pathway [PATH:ko04020]	104
cAMP signaling pathway [PATH:ko04024]	149
Oxytocin signaling pathway [PATH:ko04921]	179
Aldosterone synthesis and secretion [PATH:ko04925]	110
Cholinergic synapse [PATH:ko04725]	114
Long-term potentiation [PATH:ko04720]	59
Neurotrophin signaling pathway [PATH:ko04722]	92
Osteoclast differentiation [PATH:ko04380]	38
Glioma [PATH:ko05214]	27
Amphetamine addiction [PATH:ko05031]	10
Alcoholism [PATH:ko05034]	32
Wnt signaling pathway [PATH:ko04310]	22
Hedgehog signaling pathway [PATH:ko04340]	13
Hedgehog signaling pathway - fly [PATH:ko04341]	12
Hepatocellular carcinoma [PATH:ko05225]	39
Gastric cancer [PATH:ko05226]	33
Breast cancer [PATH:ko05224]	35
Human papillomavirus infection [PATH:ko05165]	38
Hippo signaling pathway [PATH:ko04390]	11
Hippo signaling pathway - fly [PATH:ko04391]	10
Circadian rhythm [PATH:ko04710]	7
Circadian rhythm - fly [PATH:ko04711]	6
Chromosome and associated proteins [BR:ko03036]	87
Retinol metabolism [PATH:ko00830]	47
Naphthalene degradation [PATH:ko00626]	47
Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	44
Drug metabolism - cytochrome P450 [PATH:ko00982]	43
Sulfur metabolism [PATH:ko00920]	134
Monobactam biosynthesis [PATH:ko00261]	88
Pentose and glucuronate interconversions [PATH:ko00040]	40
Folate biosynthesis [PATH:ko00790]	54
Antimicrobial resistance genes [BR:ko01504]	32
Dioxin degradation [PATH:ko00621]	7
Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	20
Nitrotoluene degradation [PATH:ko00633]	29
Thiamine metabolism [PATH:ko00730]	7
Sulfur relay system [PATH:ko04122]	12
Transfer RNA biogenesis [BR:ko03016]	19
Mitochondrial biogenesis [BR:ko03029]	20
Prokaryotic defense system [BR:ko02048]	4
Necroptosis [PATH:ko04217]	16
Insulin signaling pathway [PATH:ko04910]	44
Insulin resistance [PATH:ko04931]	31
D-Glutamine and D-glutamate metabolism [PATH:ko00471]	7
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	45
Viral carcinogenesis [PATH:ko05203]	28
Type II diabetes mellitus [PATH:ko04930]	21
RNA polymerase [PATH:ko03020]	62
Rap1 signaling pathway [PATH:ko04015]	129
VEGF signaling pathway [PATH:ko04370]	44
TNF signaling pathway [PATH:ko04668]	65
Sphingolipid signaling pathway [PATH:ko04071]	43
Cellular senescence [PATH:ko04218]	40
Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]	28
Platelet activation [PATH:ko04611]	142
Neutrophil extracellular trap formation [PATH:ko04613]	29
Toll-like receptor signaling pathway [PATH:ko04620]	46
Toll and Imd signaling pathway [PATH:ko04624]	20
NOD-like receptor signaling pathway [PATH:ko04621]	43
C-type lectin receptor signaling pathway [PATH:ko04625]	34
T cell receptor signaling pathway [PATH:ko04660]	45
Th1 and Th2 cell differentiation [PATH:ko04658]	20
Th17 cell differentiation [PATH:ko04659]	20
IL-17 signaling pathway [PATH:ko04657]	39
Fc epsilon RI signaling pathway [PATH:ko04664]	35
Leukocyte transendothelial migration [PATH:ko04670]	5
GnRH signaling pathway [PATH:ko04912]	140
Prolactin signaling pathway [PATH:ko04917]	29
Relaxin signaling pathway [PATH:ko04926]	138
Growth hormone synthesis, secretion and action [PATH:ko04935]	137
Adrenergic signaling in cardiomyocytes [PATH:ko04261]	128
Dopaminergic synapse [PATH:ko04728]	19
Retrograde endocannabinoid signaling [PATH:ko04723]	143
Inflammatory mediator regulation of TRP channels [PATH:ko04750]	100
Axon regeneration [PATH:ko04361]	38
Proteoglycans in cancer [PATH:ko05205]	38
PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235]	37
Human immunodeficiency virus 1 infection [PATH:ko05170]	69
Human cytomegalovirus infection [PATH:ko05163]	127
Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167]	39
Epstein-Barr virus infection [PATH:ko05169]	26
Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	17
