	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
KC117376_KC117376.1_1	KC117376	KC117376.1	1	898	1785	1	E				0
KC117376_KC117376.1_2	KC117376	KC117376.1	2	1775	2065	1	E				0
KC117376_KC117376.1_3	KC117376	KC117376.1	3	2072	2194	1	E				0
KC117376_KC117376.1_4	KC117376	KC117376.1	4	2187	2516	1	E				0
KC117376_KC117376.1_5	KC117376	KC117376.1	5	2769	2978	1	E				0
KC117376_KC117376.1_6	KC117376	KC117376.1	6	2991	4763	1	D			Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	0
KC117376_KC117376.1_7	KC117376	KC117376.1	7	4770	6287	1	E				0
KC117376_KC117376.1_8	KC117376	KC117376.1	8	6290	6574	1	E				0
KC117376_KC117376.1_9	KC117376	KC117376.1	9	6571	7731	1	E				0
KC117376_KC117376.1_10	KC117376	KC117376.1	10	7740	8213	1	E				0
KC117376_KC117376.1_11	KC117376	KC117376.1	11	8217	8753	1	E				0
KC117376_KC117376.1_12	KC117376	KC117376.1	12	8800	9774	1	E				0
KC117376_KC117376.1_13	KC117376	KC117376.1	13	9788	10264	1	E				0
KC117376_KC117376.1_14	KC117376	KC117376.1	14	10251	10640	1	E				0
KC117376_KC117376.1_15	KC117376	KC117376.1	15	10647	12119	1	E				0
KC117376_KC117376.1_16	KC117376	KC117376.1	16	12109	12339	1	E				0
KC117376_KC117376.1_17	KC117376	KC117376.1	17	12340	12555	1	E				0
KC117376_KC117376.1_18	KC117376	KC117376.1	18	12559	13071	1	E				0
KC117376_KC117376.1_19	KC117376	KC117376.1	19	13079	14392	1	E				0
KC117376_KC117376.1_20	KC117376	KC117376.1	20	14421	14942	1	E				0
KC117376_KC117376.1_21	KC117376	KC117376.1	21	14982	15515	1	E				0
KC117376_KC117376.1_22	KC117376	KC117376.1	22	15544	15813	1	E				0
KC117376_KC117376.1_23	KC117376	KC117376.1	23	15817	17781	1	E				0
KC117376_KC117376.1_24	KC117376	KC117376.1	24	17781	18308	1	E				0
KC117376_KC117376.1_25	KC117376	KC117376.1	25	18313	19830	1	E				0
KC117376_KC117376.1_26	KC117376	KC117376.1	26	19879	20289	1	E				0
KC117376_KC117376.1_27	KC117376	KC117376.1	27	20289	20654	1	E				0
KC117376_KC117376.1_28	KC117376	KC117376.1	28	20694	21017	1	E				0
KC117376_KC117376.1_29	KC117376	KC117376.1	29	21017	22231	1	D			Baseplate J-like protein [PF04865.17]	0
KC117376_KC117376.1_30	KC117376	KC117376.1	30	22228	23214	1	E				0
KC117376_KC117376.1_31	KC117376	KC117376.1	31	23217	23621	1	E				0
KC117376_KC117376.1_32	KC117376	KC117376.1	32	23614	24288	1	E				0
KC117376_KC117376.1_33	KC117376	KC117376.1	33	24295	25713	1	E				0
KC117376_KC117376.1_34	KC117376	KC117376.1	34	25736	26776	1	E				0
KC117376_KC117376.1_35	KC117376	KC117376.1	35	26779	27120	1	E				0
KC117376_KC117376.1_36	KC117376	KC117376.1	36	27121	27627	1	E				0
KC117376_KC117376.1_37	KC117376	KC117376.1	37	27636	27770	1	E				0
KC117376_KC117376.1_38	KC117376	KC117376.1	38	27931	28068	-1	E				0
KC117376_KC117376.1_39	KC117376	KC117376.1	39	28132	28995	-1	D			Family of unknown function (DUF6065) [PF19541.2]	0
KC117376_KC117376.1_40	KC117376	KC117376.1	40	29420	30151	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
KC117376_KC117376.1_41	KC117376	KC117376.1	41	30360	30476	-1	E				0
KC117376_KC117376.1_42	KC117376	KC117376.1	42	30454	30645	-1	E				0
KC117376_KC117376.1_43	KC117376	KC117376.1	43	30645	33296	-1	D			DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]	0
KC117376_KC117376.1_44	KC117376	KC117376.1	44	33293	33691	-1	E				0
KC117376_KC117376.1_45	KC117376	KC117376.1	45	33691	34080	-1	E				0
KC117376_KC117376.1_46	KC117376	KC117376.1	46	34077	34262	-1	E				0
KC117376_KC117376.1_47	KC117376	KC117376.1	47	34355	35110	-1	D			AAA domain [PF13207.9]; AAA domain [PF13671.9]; AAA domain [PF13238.9]	0
KC117376_KC117376.1_48	KC117376	KC117376.1	48	35110	35268	-1	E				0
KC117376_KC117376.1_49	KC117376	KC117376.1	49	35265	35372	-1	E				0
KC117376_KC117376.1_50	KC117376	KC117376.1	50	35377	35826	-1	D			Dual specificity phosphatase, catalytic domain [PF00782.23]	0
KC117376_KC117376.1_51	KC117376	KC117376.1	51	35823	36866	-1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]	0
KC117376_KC117376.1_52	KC117376	KC117376.1	52	36859	37062	-1	E				0
KC117376_KC117376.1_53	KC117376	KC117376.1	53	37055	37219	-1	E				0
KC117376_KC117376.1_54	KC117376	KC117376.1	54	37209	37427	-1	E				0
KC117376_KC117376.1_55	KC117376	KC117376.1	55	37427	37573	-1	E				0
KC117376_KC117376.1_56	KC117376	KC117376.1	56	37563	37976	-1	E				0
KC117376_KC117376.1_57	KC117376	KC117376.1	57	37978	38268	-1	E				0
KC117376_KC117376.1_58	KC117376	KC117376.1	58	38408	38788	-1	E				0
KC117376_KC117376.1_59	KC117376	KC117376.1	59	38790	39116	-1	E				0
KC117376_KC117376.1_60	KC117376	KC117376.1	60	39223	40485	-1	E				0
KC117376_KC117376.1_61	KC117376	KC117376.1	61	40549	41811	-1	E				0
KC117376_KC117376.1_62	KC117376	KC117376.1	62	41808	41999	-1	E				0
KC117376_KC117376.1_63	KC117376	KC117376.1	63	41996	43429	-1	E				0
KC117376_KC117376.1_64	KC117376	KC117376.1	64	43556	43855	-1	E				0
KC117376_KC117376.1_65	KC117376	KC117376.1	65	43848	44270	-1	E				0
KC117376_KC117376.1_66	KC117376	KC117376.1	66	44270	45367	-1	E				0
KC117376_KC117376.1_67	KC117376	KC117376.1	67	45800	46306	-1	E				0
KC117376_KC117376.1_68	KC117376	KC117376.1	68	46987	47589	1	E				0
KC117376_KC117376.1_69	KC117376	KC117376.1	69	47586	48074	-1	E				0
KC117376_KC117376.1_70	KC117376	KC117376.1	70	48448	48930	1	E				0
KC117376_KC117376.1_71	KC117376	KC117376.1	71	48930	49415	1	D			ERCC4 domain [PF02732.18]	0
KC117376_KC117376.1_72	KC117376	KC117376.1	72	49735	50898	1	E				0
KC117376_KC117376.1_73	KC117376	KC117376.1	73	51077	51499	-1	E				0
KC117376_KC117376.1_74	KC117376	KC117376.1	74	51496	51717	-1	E				0
KC117376_KC117376.1_75	KC117376	KC117376.1	75	51898	52335	-1	E				0
KC117376_KC117376.1_76	KC117376	KC117376.1	76	52622	52864	-1	E				0
