	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
LC208019.1_1	GCA_002890195.1	LC208019.1	1	1	930	1	E			YP_009449406.1	YP_009449406.1 major virion protein [Aeropyrum globular virus 1]	True	0.901	581.0	3.595e-187												0	False	F
LC208019.1_2	GCA_002890195.1	LC208019.1	2	936	1121	1	E			YP_009449407.1	YP_009449407.1 hypothetical protein C1186_gp02 [Aeropyrum globular virus 1]	False	0.903	117.0	2.28e-31												0	False	F
LC208019.1_3	GCA_002890195.1	LC208019.1	3	1209	1928	1	E			YP_009449408.1	YP_009449408.1 hypothetical protein C1186_gp03 [Aeropyrum globular virus 1]	True	0.977	480.0	1.098e-153												0	False	F
LC208019.1_4	GCA_002890195.1	LC208019.1	4	1930	2718	1	D			YP_009449409.1	YP_009449409.1 protease [Aeropyrum globular virus 1]	True	0.937	517.0	5.984000000000002e-166	MER0024606	S01C	MER0024606 - subfamily S1C unassigned peptidases (Rhodopseudomonas palustris) [S01.UPC]#S01C#{peptidase unit: 213-371}~source B3QH25_RHOPT~	False	71.0	4.898e-12	0.31	Trypsin-like peptidase domain [PF13365.9]	VOG02002	REFSEQ protease; Xu	Xu	0	False	PF
LC208019.1_5	GCA_002890195.1	LC208019.1	5	2708	2920	1	E			YP_009449410.1	YP_009449410.1 putative trypsin-like protein [Aeropyrum globular virus 1]	False	0.884	131.0	5.476e-36												0	False	F
LC208019.1_6	GCA_002890195.1	LC208019.1	6	2913	3377	1	E			YP_009449411.1	YP_009449411.1 hypothetical protein C1186_gp06 [Aeropyrum globular virus 1]	False	0.905	293.0	1.6969999999999996e-90												0	False	F
LC208019.1_7	GCA_002890195.1	LC208019.1	7	3361	4314	1	E			YP_009449412.1	YP_009449412.1 hypothetical protein C1186_gp07 [Aeropyrum globular virus 1]	True	0.933	622.0	3.047e-201												0	False	F
LC208019.1_8	GCA_002890195.1	LC208019.1	8	4311	5393	1	E			YP_009449413.1	YP_009449413.1 hypothetical protein C1186_gp08 [Aeropyrum globular virus 1]	True	0.979	731.0	3.841e-238												0	False	F
LC208019.1_9	GCA_002890195.1	LC208019.1	9	5390	5584	1	E			YP_009449414.1	YP_009449414.1 hypothetical protein C1186_gp09 [Aeropyrum globular virus 1]	False	0.936	128.0	5.103000000000001e-35												0	False	
LC208019.1_10	GCA_002890195.1	LC208019.1	10	5600	5932	1	E			YP_009449415.1	YP_009449415.1 hypothetical protein C1186_gp10 [Aeropyrum globular virus 1]	False	0.983	230.0	1.3060000000000002e-69												0	False	
LC208019.1_11	GCA_002890195.1	LC208019.1	11	5925	6284	1	E			YP_009449416.1	YP_009449416.1 hypothetical protein C1186_gp11 [Aeropyrum globular virus 1]	False	0.935	235.0	3.329e-71												0	False	
LC208019.1_12	GCA_002890195.1	LC208019.1	12	6427	6669	1	E			YP_009449417.1	YP_009449417.1 hypothetical protein C1186_gp12 [Aeropyrum globular virus 1]	False	0.981	168.0	1.477e-48												0	False	
LC208019.1_13	GCA_002890195.1	LC208019.1	13	6870	7616	1	E			YP_009449418.1	YP_009449418.1 hypothetical protein C1186_gp13 [Aeropyrum globular virus 1]	True	0.971	471.0	3.242e-150												0	False	
LC208019.1_14	GCA_002890195.1	LC208019.1	14	7784	8275	1	E			YP_009449419.1	YP_009449419.1 hypothetical protein C1186_gp14 [Aeropyrum globular virus 1]	False	0.992	344.0	7.437e-108												0	False	
LC208019.1_15	GCA_002890195.1	LC208019.1	15	8278	8712	1	E			YP_009449420.1	YP_009449420.1 putative RHH DNA-binding protein [Aeropyrum globular virus 1]	False	0.972	297.0	4.474e-92												0	False	
LC208019.1_16	GCA_002890195.1	LC208019.1	16	8840	9358	1	E			YP_009449421.1	YP_009449421.1 hypothetical protein C1186_gp16 [Aeropyrum globular virus 1]	False	0.943	265.0	1.552e-80												0	False	
LC208019.1_17	GCA_002890195.1	LC208019.1	17	9388	9654	1	E																				0	False	
LC208019.1_18	GCA_002890195.1	LC208019.1	18	9660	9995	1	E			YP_009449422.1	YP_009449422.1 hypothetical protein C1186_gp17 [Aeropyrum globular virus 1]	False	0.88	205.0	6.073e-61												0	False	
LC208019.1_19	GCA_002890195.1	LC208019.1	19	10003	10347	1	E			YP_009449423.1	YP_009449423.1 hypothetical protein C1186_gp18 [Aeropyrum globular virus 1]	False	1.0	245.0	1.33e-74												0	False	
LC208019.1_20	GCA_002890195.1	LC208019.1	20	10358	10780	1	C	K23255	archaeal type IV pilus assembly protein PilA	YP_009449424.1	YP_009449424.1 flagellin-like protein [Aeropyrum globular virus 1]	False	0.907	267.0	7.099999999999999e-82												0	False	
LC208019.1_21	GCA_002890195.1	LC208019.1	21	10786	11352	1	D			YP_009449425.1	YP_009449425.1 nuclease [Aeropyrum globular virus 1]	True	1.0	400.0	8.553e-127								Viral/Archaeal nuclease [PF12187.11]				0	False	
LC208019.1_22	GCA_002890195.1	LC208019.1	22	11363	11575	1	D			YP_009449426.1	YP_009449426.1 CopG-like transcriptional repressor [Aeropyrum globular virus 1]	False	0.934	139.0	7.076999999999999e-39								Ribbon-helix-helix protein, copG family [PF01402.24]				0	False	
LC208019.1_23	GCA_002890195.1	LC208019.1	23	11578	11949	1	E			YP_009449427.1	YP_009449427.1 hypothetical protein C1186_gp22 [Aeropyrum globular virus 1]	False	0.955	249.0	6.379e-76												0	False	
LC208019.1_24	GCA_002890195.1	LC208019.1	24	11959	12285	1	E			YP_009449428.1	YP_009449428.1 acyl-coA dehydrogenase [Aeropyrum globular virus 1]	False	0.96	220.0	3.196e-66												0	False	
LC208019.1_25	GCA_002890195.1	LC208019.1	25	12248	12496	1	E			YP_009449429.1	YP_009449429.1 GMP synthase [Aeropyrum globular virus 1]	False	1.0	179.0	1.691e-52												0	False	
LC208019.1_26	GCA_002890195.1	LC208019.1	26	12493	13512	1	D			YP_009449430.1	YP_009449430.1 integrase [Aeropyrum globular virus 1]	True	1.0	721.0	5.184e-235								Archaeal phage integrase [PF16795.8]	VOG36908	sp|P20214|VINT_SSV1 Integrase; Xr	Xr	0	False	VF
LC208019.1_27	GCA_002890195.1	LC208019.1	27	13509	13703	1	E			YP_009449431.1	YP_009449431.1 hypothetical protein C1186_gp33 [Aeropyrum globular virus 1]	False	0.928	127.0	1.32e-34												0	False	F
LC208019.1_28	GCA_002890195.1	LC208019.1	28	13710	14639	-1	E			YP_009449432.1	YP_009449432.1 putative ATP-binding protein [Aeropyrum globular virus 1]	True	0.971	634.0	1.196e-205												0	False	F
LC208019.1_29	GCA_002890195.1	LC208019.1	29	14642	14965	-1	E			YP_009449433.1	YP_009449433.1 hypothetical protein C1186_gp31 [Aeropyrum globular virus 1]	False	0.94	213.0	8.994e-64												0	False	F
LC208019.1_30	GCA_002890195.1	LC208019.1	30	14967	15302	-1	E			YP_009449434.1	YP_009449434.1 hypothetical protein C1186_gp30 [Aeropyrum globular virus 1]	False	0.975	230.0	1.372e-69												0	False	F
LC208019.1_31	GCA_002890195.1	LC208019.1	31	15377	16153	-1	E			YP_009449435.1	YP_009449435.1 putative Glutamyl-tRNAGlu reductase [Aeropyrum globular virus 1]	True	0.954	519.0	7.478e-167												0	False	F
LC208019.1_32	GCA_002890195.1	LC208019.1	32	16160	16402	-1	E			YP_009449436.1	YP_009449436.1 hypothetical protein C1186_gp28 [Aeropyrum globular virus 1]	False	0.986	169.0	7.842e-49												0	False	F
