	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001787.1_1	QGNH01001787.1	QGNH01001787.1	1	3	623	-1	E											0	False	F
QGNH01001787.1_2	QGNH01001787.1	QGNH01001787.1	2	620	853	-1	E											0	False	F
QGNH01001787.1_3	QGNH01001787.1	QGNH01001787.1	3	937	1317	-1	E											0	False	F
QGNH01001787.1_4	QGNH01001787.1	QGNH01001787.1	4	1545	1859	1	E											0	False	F
QGNH01001787.1_5	QGNH01001787.1	QGNH01001787.1	5	1888	2385	-1	E											0	False	F
QGNH01001787.1_6	QGNH01001787.1	QGNH01001787.1	6	2386	4428	-1	D	YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.332	185.0	8.683999999999998e-47	Phage stabilisation protein [PF11134.11]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01001787.1_7	QGNH01001787.1	QGNH01001787.1	7	4459	5145	-1	E	YP_009222583.1	YP_009222583.1 hypothetical protein AXJ08_gp33 [Rhodoferax phage P26218]	False	0.274	81.0	5.116e-16		VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001787.1_8	QGNH01001787.1	QGNH01001787.1	8	5351	5863	1	E											0	False	
QGNH01001787.1_9	QGNH01001787.1	QGNH01001787.1	9	5856	6302	1	E											0	False	F
QGNH01001787.1_10	QGNH01001787.1	QGNH01001787.1	10	6205	6960	-1	E	YP_009222583.1	YP_009222583.1 hypothetical protein AXJ08_gp33 [Rhodoferax phage P26218]	False	0.277	80.0	2.154e-15		VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001787.1_11	QGNH01001787.1	QGNH01001787.1	11	6982	7740	-1	E	YP_007518350.1	YP_007518350.1 hypothetical protein I904_gp08 [Vibrio phage VvAW1]	False	0.279	80.0	2.2e-15		VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001787.1_12	QGNH01001787.1	QGNH01001787.1	12	7855	8838	1	E	YP_009217915.1	YP_009217915.1 radical SAM domain protein (endogenous virus) [Clostridium phage phiCT453B]	False	0.258	103.0	2.584e-22					0	False	F
QGNH01001787.1_13	QGNH01001787.1	QGNH01001787.1	13	8906	9328	-1	E											0	False	F
QGNH01001787.1_14	QGNH01001787.1	QGNH01001787.1	14	9419	10192	1	D	YP_010078764.1	YP_010078764.1 endonuclease [Ralstonia phage GP4]	False	0.422	100.0	4.445999999999999e-22	HNH endonuclease [PF13392.9]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001787.1_15	QGNH01001787.1	QGNH01001787.1	15	10198	11025	-1	E								VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001787.1_16	QGNH01001787.1	QGNH01001787.1	16	11053	11193	1	E											0	False	F
