	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334522_MZ334522.1_1	MZ334522	MZ334522.1	1	3	800	1	E											0
MZ334522_MZ334522.1_2	MZ334522	MZ334522.1	2	1395	2168	1	E											0
MZ334522_MZ334522.1_3	MZ334522	MZ334522.1	3	2306	2614	1	D										Family of unknown function (DUF5802) [PF19118.3]	0
MZ334522_MZ334522.1_4	MZ334522	MZ334522.1	4	2611	2889	1	E											0
MZ334522_MZ334522.1_5	MZ334522	MZ334522.1	5	2891	4606	1	E											0
MZ334522_MZ334522.1_6	MZ334522	MZ334522.1	6	4618	6084	1	E											0
MZ334522_MZ334522.1_7	MZ334522	MZ334522.1	7	6116	6358	1	E											0
MZ334522_MZ334522.1_8	MZ334522	MZ334522.1	8	6355	7017	1	E											0
MZ334522_MZ334522.1_9	MZ334522	MZ334522.1	9	7031	7525	1	E											0
MZ334522_MZ334522.1_10	MZ334522	MZ334522.1	10	7541	8002	1	E											0
MZ334522_MZ334522.1_11	MZ334522	MZ334522.1	11	8085	9002	1	E											0
MZ334522_MZ334522.1_12	MZ334522	MZ334522.1	12	9024	9419	1	E											0
MZ334522_MZ334522.1_13	MZ334522	MZ334522.1	13	9433	9819	1	E											0
MZ334522_MZ334522.1_14	MZ334522	MZ334522.1	14	9816	10169	1	E											0
MZ334522_MZ334522.1_15	MZ334522	MZ334522.1	15	10169	10588	1	E											0
MZ334522_MZ334522.1_16	MZ334522	MZ334522.1	16	10588	10749	1	E											0
MZ334522_MZ334522.1_17	MZ334522	MZ334522.1	17	10749	11258	1	E											0
MZ334522_MZ334522.1_18	MZ334522	MZ334522.1	18	11317	12609	1	E											0
MZ334522_MZ334522.1_19	MZ334522	MZ334522.1	19	12642	13037	1	E											0
MZ334522_MZ334522.1_20	MZ334522	MZ334522.1	20	13102	13587	1	E											0
MZ334522_MZ334522.1_21	MZ334522	MZ334522.1	21	13619	13903	1	E											0
MZ334522_MZ334522.1_22	MZ334522	MZ334522.1	22	13912	15384	1	E											0
MZ334522_MZ334522.1_23	MZ334522	MZ334522.1	23	15386	15880	1	E											0
MZ334522_MZ334522.1_24	MZ334522	MZ334522.1	24	15877	17163	1	E											0
MZ334522_MZ334522.1_25	MZ334522	MZ334522.1	25	17153	17626	1	E											0
MZ334522_MZ334522.1_26	MZ334522	MZ334522.1	26	17627	18892	1	E											0
MZ334522_MZ334522.1_27	MZ334522	MZ334522.1	27	18893	19216	1	E											0
MZ334522_MZ334522.1_28	MZ334522	MZ334522.1	28	19217	20464	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334522_MZ334522.1_29	MZ334522	MZ334522.1	29	20464	21087	1	E											0
MZ334522_MZ334522.1_30	MZ334522	MZ334522.1	30	21094	21624	1	E											0
MZ334522_MZ334522.1_31	MZ334522	MZ334522.1	31	21624	22718	1	E											0
MZ334522_MZ334522.1_32	MZ334522	MZ334522.1	32	22718	23278	1	E											0
MZ334522_MZ334522.1_33	MZ334522	MZ334522.1	33	23284	23430	1	E											0
MZ334522_MZ334522.1_34	MZ334522	MZ334522.1	34	23628	23882	-1	D			MER1190052	M03B	MER1190052 - subfamily M3B unassigned peptidases () [M03.UPB]#M03B#{peptidase unit: 291-572}~source WP_101294203~	False	92.0	8.489e-22	0.782	Peptidase family M3 [PF01432.23]	0
MZ334522_MZ334522.1_35	MZ334522	MZ334522.1	35	24020	25366	1	D										Phage integrase family [PF00589.25]	0
MZ334522_MZ334522.1_36	MZ334522	MZ334522.1	36	25627	26226	1	E											0
MZ334522_MZ334522.1_37	MZ334522	MZ334522.1	37	26055	26606	-1	D										DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]	0
MZ334522_MZ334522.1_38	MZ334522	MZ334522.1	38	26617	26727	-1	E											0
MZ334522_MZ334522.1_39	MZ334522	MZ334522.1	39	26724	26945	-1	E											0
MZ334522_MZ334522.1_40	MZ334522	MZ334522.1	40	27082	27273	-1	E											0
MZ334522_MZ334522.1_41	MZ334522	MZ334522.1	41	27310	28086	-1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]								DNA methylase [PF01555.21]	0
MZ334522_MZ334522.1_42	MZ334522	MZ334522.1	42	28130	30565	-1	D										DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	0
MZ334522_MZ334522.1_43	MZ334522	MZ334522.1	43	30603	31181	-1	E											0
MZ334522_MZ334522.1_44	MZ334522	MZ334522.1	44	31245	32189	-1	D										PD-(D/E)XK nuclease superfamily [PF12705.10]	0
MZ334522_MZ334522.1_45	MZ334522	MZ334522.1	45	32189	32785	-1	D										Homing endonuclease associated repeat [PF18780.4]	0
MZ334522_MZ334522.1_46	MZ334522	MZ334522.1	46	32785	32982	-1	E											0
MZ334522_MZ334522.1_47	MZ334522	MZ334522.1	47	32969	33232	-1	E											0
MZ334522_MZ334522.1_48	MZ334522	MZ334522.1	48	33431	33715	-1	E											0
MZ334522_MZ334522.1_49	MZ334522	MZ334522.1	49	33734	33910	-1	E											0
MZ334522_MZ334522.1_50	MZ334522	MZ334522.1	50	33907	34533	-1	E											0
MZ334522_MZ334522.1_51	MZ334522	MZ334522.1	51	34526	35089	-1	D										HNH endonuclease [PF13392.9]	0
MZ334522_MZ334522.1_52	MZ334522	MZ334522.1	52	35272	35622	-1	E											0
MZ334522_MZ334522.1_53	MZ334522	MZ334522.1	53	35619	35900	-1	E											0
MZ334522_MZ334522.1_54	MZ334522	MZ334522.1	54	35897	36286	-1	E											0
MZ334522_MZ334522.1_55	MZ334522	MZ334522.1	55	36283	37476	-1	E											0
MZ334522_MZ334522.1_56	MZ334522	MZ334522.1	56	37560	38801	-1	E											0
MZ334522_MZ334522.1_57	MZ334522	MZ334522.1	57	38798	40282	-1	E											0
MZ334522_MZ334522.1_58	MZ334522	MZ334522.1	58	40282	40440	-1	E											0
MZ334522_MZ334522.1_59	MZ334522	MZ334522.1	59	40440	40676	-1	E											0
MZ334522_MZ334522.1_60	MZ334522	MZ334522.1	60	40716	40937	-1	E											0
MZ334522_MZ334522.1_61	MZ334522	MZ334522.1	61	41172	41351	-1	E											0
MZ334522_MZ334522.1_62	MZ334522	MZ334522.1	62	41348	42349	-1	E											0
MZ334522_MZ334522.1_63	MZ334522	MZ334522.1	63	43008	43328	1	E											0
MZ334522_MZ334522.1_64	MZ334522	MZ334522.1	64	43325	43912	-1	E											0
MZ334522_MZ334522.1_65	MZ334522	MZ334522.1	65	43934	44158	1	E											0
MZ334522_MZ334522.1_66	MZ334522	MZ334522.1	66	44215	44700	1	E											0
MZ334522_MZ334522.1_67	MZ334522	MZ334522.1	67	44700	45137	1	E											0
