	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_048640_NC_048640_1	NC_048640	NC_048640	1	38	847	-1	C	K07497	putative transposase	Integrase core domain [PF13683.9]; Integrase core domain [PF00665.29]; HTH-like domain [PF13276.9]; Integrase core domain [PF13333.9]	0
NC_048640_NC_048640_2	NC_048640	NC_048640	2	874	1395	-1	C	K07483	transposase	Helix-turn-helix domain [PF13518.9]	0
NC_048640_NC_048640_3	NC_048640	NC_048640	3	1528	1881	-1	E				0
NC_048640_NC_048640_4	NC_048640	NC_048640	4	1948	2109	-1	E				0
NC_048640_NC_048640_5	NC_048640	NC_048640	5	2375	2629	-1	E				0
NC_048640_NC_048640_6	NC_048640	NC_048640	6	2644	3195	-1	D			Streptococcus thermophilus bacteriophage Gp111 protein [PF07410.14]	0
NC_048640_NC_048640_7	NC_048640	NC_048640	7	3199	3438	-1	E				0
NC_048640_NC_048640_8	NC_048640	NC_048640	8	3531	3893	-1	E				0
NC_048640_NC_048640_9	NC_048640	NC_048640	9	3903	5018	-1	C	K18640	plasmid segregation protein ParM	Actin like proteins N terminal domain [PF17989.4]; StbA protein [PF06406.14]	0
NC_048640_NC_048640_10	NC_048640	NC_048640	10	5161	6144	-1	D			Phage integrase family [PF00589.25]	0
NC_048640_NC_048640_11	NC_048640	NC_048640	11	6221	6775	-1	E				0
NC_048640_NC_048640_12	NC_048640	NC_048640	12	7062	7358	-1	E				0
NC_048640_NC_048640_13	NC_048640	NC_048640	13	7464	8702	-1	E				0
NC_048640_NC_048640_14	NC_048640	NC_048640	14	9217	9456	-1	E				0
NC_048640_NC_048640_15	NC_048640	NC_048640	15	9613	10767	1	E				0
NC_048640_NC_048640_16	NC_048640	NC_048640	16	10888	11034	1	E				0
NC_048640_NC_048640_17	NC_048640	NC_048640	17	11158	11316	1	E				0
NC_048640_NC_048640_18	NC_048640	NC_048640	18	11418	11870	-1	D			Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]	0
NC_048640_NC_048640_19	NC_048640	NC_048640	19	12042	12242	1	D			Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]	0
NC_048640_NC_048640_20	NC_048640	NC_048640	20	12294	12443	1	E				0
NC_048640_NC_048640_21	NC_048640	NC_048640	21	12412	12522	1	E				0
NC_048640_NC_048640_22	NC_048640	NC_048640	22	12616	13143	1	C	K03700	recombination protein U	Recombination protein U [PF03838.17]	0
