locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
OQ473815.1_191_463_-												Hypothetical
OQ473815.1_558_1178_+		K07464	COG1468		phrog_1706	VOG00332	PHROG:phrog_1706	206	1.7e-28	91.0		CRISPR/Cas system associated
OQ473815.1_1189_1515_+												Hypothetical
OQ473815.1_1520_1750_-												Hypothetical
OQ473815.1_1776_2132_-												Hypothetical
OQ473815.1_2246_4120_+		K03726	COG1204		phrog_6819	VOG02261	PHROG:phrog_6819	624	1.9e-130	427.4		Holliday junction branch migration helicase
OQ473815.1_4901_5509_+												Hypothetical
OQ473815.1_5660_6187_-												Hypothetical
OQ473815.1_6296_6718_-												Hypothetical
OQ473815.1_6822_7388_+												Hypothetical
OQ473815.1_7500_8078_+												Hypothetical
OQ473815.1_8096_8458_+												Hypothetical
OQ473815.1_8535_8882_+												Hypothetical
OQ473815.1_9068_9442_+												Hypothetical
OQ473815.1_9466_9978_+												Hypothetical
OQ473815.1_9930_10715_+					phrog_12608	VOG36984	VOG:VOG36984	261	2.2e-56	182.2		sp|Q914K0|Y030_SIFVH Uncharacterized protein 30
OQ473815.1_10722_10874_+												Hypothetical
OQ473815.1_10878_11480_+												Hypothetical
OQ473815.1_11532_12188_+					phrog_12946	VOG36989	VOG:VOG36989	218	4.2e-44	141.9		sp|Q914J4|CAPS1_SIFVH Major capsid protein 1
OQ473815.1_12199_12687_+					phrog_12679	VOG36988	VOG:VOG36988	162	1.1e-38	123.9		sp|Q914J5|CAPS2_SIFVH Major capsid protein 2
OQ473815.1_12725_13000_+					phrog_12806	VOG36998	PHROG:phrog_12806	91	8.9e-19	59.2		virion structural protein
OQ473815.1_13000_13992_+		K00754			phrog_2170	VOG00164	PHROG:phrog_2170	330	2.1e-56	182.9		glycosyltransferase
OQ473815.1_13997_14323_-					phrog_17699	VOG06869	VOG:VOG06869	108	1.2e-18	55.1		sp|Q914I9|Y043_SIFVH Uncharacterized protein 43
OQ473815.1_14369_15160_+				GT4, GT4	phrog_4356	VOG00313	PHROG:phrog_4356	263	5.4e-53	171.5		glycosyltransferase
OQ473815.1_15161_15706_+												Hypothetical
OQ473815.1_15762_15941_-												Hypothetical
OQ473815.1_16019_16432_+												Hypothetical
OQ473815.1_17057_17707_-						VOG06899	VOG:VOG06899	216	1.5e-19	61.8		sp|Q914H1|Y061_SIFVH Uncharacterized protein 61
OQ473815.1_17713_18783_-												Hypothetical
OQ473815.1_18801_19451_-						VOG37213	VOG:VOG37213	216	2.2e-11	32.8		REFSEQ hypothetical protein
OQ473815.1_19483_21072_-			COG5280		phrog_37712	VOG36994	VOG:VOG36994	529	5.6e-61	198.0		sp|Q573D5|Y554_AFV2P Uncharacterized protein ORF554
OQ473815.1_21077_21916_-												Hypothetical
OQ473815.1_21936_22967_-					phrog_34282	VOG03394	VOG:VOG03394	343	3.4e-47	152.1		sp|Q573C6|Y286A_AFV2P Uncharacterized protein ORF286a
OQ473815.1_23003_23707_-												Hypothetical
OQ473815.1_23691_24050_-												Hypothetical
OQ473815.1_24243_24380_+												Hypothetical
OQ473815.1_24399_24605_+												Hypothetical
OQ473815.1_24862_25194_-					phrog_11622	VOG02485	VOG:VOG02485	110	7.4e-12	36.6		sp|Q573G5|Y100B_AFV2P Uncharacterized protein ORF100b
OQ473815.1_25222_25659_+					phrog_14289	VOG37060	PHROG:phrog_14289	145	2.2e-11	34.4		virion structural protein
OQ473815.1_25659_25973_+					phrog_12119	VOG36991	VOG:VOG36991	104	2.1e-23	73.1		sp|Q914J2|Y038_SIFVH Uncharacterized protein 38
OQ473815.1_26195_26566_-					phrog_12001	VOG36985	VOG:VOG36985	123	1.4e-27	87.5		sp|Q914J8|Y032_SIFVH Uncharacterized protein 32
OQ473815.1_26659_27486_+												Hypothetical
OQ473815.1_27490_28392_+					phrog_18698	VOG37061	PHROG:phrog_18698	300	1.5e-15	45.8		virion structural protein
OQ473815.1_28415_28666_+												Hypothetical
OQ473815.1_28667_29266_-					phrog_6678	VOG36902	VOG:VOG36902	199	9.4e-55	176.8		sp|Q914G6|Y066_SIFVH Uncharacterized protein 66
OQ473815.1_29278_30150_+												Hypothetical
