locus_tag	ftype	length_bp	gene	EC_number	COG	product
JHBIJDJF_00001	CDS	288				hypothetical protein
JHBIJDJF_00002	CDS	1359	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
JHBIJDJF_00003	CDS	441				hypothetical protein
JHBIJDJF_00004	CDS	594	rpsD_1			30S ribosomal protein S4
JHBIJDJF_00005	CDS	2712				hypothetical protein
JHBIJDJF_00006	CDS	1308	mrdB	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
JHBIJDJF_00007	CDS	1908	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JHBIJDJF_00008	CDS	510				hypothetical protein
JHBIJDJF_00009	CDS	864	mreC		COG1792	Cell shape-determining protein MreC
JHBIJDJF_00010	CDS	1038	mreB		COG1077	Cell shape-determining protein MreB
JHBIJDJF_00011	CDS	303				hypothetical protein
JHBIJDJF_00012	CDS	933				hypothetical protein
JHBIJDJF_00013	CDS	1065	fliG		COG1536	Flagellar motor switch protein FliG
JHBIJDJF_00014	CDS	1704	fliF		COG1766	Flagellar M-ring protein
JHBIJDJF_00015	CDS	339	fliE			Flagellar hook-basal body complex protein FliE
JHBIJDJF_00016	CDS	462	flgC		COG1558	Flagellar basal-body rod protein FlgC
JHBIJDJF_00017	CDS	432	flgB		COG1815	Flagellar basal body rod protein FlgB
JHBIJDJF_00018	CDS	606	grpE		COG0576	Protein GrpE
JHBIJDJF_00019	CDS	1974	dnaK			Chaperone protein DnaK
JHBIJDJF_00020	CDS	1134	dnaJ_1		COG0484	Chaperone protein DnaJ
JHBIJDJF_00021	CDS	1404				hypothetical protein
JHBIJDJF_00022	CDS	2184				hypothetical protein
JHBIJDJF_00023	CDS	336				hypothetical protein
JHBIJDJF_00024	CDS	858	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
JHBIJDJF_00025	CDS	1368	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
JHBIJDJF_00026	CDS	840				hypothetical protein
JHBIJDJF_00027	CDS	2469	cbpA	2.4.1.20	COG3459	Cellobiose phosphorylase
JHBIJDJF_00028	CDS	2340				hypothetical protein
JHBIJDJF_00029	CDS	2142		3.2.1.21	COG1472	Beta-glucosidase BoGH3A
JHBIJDJF_00030	CDS	1029	celA_1	3.2.1.4		Endoglucanase A
JHBIJDJF_00031	CDS	1905				hypothetical protein
JHBIJDJF_00032	CDS	1344	celCCA_1	3.2.1.4	COG2730	Endoglucanase A
JHBIJDJF_00033	CDS	1143	celA_2	3.2.1.4		Endoglucanase A
JHBIJDJF_00034	CDS	1329				hypothetical protein
JHBIJDJF_00035	CDS	2100	fusA_1		COG0480	Elongation factor G
JHBIJDJF_00036	CDS	681				hypothetical protein
JHBIJDJF_00037	CDS	831				hypothetical protein
JHBIJDJF_00038	CDS	660	gph_1	3.1.3.18		Phosphoglycolate phosphatase
JHBIJDJF_00039	CDS	1656				hypothetical protein
JHBIJDJF_00040	CDS	1365	dinB_1	2.7.7.7		DNA polymerase IV
JHBIJDJF_00041	CDS	519	bar	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
JHBIJDJF_00042	CDS	342				hypothetical protein
JHBIJDJF_00043	CDS	687				hypothetical protein
JHBIJDJF_00044	CDS	777				hypothetical protein
JHBIJDJF_00045	CDS	3270	lptD_1			LPS-assembly protein LptD
JHBIJDJF_00046	CDS	2958	uvrA			UvrABC system protein A
JHBIJDJF_00047	CDS	342				hypothetical protein
JHBIJDJF_00048	CDS	3135				hypothetical protein
JHBIJDJF_00049	CDS	813				hypothetical protein
JHBIJDJF_00050	CDS	2418	lon	3.4.21.53	COG0466	Lon protease
JHBIJDJF_00051	CDS	792	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
JHBIJDJF_00052	CDS	909				hypothetical protein
JHBIJDJF_00053	CDS	702	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
JHBIJDJF_00054	CDS	1584	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
JHBIJDJF_00055	CDS	303				hypothetical protein
