	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001897.1_1	QGNH01001897.1	QGNH01001897.1	1	89	235	1	E											0	False	F
QGNH01001897.1_2	QGNH01001897.1	QGNH01001897.1	2	325	1899	1	E	YP_009007069.1	YP_009007069.1 terminase [Pseudomonas phage vB_PaeP_Tr60_Ab31]	True	0.519	493.0	8.244e-153		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001897.1_3	QGNH01001897.1	QGNH01001897.1	3	1912	2055	1	E											0	False	F
QGNH01001897.1_4	QGNH01001897.1	QGNH01001897.1	4	2060	2326	1	E											0	False	F
QGNH01001897.1_5	QGNH01001897.1	QGNH01001897.1	5	2338	2829	1	E											0	False	F
QGNH01001897.1_6	QGNH01001897.1	QGNH01001897.1	6	2835	3044	1	E											0	False	F
QGNH01001897.1_7	QGNH01001897.1	QGNH01001897.1	7	3045	4796	1	D	YP_007001977.1	YP_007001977.1 head-tail adaptor [Escherichia phage TL-2011b]	True	0.459	437.0	1.108e-132	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	VF
QGNH01001897.1_8	QGNH01001897.1	QGNH01001897.1	8	4873	5052	1	E											0	False	F
QGNH01001897.1_9	QGNH01001897.1	QGNH01001897.1	9	5195	5560	1	E											0	False	
QGNH01001897.1_10	QGNH01001897.1	QGNH01001897.1	10	5602	5946	1	E											0	False	
QGNH01001897.1_11	QGNH01001897.1	QGNH01001897.1	11	5974	6318	1	E											0	False	
QGNH01001897.1_12	QGNH01001897.1	QGNH01001897.1	12	6327	6845	1	E											0	False	
QGNH01001897.1_13	QGNH01001897.1	QGNH01001897.1	13	7195	7518	1	E	NP_958688.1	NP_958688.1 Bbp19 [Bordetella phage BPP-1]	False	0.538	67.0	5.874e-13		VOG01457	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001897.1_14	QGNH01001897.1	QGNH01001897.1	14	7620	7736	1	E											0	False	
QGNH01001897.1_15	QGNH01001897.1	QGNH01001897.1	15	8241	8651	1	E											0	False	F
QGNH01001897.1_16	QGNH01001897.1	QGNH01001897.1	16	8653	9405	1	E	NP_848214.2	NP_848214.2 protease [Salmonella phage epsilon15]	False	0.355	102.0	5.848999999999999e-23		VOG10710	REFSEQ protease; Xu	Xu	0	False	F
QGNH01001897.1_17	QGNH01001897.1	QGNH01001897.1	17	9452	10489	1	E	YP_007001980.1	YP_007001980.1 major head protein [Escherichia phage TL-2011b]	True	0.556	363.0	5.142e-111		VOG02257	REFSEQ major head protein; Xu	Xu	0	False	F
QGNH01001897.1_18	QGNH01001897.1	QGNH01001897.1	18	10533	11081	1	E											0	False	F
QGNH01001897.1_19	QGNH01001897.1	QGNH01001897.1	19	11207	11671	1	D	NP_848221.2	NP_848221.2 internal virion protein [Salmonella phage epsilon15]	False	0.459	126.0	1.138e-32	Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]	VOG01323	sp|P03723|GP13_BPT7 Probable scaffold protein gp13; Xu	Xu	0	False	F
QGNH01001897.1_20	QGNH01001897.1	QGNH01001897.1	20	11673	12233	1	E								VOG01668	REFSEQ internal virion protein; Xu	Xu	0	False	F
QGNH01001897.1_21	QGNH01001897.1	QGNH01001897.1	21	12254	13312	1	E											0	False	F
