	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_055889_NC_055889_1	NC_055889	NC_055889	1	143	586	1	E				0
NC_055889_NC_055889_2	NC_055889	NC_055889	2	588	806	1	E				0
NC_055889_NC_055889_3	NC_055889	NC_055889	3	808	1695	1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
NC_055889_NC_055889_4	NC_055889	NC_055889	4	1855	2046	1	E				0
NC_055889_NC_055889_5	NC_055889	NC_055889	5	2043	2357	1	D			dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	0
NC_055889_NC_055889_6	NC_055889	NC_055889	6	2585	2944	1	E				0
NC_055889_NC_055889_7	NC_055889	NC_055889	7	3090	3467	1	E				0
NC_055889_NC_055889_8	NC_055889	NC_055889	8	3460	3837	1	E				0
NC_055889_NC_055889_9	NC_055889	NC_055889	9	3827	4210	1	E				0
NC_055889_NC_055889_10	NC_055889	NC_055889	10	4182	4376	1	E				0
NC_055889_NC_055889_11	NC_055889	NC_055889	11	4357	4794	1	E				0
NC_055889_NC_055889_12	NC_055889	NC_055889	12	4784	5164	1	E				0
NC_055889_NC_055889_13	NC_055889	NC_055889	13	5225	5590	1	E				0
NC_055889_NC_055889_14	NC_055889	NC_055889	14	5541	5705	1	E				0
NC_055889_NC_055889_15	NC_055889	NC_055889	15	5893	6423	1	E				0
NC_055889_NC_055889_16	NC_055889	NC_055889	16	6481	6618	1	E				0
NC_055889_NC_055889_17	NC_055889	NC_055889	17	7665	7970	1	E				0
NC_055889_NC_055889_18	NC_055889	NC_055889	18	8313	8687	1	D			LAGLIDADG-like domain [PF14528.9]	0
NC_055889_NC_055889_19	NC_055889	NC_055889	19	8718	9413	1	D			Intein splicing domain [PF14890.9]	0
NC_055889_NC_055889_20	NC_055889	NC_055889	20	9504	9692	1	E				0
NC_055889_NC_055889_21	NC_055889	NC_055889	21	9807	10133	1	E				0
NC_055889_NC_055889_22	NC_055889	NC_055889	22	10307	10516	1	E				0
NC_055889_NC_055889_23	NC_055889	NC_055889	23	10763	11077	1	E				0
NC_055889_NC_055889_24	NC_055889	NC_055889	24	11342	11635	1	E				0
NC_055889_NC_055889_25	NC_055889	NC_055889	25	11648	11773	1	E				0
NC_055889_NC_055889_26	NC_055889	NC_055889	26	11828	11938	1	E				0
NC_055889_NC_055889_27	NC_055889	NC_055889	27	12002	12775	1	E				0
NC_055889_NC_055889_28	NC_055889	NC_055889	28	12859	13242	1	E				0
NC_055889_NC_055889_29	NC_055889	NC_055889	29	13355	13741	1	E				0
NC_055889_NC_055889_30	NC_055889	NC_055889	30	14336	14479	1	E				0
NC_055889_NC_055889_31	NC_055889	NC_055889	31	14448	14705	1	E				0
NC_055889_NC_055889_32	NC_055889	NC_055889	32	14727	15377	1	E				0
NC_055889_NC_055889_33	NC_055889	NC_055889	33	15486	15893	1	E				0
NC_055889_NC_055889_34	NC_055889	NC_055889	34	15929	16024	1	E				0
NC_055889_NC_055889_35	NC_055889	NC_055889	35	16046	17401	1	E				0
NC_055889_NC_055889_36	NC_055889	NC_055889	36	17477	17650	1	E				0
NC_055889_NC_055889_37	NC_055889	NC_055889	37	17819	18211	1	E				0
NC_055889_NC_055889_38	NC_055889	NC_055889	38	18229	18354	1	E				0
NC_055889_NC_055889_39	NC_055889	NC_055889	39	18418	18573	1	E				0
NC_055889_NC_055889_40	NC_055889	NC_055889	40	18718	18918	1	E				0
NC_055889_NC_055889_41	NC_055889	NC_055889	41	19134	19487	1	E				0
NC_055889_NC_055889_42	NC_055889	NC_055889	42	19708	20682	1	E				0
NC_055889_NC_055889_43	NC_055889	NC_055889	43	20783	21052	1	E				0
NC_055889_NC_055889_44	NC_055889	NC_055889	44	21194	21481	1	E				0
NC_055889_NC_055889_45	NC_055889	NC_055889	45	21493	22215	1	E				0
NC_055889_NC_055889_46	NC_055889	NC_055889	46	22306	22872	1	E				0
NC_055889_NC_055889_47	NC_055889	NC_055889	47	22948	23823	1	E				0
NC_055889_NC_055889_48	NC_055889	NC_055889	48	23953	24336	1	E				0
NC_055889_NC_055889_49	NC_055889	NC_055889	49	24679	24786	1	E				0
NC_055889_NC_055889_50	NC_055889	NC_055889	50	24797	24985	1	E				0
NC_055889_NC_055889_51	NC_055889	NC_055889	51	25016	25159	1	E				0
NC_055889_NC_055889_52	NC_055889	NC_055889	52	25254	26243	1	E				0
NC_055889_NC_055889_53	NC_055889	NC_055889	53	26334	26780	1	E				0
NC_055889_NC_055889_54	NC_055889	NC_055889	54	27027	27284	1	E				0
NC_055889_NC_055889_55	NC_055889	NC_055889	55	27221	27406	-1	E				0
NC_055889_NC_055889_56	NC_055889	NC_055889	56	27456	27767	1	E				0
NC_055889_NC_055889_57	NC_055889	NC_055889	57	27921	28097	1	E				0
NC_055889_NC_055889_58	NC_055889	NC_055889	58	28302	28403	1	E				0
NC_055889_NC_055889_59	NC_055889	NC_055889	59	29617	30006	1	E				0
NC_055889_NC_055889_60	NC_055889	NC_055889	60	30639	30830	1	E				0
NC_055889_NC_055889_61	NC_055889	NC_055889	61	31489	31707	1	E				0
NC_055889_NC_055889_62	NC_055889	NC_055889	62	32119	32310	1	E				0
NC_055889_NC_055889_63	NC_055889	NC_055889	63	33019	33198	1	E				0
NC_055889_NC_055889_64	NC_055889	NC_055889	64	33198	33296	1	E				0
NC_055889_NC_055889_65	NC_055889	NC_055889	65	33672	33824	1	E				0
NC_055889_NC_055889_66	NC_055889	NC_055889	66	33824	33976	1	E				0
NC_055889_NC_055889_67	NC_055889	NC_055889	67	34325	34522	1	E				0
NC_055889_NC_055889_68	NC_055889	NC_055889	68	35005	37257	1	E				0
NC_055889_NC_055889_69	NC_055889	NC_055889	69	38098	38316	1	E				0
NC_055889_NC_055889_70	NC_055889	NC_055889	70	38668	38850	1	E				0
NC_055889_NC_055889_71	NC_055889	NC_055889	71	38965	39252	1	E				0
NC_055889_NC_055889_72	NC_055889	NC_055889	72	39301	39474	1	E				0
NC_055889_NC_055889_73	NC_055889	NC_055889	73	40121	40756	1	E				0
NC_055889_NC_055889_74	NC_055889	NC_055889	74	40870	41700	1	E				0
NC_055889_NC_055889_75	NC_055889	NC_055889	75	41718	41975	1	E				0
NC_055889_NC_055889_76	NC_055889	NC_055889	76	42202	42360	1	E				0
NC_055889_NC_055889_77	NC_055889	NC_055889	77	44264	44458	1	E				0
NC_055889_NC_055889_78	NC_055889	NC_055889	78	44546	44725	1	E				0
NC_055889_NC_055889_79	NC_055889	NC_055889	79	44798	44944	1	E				0
NC_055889_NC_055889_80	NC_055889	NC_055889	80	45007	45558	1	E				0
NC_055889_NC_055889_81	NC_055889	NC_055889	81	45598	45714	1	E				0
NC_055889_NC_055889_82	NC_055889	NC_055889	82	45925	46041	1	E				0
NC_055889_NC_055889_83	NC_055889	NC_055889	83	46309	46464	1	E				0
NC_055889_NC_055889_84	NC_055889	NC_055889	84	46549	46713	1	E				0
NC_055889_NC_055889_85	NC_055889	NC_055889	85	46801	47232	1	E				0
NC_055889_NC_055889_86	NC_055889	NC_055889	86	47359	47856	1	E				0
NC_055889_NC_055889_87	NC_055889	NC_055889	87	48013	48192	1	E				0
NC_055889_NC_055889_88	NC_055889	NC_055889	88	48490	48717	1	E				0
NC_055889_NC_055889_89	NC_055889	NC_055889	89	49115	49237	1	E				0
NC_055889_NC_055889_90	NC_055889	NC_055889	90	49391	49642	1	E				0
NC_055889_NC_055889_91	NC_055889	NC_055889	91	49700	49882	1	E				0
NC_055889_NC_055889_92	NC_055889	NC_055889	92	50285	51001	1	E				0
NC_055889_NC_055889_93	NC_055889	NC_055889	93	51001	51093	1	E				0
NC_055889_NC_055889_94	NC_055889	NC_055889	94	51259	51378	1	E				0
NC_055889_NC_055889_95	NC_055889	NC_055889	95	51385	51666	1	E				0
NC_055889_NC_055889_96	NC_055889	NC_055889	96	51859	51981	1	E				0
NC_055889_NC_055889_97	NC_055889	NC_055889	97	51997	52242	1	E				0
NC_055889_NC_055889_98	NC_055889	NC_055889	98	52282	52704	1	E				0
NC_055889_NC_055889_99	NC_055889	NC_055889	99	52770	53216	1	E				0
NC_055889_NC_055889_100	NC_055889	NC_055889	100	53652	54548	1	E				0
NC_055889_NC_055889_101	NC_055889	NC_055889	101	54645	54989	1	E				0
NC_055889_NC_055889_102	NC_055889	NC_055889	102	55485	55751	1	E				0
NC_055889_NC_055889_103	NC_055889	NC_055889	103	56181	56417	1	E				0
NC_055889_NC_055889_104	NC_055889	NC_055889	104	56811	57542	1	E				0
NC_055889_NC_055889_105	NC_055889	NC_055889	105	57561	58343	1	E				0
NC_055889_NC_055889_106	NC_055889	NC_055889	106	59031	59216	1	E				0
NC_055889_NC_055889_107	NC_055889	NC_055889	107	59238	59423	1	E				0
NC_055889_NC_055889_108	NC_055889	NC_055889	108	59709	61463	1	E				0
NC_055889_NC_055889_109	NC_055889	NC_055889	109	61470	62039	1	E				0
NC_055889_NC_055889_110	NC_055889	NC_055889	110	62199	63065	1	E				0
NC_055889_NC_055889_111	NC_055889	NC_055889	111	63078	64139	1	E				0
NC_055889_NC_055889_112	NC_055889	NC_055889	112	64293	64694	1	E				0
NC_055889_NC_055889_113	NC_055889	NC_055889	113	65166	65780	1	E				0
NC_055889_NC_055889_114	NC_055889	NC_055889	114	65796	66707	1	E				0
NC_055889_NC_055889_115	NC_055889	NC_055889	115	66710	66982	1	E				0
NC_055889_NC_055889_116	NC_055889	NC_055889	116	67136	67792	1	E				0
NC_055889_NC_055889_117	NC_055889	NC_055889	117	67973	68107	1	E				0
NC_055889_NC_055889_118	NC_055889	NC_055889	118	68564	68842	1	E				0
NC_055889_NC_055889_119	NC_055889	NC_055889	119	69290	70828	1	E				0
NC_055889_NC_055889_120	NC_055889	NC_055889	120	70865	71134	1	E				0
NC_055889_NC_055889_121	NC_055889	NC_055889	121	71513	71818	1	E				0
NC_055889_NC_055889_122	NC_055889	NC_055889	122	71854	72285	-1	E				0
NC_055889_NC_055889_123	NC_055889	NC_055889	123	72272	72406	-1	E				0
NC_055889_NC_055889_124	NC_055889	NC_055889	124	72384	73361	-1	E				0
NC_055889_NC_055889_125	NC_055889	NC_055889	125	73351	74013	-1	D			Calcineurin-like phosphoesterase superfamily domain [PF12850.10]	0
NC_055889_NC_055889_126	NC_055889	NC_055889	126	74062	74322	-1	D			Protein of unknown function (DUF1064) [PF06356.14]	0
NC_055889_NC_055889_127	NC_055889	NC_055889	127	74393	75400	-1	D			CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9]	0
NC_055889_NC_055889_128	NC_055889	NC_055889	128	75710	76339	-1	E				0
NC_055889_NC_055889_129	NC_055889	NC_055889	129	76356	77096	-1	D			AAA domain [PF13479.9]	0
NC_055889_NC_055889_130	NC_055889	NC_055889	130	77171	77686	-1	E				0
NC_055889_NC_055889_131	NC_055889	NC_055889	131	77701	78681	-1	D			DnaB-like helicase C terminal domain [PF03796.18]	0
NC_055889_NC_055889_132	NC_055889	NC_055889	132	78662	79231	-1	E				0
NC_055889_NC_055889_133	NC_055889	NC_055889	133	79289	80005	-1	E				0
NC_055889_NC_055889_134	NC_055889	NC_055889	134	80128	80748	-1	E				0
NC_055889_NC_055889_135	NC_055889	NC_055889	135	80845	82179	-1	E				0
NC_055889_NC_055889_136	NC_055889	NC_055889	136	82231	83022	-1	E				0
NC_055889_NC_055889_137	NC_055889	NC_055889	137	83083	83610	-1	E				0
NC_055889_NC_055889_138	NC_055889	NC_055889	138	83708	84133	-1	E				0
NC_055889_NC_055889_139	NC_055889	NC_055889	139	84320	84883	-1	E				0
NC_055889_NC_055889_140	NC_055889	NC_055889	140	84893	85519	-1	E				0
NC_055889_NC_055889_141	NC_055889	NC_055889	141	87648	88070	-1	E				0
NC_055889_NC_055889_142	NC_055889	NC_055889	142	88060	88461	-1	E				0
NC_055889_NC_055889_143	NC_055889	NC_055889	143	88523	90046	-1	E				0
NC_055889_NC_055889_144	NC_055889	NC_055889	144	90121	90492	-1	E				0
NC_055889_NC_055889_145	NC_055889	NC_055889	145	90509	91069	-1	C	K03088	RNA polymerase sigma-70 factor, ECF subfamily	ECF sigma factor [PF07638.14]; Sigma-70, region 4 [PF08281.15]; Sigma-70 region 2 [PF04542.17]; Sigma-70, region 4 [PF04545.19]	0
NC_055889_NC_055889_146	NC_055889	NC_055889	146	91219	91611	-1	E				0
NC_055889_NC_055889_147	NC_055889	NC_055889	147	91598	92059	-1	E				0
NC_055889_NC_055889_148	NC_055889	NC_055889	148	92056	92241	-1	E				0
NC_055889_NC_055889_149	NC_055889	NC_055889	149	92232	92510	-1	E				0
NC_055889_NC_055889_150	NC_055889	NC_055889	150	92538	92738	-1	E				0
NC_055889_NC_055889_151	NC_055889	NC_055889	151	92761	92973	-1	E				0
NC_055889_NC_055889_152	NC_055889	NC_055889	152	93719	94186	-1	E				0
NC_055889_NC_055889_153	NC_055889	NC_055889	153	94230	94457	-1	E				0
NC_055889_NC_055889_154	NC_055889	NC_055889	154	95223	95690	-1	E				0
NC_055889_NC_055889_155	NC_055889	NC_055889	155	95708	95971	-1	E				0
NC_055889_NC_055889_156	NC_055889	NC_055889	156	95965	96195	-1	E				0
NC_055889_NC_055889_157	NC_055889	NC_055889	157	96605	97054	-1	E				0
