	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000314.1_1	QGNH01000314.1	QGNH01000314.1	1	2	265	1	E											0	False	F
QGNH01000314.1_2	QGNH01000314.1	QGNH01000314.1	2	285	578	1	E											0	False	F
QGNH01000314.1_3	QGNH01000314.1	QGNH01000314.1	3	619	783	1	E											0	False	F
QGNH01000314.1_4	QGNH01000314.1	QGNH01000314.1	4	872	1327	1	D	YP_009151318.1	YP_009151318.1 endonuclease VII [Escherichia phage EC6]	False	61.0	3.088e-10	0.505	Recombination endonuclease VII [PF02945.18]				0	False	F
QGNH01000314.1_5	QGNH01000314.1	QGNH01000314.1	5	1281	2978	1	E											0	False	F
QGNH01000314.1_6	QGNH01000314.1	QGNH01000314.1	6	3044	3658	1	E											0	False	F
QGNH01000314.1_7	QGNH01000314.1	QGNH01000314.1	7	3663	5201	1	E											0	False	F
QGNH01000314.1_8	QGNH01000314.1	QGNH01000314.1	8	5211	5468	1	E											0	False	
QGNH01000314.1_9	QGNH01000314.1	QGNH01000314.1	9	5476	5709	1	E											0	False	
QGNH01000314.1_10	QGNH01000314.1	QGNH01000314.1	10	5723	5977	1	E											1	False	
QGNH01000314.1_11	QGNH01000314.1	QGNH01000314.1	11	6012	6266	1	D							Family of unknown function (DUF6582) [PF20223.1]				0	False	
QGNH01000314.1_12	QGNH01000314.1	QGNH01000314.1	12	6272	6817	1	E											0	False	
QGNH01000314.1_13	QGNH01000314.1	QGNH01000314.1	13	6829	7539	1	E											0	False	
QGNH01000314.1_14	QGNH01000314.1	QGNH01000314.1	14	7552	7797	1	E											0	False	
QGNH01000314.1_15	QGNH01000314.1	QGNH01000314.1	15	8730	10310	1	E								VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
QGNH01000314.1_16	QGNH01000314.1	QGNH01000314.1	16	10705	12942	1	E											0	False	F
