locus_tag	ftype	length_bp	gene	EC_number	COG	product
APAJGKBG_00001	CDS	210				hypothetical protein
APAJGKBG_00002	CDS	951	corA		COG0598	Cobalt/magnesium transport protein CorA
APAJGKBG_00003	CDS	1230	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
APAJGKBG_00004	CDS	1026	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
APAJGKBG_00005	CDS	615				hypothetical protein
APAJGKBG_00006	CDS	591	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
APAJGKBG_00007	CDS	1305	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
APAJGKBG_00008	CDS	606	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
APAJGKBG_00009	CDS	1287	tig	5.2.1.8	COG0544	Trigger factor
APAJGKBG_00010	rRNA	1039				23S ribosomal RNA (partial)
APAJGKBG_00011	CDS	1449				hypothetical protein
APAJGKBG_00012	CDS	1677	comEC_1		COG0658	ComE operon protein 3
APAJGKBG_00013	CDS	576	comEC_2		COG0658	ComE operon protein 3
APAJGKBG_00014	CDS	573				hypothetical protein
APAJGKBG_00015	CDS	579	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
APAJGKBG_00016	CDS	2358	clpC_1		COG0542	Negative regulator of genetic competence ClpC/MecB
APAJGKBG_00017	CDS	987				hypothetical protein
APAJGKBG_00018	CDS	894	ydaD	1.-.-.-		General stress protein 39
APAJGKBG_00019	CDS	900				hypothetical protein
APAJGKBG_00020	CDS	1257	murAB_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
APAJGKBG_00021	CDS	1227	divIB			Cell division protein DivIB
APAJGKBG_00022	CDS	738				hypothetical protein
APAJGKBG_00023	CDS	717				hypothetical protein
APAJGKBG_00024	CDS	414				hypothetical protein
APAJGKBG_00025	CDS	1227	ftsA		COG0849	Cell division protein FtsA
APAJGKBG_00026	CDS	1131	ftsZ		COG0206	Cell division protein FtsZ
APAJGKBG_00027	CDS	552				hypothetical protein
APAJGKBG_00028	CDS	657				hypothetical protein
APAJGKBG_00029	CDS	3006				hypothetical protein
APAJGKBG_00030	CDS	1341				hypothetical protein
APAJGKBG_00031	CDS	384	cdd	3.5.4.5	COG0295	Cytidine deaminase
APAJGKBG_00032	CDS	279	vbhT	2.7.7.-		Protein adenylyltransferase VbhT
APAJGKBG_00033	CDS	300				hypothetical protein
APAJGKBG_00034	CDS	336				hypothetical protein
APAJGKBG_00035	CDS	1401				hypothetical protein
APAJGKBG_00036	CDS	207				hypothetical protein
APAJGKBG_00037	CDS	1767	uvrC		COG0322	UvrABC system protein C
APAJGKBG_00038	CDS	207				hypothetical protein
APAJGKBG_00039	CDS	861	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
APAJGKBG_00040	CDS	327	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
APAJGKBG_00041	CDS	393				hypothetical protein
APAJGKBG_00042	CDS	630	agrB	3.4.-.-		Accessory gene regulator protein B
APAJGKBG_00043	CDS	120				hypothetical protein
APAJGKBG_00044	CDS	690				hypothetical protein
APAJGKBG_00045	CDS	1299				hypothetical protein
APAJGKBG_00046	CDS	1626				hypothetical protein
APAJGKBG_00047	CDS	216				hypothetical protein
APAJGKBG_00048	CDS	663				hypothetical protein
APAJGKBG_00049	CDS	231				hypothetical protein
APAJGKBG_00050	CDS	1176				hypothetical protein
APAJGKBG_00051	CDS	2040	yxdM			ABC transporter permease protein YxdM
APAJGKBG_00052	CDS	768	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
APAJGKBG_00053	CDS	348				hypothetical protein
APAJGKBG_00054	CDS	378				hypothetical protein
APAJGKBG_00055	CDS	141				hypothetical protein
APAJGKBG_00056	CDS	441				hypothetical protein
APAJGKBG_00057	CDS	213				hypothetical protein
APAJGKBG_00058	CDS	705				Single-stranded DNA-binding protein
APAJGKBG_00059	tRNA	77				tRNA-His(gtg)
APAJGKBG_00060	tRNA	75				tRNA-Gln(ttg)
APAJGKBG_00061	CDS	222				hypothetical protein
APAJGKBG_00062	CDS	561				hypothetical protein
