	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000726.1_1	QGNH01000726.1	QGNH01000726.1	1	156	842	-1	E													0	False	F
QGNH01000726.1_2	QGNH01000726.1	QGNH01000726.1	2	999	1337	1	D									Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]				0	False	F
QGNH01000726.1_3	QGNH01000726.1	QGNH01000726.1	3	2042	2353	-1	E													0	False	F
QGNH01000726.1_4	QGNH01000726.1	QGNH01000726.1	4	2381	3040	1	E													0	False	F
QGNH01000726.1_5	QGNH01000726.1	QGNH01000726.1	5	3472	3936	1	E													0	False	F
QGNH01000726.1_6	QGNH01000726.1	QGNH01000726.1	6	3985	4176	-1	E													0	False	F
QGNH01000726.1_7	QGNH01000726.1	QGNH01000726.1	7	4137	4454	-1	E													0	False	F
QGNH01000726.1_8	QGNH01000726.1	QGNH01000726.1	8	4658	5209	1	E													0	False	F
QGNH01000726.1_9	QGNH01000726.1	QGNH01000726.1	9	5233	5505	-1	E													0	False	
QGNH01000726.1_10	QGNH01000726.1	QGNH01000726.1	10	5617	6546	1	C	K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]							Tetrahydrodipicolinate N-succinyltransferase middle [PF14789.9]; Tetrahydrodipicolinate N-succinyltransferase N-terminal [PF14790.9]				0	False	M
QGNH01000726.1_11	QGNH01000726.1	QGNH01000726.1	11	6677	6871	1	E													0	False	
QGNH01000726.1_12	QGNH01000726.1	QGNH01000726.1	12	6939	7829	-1	E													0	False	
QGNH01000726.1_13	QGNH01000726.1	QGNH01000726.1	13	8256	8480	-1	E													0	False	
QGNH01000726.1_14	QGNH01000726.1	QGNH01000726.1	14	8562	8840	-1	E													0	False	
QGNH01000726.1_15	QGNH01000726.1	QGNH01000726.1	15	8972	9523	-1	E													0	False	
QGNH01000726.1_16	QGNH01000726.1	QGNH01000726.1	16	9612	10289	-1	E													0	False	
QGNH01000726.1_17	QGNH01000726.1	QGNH01000726.1	17	10361	11011	-1	E			YP_009807085.1	YP_009807085.1 DNA ligase [Microbacterium phage KaiHaiDragon]	False	0.442	162.0	5.134e-44		VOG04599	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000726.1_18	QGNH01000726.1	QGNH01000726.1	18	11011	11331	-1	E													0	False	
QGNH01000726.1_19	QGNH01000726.1	QGNH01000726.1	19	11396	11560	1	E													0	False	
QGNH01000726.1_20	QGNH01000726.1	QGNH01000726.1	20	11644	12732	1	D			YP_010358373.1	YP_010358373.1 DNA methyltransferase [Halorubrum tailed virus 28]	False	0.488	147.0	7.531e-37	MT-A70 [PF05063.17]; ParB/Sulfiredoxin domain [PF02195.21]	VOG03909	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI; XhXp	Xp;Xh	0	False	
QGNH01000726.1_21	QGNH01000726.1	QGNH01000726.1	21	12824	17557	-1	C	K07448	restriction system protein	YP_009702774.1	YP_009702774.1 BA71V-A859L [African swine fever virus]	False	0.19	95.0	4.002e-18	Type ISP C-terminal specificity domain [PF18135.4]; Restriction endonuclease [PF13156.9]; N-6 DNA Methylase [PF02384.19]; Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01000726.1_22	QGNH01000726.1	QGNH01000726.1	22	17670	18170	-1	C	K07064	uncharacterized protein											0	False	
QGNH01000726.1_23	QGNH01000726.1	QGNH01000726.1	23	18163	19014	-1	E													0	False	
QGNH01000726.1_24	QGNH01000726.1	QGNH01000726.1	24	19109	19921	-1	E													0	False	
QGNH01000726.1_25	QGNH01000726.1	QGNH01000726.1	25	20012	20122	-1	E													0	False	
QGNH01000726.1_26	QGNH01000726.1	QGNH01000726.1	26	20119	20730	-1	E													0	False	
QGNH01000726.1_27	QGNH01000726.1	QGNH01000726.1	27	20868	21506	-1	C	K06400	site-specific DNA recombinase	YP_007236363.1	YP_007236363.1 integrase [Bacillus phage vB_BtS_BMBtp2]	False	0.297	97.0	1.078e-21	Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]				0	False	F
QGNH01000726.1_28	QGNH01000726.1	QGNH01000726.1	28	21575	21784	-1	E													0	False	F
QGNH01000726.1_29	QGNH01000726.1	QGNH01000726.1	29	21781	23256	-1	E			YP_010755618.1	YP_010755618.1 terminase [Streptomyces phage TurkishDelight]	True	0.511	444.0	2.262e-136		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000726.1_30	QGNH01000726.1	QGNH01000726.1	30	23246	23839	-1	E													0	False	F
QGNH01000726.1_31	QGNH01000726.1	QGNH01000726.1	31	24039	25730	-1	C	K06400	site-specific DNA recombinase	YP_010013585.1	YP_010013585.1 integrase [Mycobacterium phage Kumao]	False	0.319	229.0	4.43e-62	Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]; Recombinase zinc beta ribbon domain [PF13408.9]	VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	VF
