	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000713.1_1	QGNH01000713.1	QGNH01000713.1	1	3	1274	-1	E																				0	False	F
QGNH01000713.1_2	QGNH01000713.1	QGNH01000713.1	2	1276	1545	-1	E																				0	False	F
QGNH01000713.1_3	QGNH01000713.1	QGNH01000713.1	3	1552	2460	-1	E																				0	False	F
QGNH01000713.1_4	QGNH01000713.1	QGNH01000713.1	4	2591	3709	-1	E			YP_009780320.1	YP_009780320.1 HNH endonuclease [Staphylococcus phage SA5]	False	0.532	103.0	4.19e-22									VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01000713.1_5	QGNH01000713.1	QGNH01000713.1	5	3784	4416	-1	D																Sigma-70, region 4 [PF04545.19]				0	False	F
QGNH01000713.1_6	QGNH01000713.1	QGNH01000713.1	6	4446	6422	-1	D			YP_008770088.1	YP_008770088.1 5'-3' exonuclease [Bacillus phage CampHawk]	False	0.327	132.0	3.617e-30								5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.23]	VOG07202	sp|P13319|RNH_BPT4 Ribonuclease H; Xr	Xr	0	False	VF
QGNH01000713.1_7	QGNH01000713.1	QGNH01000713.1	7	6432	7895	-1	C	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	YP_009844678.1	YP_009844678.1 clamp loader of DNA polymerase [Nodularia phage vB_NspS-kac65v151]	False	0.368	146.0	2.479e-35								DNA polymerase III, delta subunit [PF13177.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]	VOG00282	sp|O64301|LOADL_BPR69 Sliding-clamp-loader large subunit; XhXr	Xr;Xh	0	False	V
QGNH01000713.1_8	QGNH01000713.1	QGNH01000713.1	8	7902	8405	-1	D			YP_009829917.1	YP_009829917.1 transposase [Bacillus phage phi105]	False	0.276	63.0	1.94e-10								Putative phage metallopeptidase [PF18894.3]				0	False	
QGNH01000713.1_9	QGNH01000713.1	QGNH01000713.1	9	8402	9127	-1	D																Toprim-like [PF13155.9]				0	False	
QGNH01000713.1_10	QGNH01000713.1	QGNH01000713.1	10	9124	9714	-1	E																				0	False	
QGNH01000713.1_11	QGNH01000713.1	QGNH01000713.1	11	9714	10253	-1	E																				0	False	
QGNH01000713.1_12	QGNH01000713.1	QGNH01000713.1	12	10250	10945	-1	E																	VOG22577	REFSEQ ATPase; Xu	Xu	0	False	
QGNH01000713.1_13	QGNH01000713.1	QGNH01000713.1	13	10909	12237	-1	E																				0	False	
QGNH01000713.1_14	QGNH01000713.1	QGNH01000713.1	14	12241	12519	-1	E																				0	False	
QGNH01000713.1_15	QGNH01000713.1	QGNH01000713.1	15	12529	13413	-1	D																PD-(D/E)XK nuclease superfamily [PF12705.10]	VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	
QGNH01000713.1_16	QGNH01000713.1	QGNH01000713.1	16	13416	14396	-1	D			YP_001429735.1	YP_001429735.1 exonuclease [Bacillus phage 0305phi8-36]	False	0.222	81.0	3.184e-15								Calcineurin-like phosphoesterase [PF00149.31]				0	False	
QGNH01000713.1_17	QGNH01000713.1	QGNH01000713.1	17	14406	15503	-1	E																				0	False	
QGNH01000713.1_18	QGNH01000713.1	QGNH01000713.1	18	15500	16852	-1	C	K03553	recombination protein RecA	YP_008051591.1	YP_008051591.1 UvsX-like recombinase [Mycobacterium phage Murphy]	False	0.316	166.0	5.146e-42								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; AAA domain [PF13481.9]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
QGNH01000713.1_19	QGNH01000713.1	QGNH01000713.1	19	16849	17364	-1	E																				0	False	
QGNH01000713.1_20	QGNH01000713.1	QGNH01000713.1	20	17496	18272	-1	E																				0	False	
QGNH01000713.1_21	QGNH01000713.1	QGNH01000713.1	21	18326	19225	-1	E																				0	False	
QGNH01000713.1_22	QGNH01000713.1	QGNH01000713.1	22	19355	20089	-1	E																				0	False	
QGNH01000713.1_23	QGNH01000713.1	QGNH01000713.1	23	20104	20343	1	E																				0	False	
QGNH01000713.1_24	QGNH01000713.1	QGNH01000713.1	24	20435	22729	-1	C	K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	YP_010740143.1	YP_010740143.1 RecD-like DNA helicase [Bacillus phage FADO]	False	0.254	219.0	3.12e-57								AAA domain [PF13604.9]; Helix-hairpin-helix containing domain [PF14490.9]; PIF1-like helicase [PF05970.17]; ATP-dependent RecD-like DNA helicase SH3 domain [PF18335.4]; UvrD-like helicase C-terminal domain [PF13538.9]; AAA domain [PF13087.9]; AAA domain [PF13086.9]	VOG00111	sp|P32270|DDA_BPT4 ATP-dependent DNA helicase dda; XhXr	Xr;Xh	0	False	VF
QGNH01000713.1_25	QGNH01000713.1	QGNH01000713.1	25	22731	23006	-1	E																				0	False	F
QGNH01000713.1_26	QGNH01000713.1	QGNH01000713.1	26	23003	24970	-1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	YP_009015539.1	YP_009015539.1 NAD-dependent DNA ligase [Bacillus phage G]	False	0.266	251.0	1.572e-68								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]; BRCA1 C Terminus (BRCT) domain [PF00533.29]	VOG07820	sp|A6LN55|DNLJ_THEM4 DNA ligase; XhXr	Xr;Xh	0	False	VF
QGNH01000713.1_27	QGNH01000713.1	QGNH01000713.1	27	24990	25262	-1	E																				0	False	F
QGNH01000713.1_28	QGNH01000713.1	QGNH01000713.1	28	25247	27202	-1	D			YP_009226755.1	YP_009226755.1 ribonucleotide reductase large subunit [Staphylococcus phage SPbeta-like]	False	0.259	159.0	1.713e-38	MER0183060	N10	MER0183060 - family N10 unassigned peptide lyases (Pyrococcus furiosus) [N10.UPW]#N10#{peptidase unit: 915-1297}~source AAB36947~	False	114.0	3.605e-24	0.252	Intein splicing domain [PF14890.9]; LAGLIDADG-like domain [PF14528.9]; Ribonucleotide reductase, barrel domain [PF02867.18]	VOG01994	sp|O31875|NRDEB_BACSU Ribonucleoside-diphosphate reductase NrdEB subunit alpha; Xh	Xh	0	False	MKEF
