	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_071075_1	NC_071075	NC_071075	1	108	560	1	C	K07474	phage terminase small subunit	YP_010683030.1	YP_010683030.1 TerS [Streptococcus phage P7951]	False	0.889	280	4.688e-86	Terminase small subunit [PF03592.19]					VOG01634	sp|P68928|TERS_BPSF6 Terminase small subunit; Xr	Xr	0	False	VF
NC_071075_2	NC_071075	NC_071075	2	547	1782	1	C	K06909	phage terminase large subunit	YP_010683031.1	YP_010683031.1 terminase large subunit [Streptococcus phage P7951]	True	0.992	863	4.389e-283	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNAseH like domain [PF17288.5]; Phage terminase large subunit [PF04466.16]					VOG02286	REFSEQ terminase large subunit; Xu	Xu	0	False	F
NC_071075_3	NC_071075	NC_071075	3	1788	3260	1	D			YP_010683032.1	YP_010683032.1 portal protein [Streptococcus phage P7951]	True	0.953	981	4.05e-322	Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xp;Xr;Xs	0	False	VF
NC_071075_4	NC_071075	NC_071075	4	3293	4186	1	D			YP_010683033.1	YP_010683033.1 minor head protein [Streptococcus phage P7951]	True	0.916	571	7.436e-184	Phage Mu protein F like protein [PF04233.17]					VOG03910	sp|Q38442|GP7_BPSPP Minor head protein GP7; XhXs	Xs;Xh	0	False	VF
NC_071075_5	NC_071075	NC_071075	5	4371	4952	1	D			YP_010683034.1	YP_010683034.1 head scaffolding protein [Streptococcus phage P7951]	True	0.873	352	4.099e-110	Domain of unknown function (DUF4355) [PF14265.9]								0	False	F
NC_071075_6	NC_071075	NC_071075	6	4972	5331	1	E			YP_010683035.1	YP_010683035.1 major head protein [Streptococcus phage P7951]	False	0.944	238	3.647e-72						VOG04779	REFSEQ major head protein; Xu	Xu	0	False	F
NC_071075_7	NC_071075	NC_071075	7	5350	6396	1	D			YP_010683036.1	YP_010683036.1 major head protein [Streptococcus phage P7951]	True	0.939	687	2.48e-223	Phage major capsid protein E [PF03864.18]					VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xs;Xh	0	False	V
NC_071075_8	NC_071075	NC_071075	8	6408	6569	1	E			YP_010683037.1	YP_010683037.1 hypothetical protein PQF01_gp08 [Streptococcus phage P7951]	False	0.951	108	2.224e-28						VOG16364	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_071075_9	NC_071075	NC_071075	9	6581	6922	1	E			YP_010683038.1	YP_010683038.1 head-tail adaptor [Streptococcus phage P7951]	False	0.967	232	3.115e-70						VOG00555	sp|Q38584|HCP15_BPSPP Head completion protein gp15; XpXrXs	Xp;Xr;Xs	0	False	V
NC_071075_10	NC_071075	NC_071075	10	6919	7233	1	E			YP_010683039.1	YP_010683039.1 minor head protein [Streptococcus phage P7951]	False	0.974	216	1.166e-64						VOG02298	REFSEQ minor head protein; Xu	Xu	0	False	
NC_071075_11	NC_071075	NC_071075	11	7235	7579	1	E			YP_010683040.1	YP_010683040.1 tail completion or Neck1 protein [Streptococcus phage P7951]	False	0.901	216	1.008e-64						VOG25606	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_071075_12	NC_071075	NC_071075	12	7576	7962	1	D			YP_010682538.1	YP_010682538.1 tail terminator [Streptococcus phage CHPC1246]	False	0.973	265	3.633e-81	Protein of unknown function (DUF3168) [PF11367.11]					VOG00447	sp|O48448|COMPL_BPSPP Tail completion protein gp17; Xs	Xs	0	False	V
NC_071075_13	NC_071075	NC_071075	13	7975	8484	1	E			YP_010683042.1	YP_010683042.1 major tail protein [Streptococcus phage P7951]	False	0.943	336	2.905e-105						VOG00541	sp|A9CRB8|TAIL_BPMR1 Putative tail protein; Xu	Xu	0	False	
NC_071075_14	NC_071075	NC_071075	14	8559	8912	1	D			YP_010683091.1	YP_010683091.1 tail chaperone protein [Streptococcus phage P7952]	False	0.936	232	5.1900000000000006e-70	Phage tail assembly chaperone protein, TAC [PF12363.11]					VOG00202	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
NC_071075_15	NC_071075	NC_071075	15	8975	9292	1	E			YP_010683044.1	YP_010683044.1 tail assembly chaperone [Streptococcus phage P7951]	False	0.915	203	3.024e-60									0	False	
