locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDEGGMJM_00001	CDS	909				hypothetical protein
MDEGGMJM_00002	CDS	2256				hypothetical protein
MDEGGMJM_00003	CDS	555				hypothetical protein
MDEGGMJM_00004	CDS	1134				hypothetical protein
MDEGGMJM_00005	CDS	780				hypothetical protein
MDEGGMJM_00006	CDS	225				hypothetical protein
MDEGGMJM_00007	CDS	1407	hflX			GTPase HflX
MDEGGMJM_00008	CDS	903				hypothetical protein
MDEGGMJM_00009	CDS	1050				hypothetical protein
MDEGGMJM_00010	CDS	732				hypothetical protein
MDEGGMJM_00011	CDS	1236				hypothetical protein
MDEGGMJM_00012	CDS	1119				hypothetical protein
MDEGGMJM_00013	CDS	483				hypothetical protein
MDEGGMJM_00014	CDS	426				hypothetical protein
MDEGGMJM_00015	CDS	822				hypothetical protein
MDEGGMJM_00016	CDS	261				hypothetical protein
MDEGGMJM_00017	CDS	696			COG1208	Bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase
MDEGGMJM_00018	CDS	582	glmM			Phosphoglucosamine mutase
MDEGGMJM_00019	CDS	1113				hypothetical protein
MDEGGMJM_00020	CDS	3897				hypothetical protein
MDEGGMJM_00021	CDS	1599	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
MDEGGMJM_00022	CDS	3417				hypothetical protein
MDEGGMJM_00023	CDS	429	nikR			Nickel-responsive regulator
MDEGGMJM_00024	CDS	1365	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
MDEGGMJM_00025	CDS	606				hypothetical protein
MDEGGMJM_00026	CDS	1188				hypothetical protein
MDEGGMJM_00027	CDS	342				hypothetical protein
MDEGGMJM_00028	CDS	234				hypothetical protein
MDEGGMJM_00029	CDS	1659				hypothetical protein
MDEGGMJM_00030	CDS	405				hypothetical protein
MDEGGMJM_00031	CDS	825				hypothetical protein
MDEGGMJM_00032	CDS	693	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MDEGGMJM_00033	CDS	495				hypothetical protein
MDEGGMJM_00034	CDS	729				hypothetical protein
MDEGGMJM_00035	CDS	696				hypothetical protein
MDEGGMJM_00036	CDS	921				hypothetical protein
MDEGGMJM_00037	CDS	315				hypothetical protein
MDEGGMJM_00038	CDS	1380	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
MDEGGMJM_00039	CDS	2010	mutL_1			DNA mismatch repair protein MutL
MDEGGMJM_00040	CDS	2625	mutS_1			DNA mismatch repair protein MutS
MDEGGMJM_00041	CDS	1194				hypothetical protein
MDEGGMJM_00042	CDS	540			COG0197	50S ribosomal protein L10e
MDEGGMJM_00043	CDS	1782	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MDEGGMJM_00044	CDS	1758				hypothetical protein
MDEGGMJM_00045	CDS	1836				hypothetical protein
MDEGGMJM_00046	CDS	201				hypothetical protein
MDEGGMJM_00047	tRNA	85				tRNA-Ser(cga)
MDEGGMJM_00048	CDS	756				hypothetical protein
MDEGGMJM_00049	CDS	246				hypothetical protein
MDEGGMJM_00050	CDS	792	eif2a		COG1093	Translation initiation factor 2 subunit alpha
MDEGGMJM_00051	CDS	171			COG2051	30S ribosomal protein S27e
MDEGGMJM_00052	CDS	285			COG1631	50S ribosomal protein L44e
MDEGGMJM_00053	CDS	798				hypothetical protein
MDEGGMJM_00054	CDS	474				hypothetical protein
MDEGGMJM_00055	CDS	201				hypothetical protein
MDEGGMJM_00056	CDS	1539	purF_1	2.4.2.14		Amidophosphoribosyltransferase
MDEGGMJM_00057	CDS	930	thiI_1	2.8.1.4		tRNA sulfurtransferase
MDEGGMJM_00058	CDS	1650				hypothetical protein
MDEGGMJM_00059	CDS	768	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
MDEGGMJM_00060	CDS	252	fixB			Protein FixB
MDEGGMJM_00061	CDS	1077	xerC			Tyrosine recombinase XerC
MDEGGMJM_00062	CDS	2274				hypothetical protein
MDEGGMJM_00063	CDS	1197	gshB	6.3.2.3		Glutathione synthetase
MDEGGMJM_00064	CDS	1125				hypothetical protein
MDEGGMJM_00065	CDS	2232				hypothetical protein
MDEGGMJM_00066	CDS	3384				hypothetical protein
MDEGGMJM_00067	CDS	1881				hypothetical protein
MDEGGMJM_00068	CDS	402				hypothetical protein
MDEGGMJM_00069	CDS	510				hypothetical protein
MDEGGMJM_00070	CDS	609				hypothetical protein
MDEGGMJM_00071	CDS	381	rps8e		COG2007	30S ribosomal protein S8e
MDEGGMJM_00072	CDS	456				hypothetical protein
MDEGGMJM_00073	CDS	1020	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
