target	query	e-value	score	length	start	end
NZ_ATCL01000009.1_197087_198178_+	phrog_5045	2.9e-31	105.0	363	100	340
NZ_ATCL01000009.1_197087_198178_+	phrog_10027	2.5e-08	30.3	363	5	87
NZ_ATCL01000020.1_28716_30020_+	phrog_6700	1.2e-30	102.9	434	305	420
NZ_ATCL01000014.1_34787_35779_+	phrog_6700	1.2e-28	97.5	330	187	303
NZ_ATCL01000009.1_19323_20696_+	phrog_6700	7.8e-26	87.9	457	323	450
NZ_ATCL01000014.1_123981_125516_+	phrog_14988	4.3e-30	102.6	511	382	492
NZ_ATCL01000012.1_93063_94169_+	phrog_9066	2.9e-26	78.8	368	69	188
NZ_ATCL01000012.1_93063_94169_+	phrog_6700	2.9e-28	95.9	368	251	363
NZ_ATCL01000014.1_293838_294554_-	phrog_6700	7.7e-23	78.7	238	112	234
NZ_ATCL01000014.1_293838_294554_-	phrog_14988	4.3e-23	79.7	238	113	228
NZ_ATCL01000014.1_355297_356331_-	phrog_7767	7.1e-14	48.7	344	198	286
NZ_ATCL01000012.1_43781_44821_-	phrog_10226	7.8e-13	44.9	346	9	118
NZ_ATCL01000015.1_42987_43637_+	phrog_10255	1.7e-08	31.3	216	3	39
NZ_ATCL01000012.1_18840_19517_-	phrog_10276	9.5e-41	136.7	225	96	224
NZ_ATCL01000020.1_129473_130102_+	phrog_10276	6.3e-40	134.2	209	50	207
NZ_ATCL01000009.1_241608_244205_+	phrog_17	2.6e-110	367.0	865	450	864
NZ_ATCL01000009.1_241608_244205_+	phrog_107	2.3e-40	135.2	865	3	282
NZ_ATCL01000008.1_62499_62912_+	phrog_8793	3.9e-18	63.0	137	51	123
NZ_ATCL01000021.1_65898_66533_-	phrog_731	6.5e-32	107.6	206	1	198
NZ_ATCL01000014.1_676094_676786_+	phrog_731	1.3e-37	126.4	230	6	226
NZ_ATCL01000020.1_694893_695504_-	phrog_25541	8.8e-51	169.7	203	8	190
NZ_ATCL01000020.1_144041_144817_-	phrog_1198	2.2e-20	70.3	258	109	211
NZ_ATCL01000020.1_742066_742563_-	phrog_1198	1.6e-15	54.9	165	5	131
NZ_ATCL01000021.1_46309_46788_+	phrog_1198	1.8e-09	35.4	159	20	87
NZ_ATCL01000022.1_262870_263373_-	phrog_1198	1.6e-21	74.4	167	31	154
NZ_ATCL01000022.1_144645_145127_-	phrog_1198	1.6e-27	93.8	160	24	141
NZ_ATCL01000020.1_869968_870498_-	phrog_1185	1e-15	55.5	176	33	125
NZ_ATCL01000021.1_106076_109051_+	phrog_1794	1.4e-13	40.0	991	35	169
NZ_ATCL01000021.1_106076_109051_+	phrog_759	9.4e-55	182.4	991	777	989
