	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_028881_1	NC_028881	NC_028881	1	2	2212	-1	D			YP_009205695.1	YP_009205695.1 RIIA lysis inhibitor [Escherichia phage vb_EcoM-VR5]	True	0.972	1508.0	0.0								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]					VOG00493	sp|P03690|VR2A_BPT4 Protein rIIA; XhXr	Xr;Xh	0	False	VF
NC_028881_2	NC_028881	NC_028881	2	2220	2423	-1	E			YP_009323201.1	YP_009323201.1 hypothetical protein BOW89_gp002 [Escherichia phage WG01]	False	0.959	138.0	2.964e-38													VOG07246	sp|P25186|Y00A_BPT4 Uncharacterized 8.1 kDa protein in rIIA-Gp60 intergenic region; Xu	Xu	0	False	F
NC_028881_3	NC_028881	NC_028881	3	2410	2733	-1	E			YP_009205697.1	YP_009205697.1 hypothetical protein AVV69_gp003 [Escherichia phage vb_EcoM-VR5]	False	0.931	211.0	5.991e-63													VOG09217	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_028881_4	NC_028881	NC_028881	4	2808	2969	-1	E			YP_009205698.1	YP_009205698.1 hypothetical protein AVV69_gp004 [Escherichia phage vb_EcoM-VR5]	False	1.0	119.0	5.84e-32													VOG09214	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_028881_5	NC_028881	NC_028881	5	3012	4829	-1	C	K26040	Escherichia phage DNA topoisomerase large subunit [EC:5.6.2.2]	YP_009205699.1	YP_009205699.1 DNA topoisomerase II large subunit [Escherichia phage vb_EcoM-VR5]	True	0.97	1237.0	0.0								DNA gyrase B [PF00204.28]; C-terminal associated domain of TOPRIM [PF16898.8]					VOG01293	sp|P07065|TOP5_BPT4 DNA topoisomerase medium subunit; Xh	Xh	0	False	F
NC_028881_6	NC_028881	NC_028881	6	4895	5155	-1	E			YP_009205700.1	YP_009205700.1 hypothetical protein AVV69_gp006 [Escherichia phage vb_EcoM-VR5]	False	0.977	179.0	2.063e-52													VOG01627	sp|Q01435|Y00C_BPT4 Uncharacterized 7.2 kDa protein in Gp39-comCA intergenic region; Xu	Xu	0	False	F
NC_028881_7	NC_028881	NC_028881	7	5161	5334	-1	D			YP_009209749.1	YP_009209749.1 FmdB-like transcriptional regulator [Escherichia phage vB_EcoM_VR25]	False	1.0	126.0	1.268e-34								Zinc ribbon domain [PF09723.13]					VOG00919	sp|Q01434|Y00D_BPT4 Uncharacterized 5.1 kDa protein in Gp39-comCA intergenic region; Xu	Xu	1	False	
NC_028881_8	NC_028881	NC_028881	8	5336	5731	-1	E			YP_009205702.1	YP_009205702.1 putative mRNA metabolism modulator [Escherichia phage vb_EcoM-VR5]	False	0.985	274.0	1.5650000000000002e-84													VOG00928	sp|P39507|Y14D_BPT4 Uncharacterized 14.7 kDa protein in frd-Gp32 intergenic region; Xu	Xu	0	False	
NC_028881_9	NC_028881	NC_028881	9	5724	5942	-1	E			YP_009205703.1	YP_009205703.1 cef modifier of supressor tRNAs [Escherichia phage vb_EcoM-VR5]	False	0.977	151.0	1.104e-42													VOG07239	sp|Q01436|CEF_BPT4 Protein cef; Xu	Xu	0	False	
NC_028881_10	NC_028881	NC_028881	10	6023	6589	-1	D			YP_009205704.1	YP_009205704.1 MotB-like transcriptional regulator [Escherichia phage vb_EcoM-VR5]	True	0.959	381.0	1.717e-120								Modifier of transcription [PF17613.5]					VOG02032	sp|Q01437|MOTB_BPT4 Transcription regulatory protein motB; Xu	Xu	0	False	
NC_028881_11	NC_028881	NC_028881	11	6663	7412	-1	D			YP_009205705.1	YP_009205705.1 hypothetical protein AVV69_gp011 [Escherichia phage vb_EcoM-VR5]	True	0.976	514.0	2.9470000000000004e-165								Modifier of transcription [PF17613.5]					VOG02032	sp|Q01437|MOTB_BPT4 Transcription regulatory protein motB; Xu	Xu	0	False	
NC_028881_12	NC_028881	NC_028881	12	7409	7918	-1	E			YP_009205706.1	YP_009205706.1 hypothetical protein AVV69_gp012 [Escherichia phage vb_EcoM-VR5]	True	1.0	360.0	2.383e-113													VOG00404	sp|P39416|Y00F_BPT4 Uncharacterized 19.7 kDa protein in motB-dexA intergenic region; Xu	Xu	0	False	
NC_028881_13	NC_028881	NC_028881	13	7978	8652	-1	C	K26049	Escherichia phage exodeoxyribonuclease [EC:3.1.11.1]	YP_009205707.1	YP_009205707.1 exonuclease [Escherichia phage vb_EcoM-VR5]	True	0.982	466.0	4.6e-149								3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]					VOG00088	sp|P04536|EXOD_BPT4 Exodeoxyribonuclease; Xu	Xu	0	False	
NC_028881_14	NC_028881	NC_028881	14	8649	8888	-1	E			YP_009205708.1	YP_009205708.1 hypothetical protein AVV69_gp014 [Escherichia phage vb_EcoM-VR5]	False	0.971	164.0	3.3249999999999997e-47																0	False	
NC_028881_15	NC_028881	NC_028881	15	8896	10227	-1	C	K21499	Escherichia phage ATP-dependent DNA helicase [EC:5.6.2.3]	YP_009205709.1	YP_009205709.1 Dda-like helicase [Escherichia phage vb_EcoM-VR5]	True	0.967	903.0	2.971e-296								Dda helicase SH3 domain [PF18343.4]; AAA domain [PF13604.9]; PIF1-like helicase [PF05970.17]; AAA domain [PF13245.9]					VOG00111	sp|P32270|DDA_BPT4 ATP-dependent DNA helicase dda; XhXr	Xr;Xh	0	False	V
NC_028881_16	NC_028881	NC_028881	16	10224	10520	-1	E			YP_009205710.1	YP_009205710.1 hypothetical protein AVV69_gp016 [Escherichia phage vb_EcoM-VR5]	False	0.979	205.0	6.062e-61													VOG01090	sp|P39419|Y01A_BPT4 Uncharacterized 12.1 kDa protein in dda-modA intergenic region; Xu	Xu	0	False	
NC_028881_17	NC_028881	NC_028881	17	10525	11268	-1	E			YP_009205711.1	YP_009205711.1 Srd anti-sigma factor [Escherichia phage vb_EcoM-VR5]	True	0.941	490.0	8.281e-157																0	False	
NC_028881_18	NC_028881	NC_028881	18	11407	12021	-1	E			YP_009205712.1	YP_009205712.1 RNA polymerase ADP-ribosylase [Escherichia phage vb_EcoM-VR5]	True	0.982	425.0	3.129e-135													VOG02098	sp|P39423|MODB_BPT4 NAD--protein ADP-ribosyltransferase modB; XhXs	Xs;Xh	0	False	V
NC_028881_19	NC_028881	NC_028881	19	12076	12645	-1	E			YP_009205713.1	YP_009205713.1 RNA polymerase ADP-ribosylase [Escherichia phage vb_EcoM-VR5]	True	0.97	388.0	8.438e-123													VOG02098	sp|P39423|MODB_BPT4 NAD--protein ADP-ribosyltransferase modB; XhXs	Xs;Xh	0	False	V
NC_028881_20	NC_028881	NC_028881	20	12700	12873	-1	E			YP_009205714.1	YP_009205714.1 hypothetical protein AVV69_gp020 [Escherichia phage vb_EcoM-VR5]	False	1.0	125.0	4.503e-34													VOG07242	sp|P39424|Y01E_BPT4 Uncharacterized 7.0 kDa protein in modB-mrh intergenic region; Xu	Xu	0	False	
NC_028881_21	NC_028881	NC_028881	21	12888	13379	-1	E			YP_009205715.1	YP_009205715.1 Mrh transcription modulator under heat shock [Escherichia phage vb_EcoM-VR5]	False	0.999	346.0	8.165e-109													VOG02379	sp|P39425|Y01F_BPT4 Uncharacterized 18.3 kDa protein in modB-mrh intergenic region; Xu	Xu	0	False	
