locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334512.1_1_300_+												Hypothetical
MZ334512.1_375_914_-					phrog_19274	VOG23910	VOG:VOG23910	179	1.9e-113	369.2		REFSEQ HalOD1 domain-containing protein
MZ334512.1_1272_2039_+					phrog_9231	VOG05559	PHROG:phrog_9231	255	1.3e-108	354.9		terminase small subunit
MZ334512.1_2032_2295_+												Hypothetical
MZ334512.1_2516_2710_+					phrog_19453	VOG23913	VOG:VOG23913	64	2.6e-49	157.8		REFSEQ hypothetical protein
MZ334512.1_2747_2953_+					phrog_19186	VOG23914	VOG:VOG23914	68	5.8e-50	159.9		REFSEQ hypothetical protein
MZ334512.1_3046_4737_+		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	563	2.4e-44	143.4		; 
MZ334512.1_4752_6191_+					phrog_9232	VOG00562	PHROG:phrog_9232	479	2.1e-215	708.7		portal protein
MZ334512.1_6484_7245_+					phrog_15680	VOG14382	PHROG:phrog_15680	253	2.2e-150	491.8		head maturation protease
MZ334512.1_7252_7680_+												Hypothetical
MZ334512.1_7703_8218_+												Hypothetical
MZ334512.1_8260_9216_+					phrog_3990	VOG01973	PHROG:phrog_3990	318	3.1e-92	301.7		major head protein
MZ334512.1_9262_9702_+					phrog_12779	VOG14383	VOG:VOG14383	146	4.9e-74	239.7		REFSEQ hypothetical protein
MZ334512.1_9867_10046_+												Hypothetical
MZ334512.1_10049_12517_+					phrog_20771	VOG23916	VOG:VOG23916	822	1.6e-69	227.5		REFSEQ hypothetical protein
MZ334512.1_12514_12813_+												Hypothetical
MZ334512.1_12819_13040_+												Hypothetical
MZ334512.1_13077_13583_+					phrog_12281	VOG04913	VOG:VOG04913	168	1.1e-85	278.2		REFSEQ tail tube protein
MZ334512.1_13593_14885_+			COG4386		phrog_10244	VOG01001	PHROG:phrog_10244	430	7.2e-204	670.3		tail sheath
MZ334512.1_14914_15459_+					phrog_12452	VOG14384	PHROG:phrog_12452	181	5.4e-93	301.9		tail tube protein
MZ334512.1_15514_15984_+					phrog_14268	VOG04953	VOG:VOG04953	156	9.3e-85	276.6		REFSEQ tail assembly chaperone
