	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001139.1_1	QGNH01001139.1	QGNH01001139.1	1	23	829	1	D			YP_009325579.1	YP_009325579.1 GIY-YIG catalytic domain-containing endonuclease [Only Syngen Nebraska virus 5]	False	0.311	97.0	6.749e-21								Putative endonuclease segE, GIY-YIG domain [PF19835.2]; GIY-YIG catalytic domain [PF01541.27]; NUMOD3 motif [PF07460.14]	VOG00100	REFSEQ homing endonuclease; Xu	Xu	0	False	F
QGNH01001139.1_2	QGNH01001139.1	QGNH01001139.1	2	819	1241	1	E																				0	False	F
QGNH01001139.1_3	QGNH01001139.1	QGNH01001139.1	3	1252	2478	1	E			YP_007517928.1	YP_007517928.1 baseplate wedge initiator [Pelagibacter phage HTVC008M]	False	0.617	64.0	1.125e-09												0	False	F
QGNH01001139.1_4	QGNH01001139.1	QGNH01001139.1	4	2604	4568	1	E			YP_003084218.1	YP_003084218.1 virion structural protein [Cyanophage PSS2]	False	0.27	66.0	6.517e-10												0	False	F
QGNH01001139.1_5	QGNH01001139.1	QGNH01001139.1	5	4598	4786	1	E																				0	False	F
QGNH01001139.1_6	QGNH01001139.1	QGNH01001139.1	6	4790	6130	1	E																				0	False	F
QGNH01001139.1_7	QGNH01001139.1	QGNH01001139.1	7	6212	7189	-1	D																Aminotransferase class I and II [PF00155.24]				0	False	MK
QGNH01001139.1_8	QGNH01001139.1	QGNH01001139.1	8	7186	7497	-1	E																				0	False	
QGNH01001139.1_9	QGNH01001139.1	QGNH01001139.1	9	7448	7963	-1	D			YP_009223806.1	YP_009223806.1 HNH endonuclease [Geobacillus virus E3]	False	0.378	103.0	3.438e-24								AP2 domain [PF00847.23]				0	False	
QGNH01001139.1_10	QGNH01001139.1	QGNH01001139.1	10	7960	8559	-1	E																				0	False	
QGNH01001139.1_11	QGNH01001139.1	QGNH01001139.1	11	8547	8951	-1	E																				0	False	
