	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000235.1_1	QGNH01000235.1	QGNH01000235.1	1	423	2516	1	D			YP_238589.1	YP_238589.1 exonuclease [Staphylococcus phage Twort]	False	0.157	76.0	7.026e-13								AAA domain [PF13514.9]	VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xh;Xp	0	False	TF
QGNH01000235.1_2	QGNH01000235.1	QGNH01000235.1	2	2557	3633	1	C	K07496	putative transposase	YP_010078185.1	YP_010078185.1 transposase [Ralstonia phage Raharianne]	False	0.386	211.0	2.4180000000000002e-58								Probable transposase [PF01385.22]; Putative transposase DNA-binding domain [PF07282.14]	VOG00072	sp|P54992|YSNA_STRPR Putative RNA-guided DNA endonuclease; Xr	Xr	0	True	VTF
QGNH01000235.1_3	QGNH01000235.1	QGNH01000235.1	3	3815	4114	1	E																				0	False	TF
QGNH01000235.1_4	QGNH01000235.1	QGNH01000235.1	4	4176	4556	1	E																				0	False	TF
QGNH01000235.1_5	QGNH01000235.1	QGNH01000235.1	5	4833	5807	1	D			YP_009288729.1	YP_009288729.1 SbcD-like subunit of palindrome specific endonuclease [Klebsiella phage vB_KpnM_KpV477]	False	0.257	68.0	6.242e-11								Calcineurin-like phosphoesterase [PF00149.31]	VOG00413	sp|P04521|EXO1_BPT4 Exonuclease subunit 1; Xp	Xp	0	False	TF
QGNH01000235.1_6	QGNH01000235.1	QGNH01000235.1	6	5810	6010	1	E																				0	False	T
QGNH01000235.1_7	QGNH01000235.1	QGNH01000235.1	7	6011	6448	1	E																				0	False	T
QGNH01000235.1_8	QGNH01000235.1	QGNH01000235.1	8	6715	7071	1	E																				0	False	T
QGNH01000235.1_9	QGNH01000235.1	QGNH01000235.1	9	7071	7283	1	D			NP_072072.1	NP_072072.1 endonuclease VII [Yersinia phage phiYeO3-12]	False	0.574	75.0	2.743e-16								Recombination endonuclease VII [PF02945.18]				0	False	T
QGNH01000235.1_10	QGNH01000235.1	QGNH01000235.1	10	7273	9285	1	E			YP_010682681.1	YP_010682681.1 terminase large subunit [Streptococcus phage CHPC640]	False	0.233	60.0	7.516e-08												0	False	T
QGNH01000235.1_11	QGNH01000235.1	QGNH01000235.1	11	9306	9980	1	D			YP_010678535.1	YP_010678535.1 endonuclease VII [Salmonella phage vB_STy-RN5i1]	False	0.387	87.0	3.425e-18								Recombination endonuclease VII [PF02945.18]				0	False	T
QGNH01000235.1_12	QGNH01000235.1	QGNH01000235.1	12	10137	10622	-1	D																Protein of unknown function (DUF3307) [PF11750.11]	VOG08049	REFSEQ membrane protein; Xu	Xu	0	False	T
QGNH01000235.1_13	QGNH01000235.1	QGNH01000235.1	13	10568	10741	-1	E																				0	False	T
QGNH01000235.1_14	QGNH01000235.1	QGNH01000235.1	14	10749	10928	-1	E																				0	False	T
QGNH01000235.1_15	QGNH01000235.1	QGNH01000235.1	15	10981	11418	1	E																				0	False	T
QGNH01000235.1_16	QGNH01000235.1	QGNH01000235.1	16	11950	15372	1	D			YP_009195911.1	YP_009195911.1 portal protein [Staphylococcus phage phiIPLA-RODI]	False	0.205	74.0	5.668e-12	MER0195420	N10	MER0195420 - family N10 unassigned peptide lyases (Chloroherpeton thalassium) [N10.UPW]#N10#{peptidase unit: 1026-1456}~source ACF13528~	False	73.0	3.152e-11	0.201	Intein splicing domain [PF14890.9]				0	False	TF
QGNH01000235.1_17	QGNH01000235.1	QGNH01000235.1	17	15372	16157	1	E																				0	False	TF
QGNH01000235.1_18	QGNH01000235.1	QGNH01000235.1	18	16784	17278	-1	E			YP_009222339.1	YP_009222339.1 hypothetical protein AXJ15_gp061 [Lactobacillus phage LfeInf]	False	0.687	81.0	8.012e-17												0	False	TF
QGNH01000235.1_19	QGNH01000235.1	QGNH01000235.1	19	17347	17718	-1	E																				0	False	TF
QGNH01000235.1_20	QGNH01000235.1	QGNH01000235.1	20	17750	18004	-1	E																				0	False	TF
QGNH01000235.1_21	QGNH01000235.1	QGNH01000235.1	21	18004	18213	-1	E																				0	False	TF
QGNH01000235.1_22	QGNH01000235.1	QGNH01000235.1	22	18419	18850	-1	E			YP_009222336.1	YP_009222336.1 hypothetical protein AXJ15_gp064 [Lactobacillus phage LfeInf]	False	0.504	88.0	1.337e-19									VOG04431	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
