	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_020840_1	NC_020840	NC_020840	1	3	191	-1	E																								0	False	F
NC_020840_2	NC_020840	NC_020840	2	188	559	-1	E			YP_007673257.1	YP_007673257.1 HNH endonuclease [Tetraselmis viridis virus S20]	False	1.0	265.0	2.8499999999999997e-81																0	False	F
NC_020840_3	NC_020840	NC_020840	3	525	743	-1	E			YP_007673258.1	YP_007673258.1 hypothetical protein TVGG_00002 [Tetraselmis viridis virus S20]	False	0.939	144.0	1.751e-40																0	False	F
NC_020840_4	NC_020840	NC_020840	4	733	1080	-1	E			YP_007673259.1	YP_007673259.1 hypothetical protein TVGG_00003 [Tetraselmis viridis virus S20]	False	1.0	248.0	1.529e-75													VOG04788	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_020840_5	NC_020840	NC_020840	5	1049	2194	-1	D			YP_007673260.1	YP_007673260.1 hypothetical protein TVGG_00004 [Tetraselmis viridis virus S20]	True	0.972	782.0	2.281e-255								Helix-turn-helix domain [PF13730.9]								0	False	F
NC_020840_6	NC_020840	NC_020840	6	2204	3694	-1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_007673261.1	YP_007673261.1 DnaB-like replicative helicase [Tetraselmis viridis virus S20]	True	0.96	1003.0	0.0								DnaB-like helicase C terminal domain [PF03796.18]; KaiC [PF06745.16]; DnaB-like helicase N terminal domain [PF00772.24]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	VF
NC_020840_7	NC_020840	NC_020840	7	3858	4151	1	E			YP_007673262.1	YP_007673262.1 hypothetical protein TVGG_00006 [Tetraselmis viridis virus S20]	False	0.949	196.0	8.303e-58																0	False	F
NC_020840_8	NC_020840	NC_020840	8	4148	4339	1	E			YP_007673263.1	YP_007673263.1 hypothetical protein TVGG_00007 [Tetraselmis viridis virus S20]	False	0.928	125.0	6.119e-34																0	False	F
NC_020840_9	NC_020840	NC_020840	9	4468	4683	1	E			YP_007673264.1	YP_007673264.1 hypothetical protein TVGG_00008 [Tetraselmis viridis virus S20]	False	0.932	141.0	2.097e-39																0	False	F
NC_020840_10	NC_020840	NC_020840	10	4680	4943	1	E			YP_007673265.1	YP_007673265.1 hypothetical protein TVGG_00009 [Tetraselmis viridis virus S20]	False	0.982	183.0	1.7259999999999996e-53																0	False	F
NC_020840_11	NC_020840	NC_020840	11	4936	5550	-1	D			YP_007673266.1	YP_007673266.1 DNA methyltransferase [Tetraselmis viridis virus S20]	True	1.0	452.0	1.513e-144								MT-A70 [PF05063.17]					VOG03909	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI; XhXp	Xp;Xh	0	False	F
NC_020840_12	NC_020840	NC_020840	12	5550	6113	-1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	YP_007673267.1	YP_007673267.1 hypothetical protein TVGG_00011 [Tetraselmis viridis virus S20]	True	1.0	402.0	1.6839999999999999e-127								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	False	
NC_020840_13	NC_020840	NC_020840	13	6113	6832	-1	E			YP_007673268.1	YP_007673268.1 hypothetical protein TVGG_00012 [Tetraselmis viridis virus S20]	True	0.907	454.0	8.739999999999999e-145													VOG29037	REFSEQ hypothetical protein; Xu	Xu	0	False	
