Name	Count
10_TCA cycle	134
17_Gluconeogenesis	30
12_Transporters	624
19_Saccharide and derivated synthesis	687
20_Hydrolysis of polymers	598
21_Cellular response to stress	4227
06_Amino acid utilization biosynthesis metabolism	1166
05_Fatty acid oxidation	81
11_Nitrogen cycle	14
09_Carbohydrate Active enzyme - CAZy	55
01_Fermentation	632
08_Hydrocarbon degradation	62
07_Nucleic acid metabolism	149
02_Homoacetogenesis	34
16_Embden Meyerhof-Parnos (EMP)	14
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	11
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	8
14_Methanogenesis	53
18_Sulfur compounds metabolism	51
15_Methylotrophy	12
