Name	Count
Carbohydrate metabolism	821
Energy metabolism	250
Cellular community - prokaryotes	260
Protein families: signaling and cellular processes	2047
Membrane transport	456
Protein families: metabolism	1542
Amino acid metabolism	847
Lipid metabolism	104
Transport and catabolism	22
Cell growth and death	33
Endocrine system	36
Environmental adaptation	20
Unclassified: metabolism	69
Glycan biosynthesis and metabolism	98
Metabolism of other amino acids	89
Xenobiotics biodegradation and metabolism	181
Metabolism of cofactors and vitamins	73
Metabolism of terpenoids and polyketides	37
Protein families: genetic information processing	102
Signal transduction	1089
Cell motility	11
Nucleotide metabolism	121
Biosynthesis of other secondary metabolites	112
Aging	8
Cancer: specific types	2
Endocrine and metabolic disease	18
Cancer: overview	11
Infectious disease: viral	4
Immune system	4
Transcription	6
Drug resistance: antimicrobial	25
Replication and repair	40
Neurodegenerative disease	96
Cardiovascular disease	29
Infectious disease: parasitic	6
Infectious disease: bacterial	22
Folding, sorting and degradation	8
Sensory system	1
Poorly characterized	2
Nervous system	6
Digestive system	10
Development and regeneration	1
Substance dependence	6
Translation	2
Immune disease	1
Unclassified: genetic information processing	1
Circulatory system	8
Excretory system	3
