	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001200.1_1	QGNH01001200.1	QGNH01001200.1	1	50	301	-1	E																	0	False	F
QGNH01001200.1_2	QGNH01001200.1	QGNH01001200.1	2	298	555	-1	E																	0	False	F
QGNH01001200.1_3	QGNH01001200.1	QGNH01001200.1	3	1182	1523	-1	E			YP_010056789.1	YP_010056789.1 peptidyl tRNA hydrolase [Mycobacterium phage Phabba]	False	0.452	79.0	7.859e-17									0	False	F
QGNH01001200.1_4	QGNH01001200.1	QGNH01001200.1	4	2079	2432	-1	D									Peptidase S24-like [PF00717.26]								0	False	F
QGNH01001200.1_5	QGNH01001200.1	QGNH01001200.1	5	2433	2948	-1	D			NP_899319.1	NP_899319.1 hypothetical protein KVP40.0071 [Vibrio phage KVP40]	False	0.455	136.0	1.635e-35	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]					VOG00418	sp|P59935|53DR_BPKV4 Putative 5'(3')-deoxyribonucleotidase; Xu	Xu	0	False	F
QGNH01001200.1_6	QGNH01001200.1	QGNH01001200.1	6	2945	3922	-1	D			YP_009006365.1	YP_009006365.1 putative 5'(3')-deoxyribonucleotidase [Vibrio phage VH7D]	False	0.397	100.0	1.505e-21	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]; Circularly permutated YpsA SLOG family [PF12694.10]					VOG29870	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001200.1_7	QGNH01001200.1	QGNH01001200.1	7	3922	4239	-1	E																	0	False	F
QGNH01001200.1_8	QGNH01001200.1	QGNH01001200.1	8	4245	5147	-1	E			YP_010110216.1	YP_010110216.1 DNA helicase [uncultured phage cr50_1]	False	0.544	132.0	3.044e-32						VOG09320	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001200.1_9	QGNH01001200.1	QGNH01001200.1	9	5125	5661	-1	D			YP_010113505.1	YP_010113505.1 endolysin [uncultured phage cr273_1]	False	0.337	89.0	3.404e-19	Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01001200.1_10	QGNH01001200.1	QGNH01001200.1	10	5721	6230	-1	E																	0	False	F
QGNH01001200.1_11	QGNH01001200.1	QGNH01001200.1	11	6230	6580	-1	E			YP_009809455.1	YP_009809455.1 hypothetical protein HOU00_gp300 [Caulobacter phage CcrPW]	False	0.509	87.0	8.53e-20						VOG13523	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001200.1_12	QGNH01001200.1	QGNH01001200.1	12	6580	7359	-1	E																	0	False	F
QGNH01001200.1_13	QGNH01001200.1	QGNH01001200.1	13	7400	7771	1	E																	0	False	F
QGNH01001200.1_14	QGNH01001200.1	QGNH01001200.1	14	7803	8570	-1	E			YP_009124885.1	YP_009124885.1 metallo-phosphoesterase [Mycobacterium phage Gaia]	False	0.242	71.0	1.742e-12						VOG00211	sp|Q5UQ73|YL509_MIMIV Uncharacterized protein L509; Xu	Xu	0	False	F
QGNH01001200.1_15	QGNH01001200.1	QGNH01001200.1	15	8583	8912	-1	E																	0	False	F
QGNH01001200.1_16	QGNH01001200.1	QGNH01001200.1	16	8998	10671	-1	C	K11089	60 kDa SS-A/Ro ribonucleoprotein	YP_010111357.1	YP_010111357.1 hypothetical protein KNV38_gp079 [uncultured phage cr111_1]	False	0.281	218.0	1.3910000000000001e-58	TROVE domain [PF05731.14]					VOG01467	sp|O08848|RO60_MOUSE RNA-binding protein Ro60; Xr	Xr	0	False	VF
