	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000005.1_1	QGNH01000005.1	QGNH01000005.1	1	189	839	1	E											0	False	F
QGNH01000005.1_2	QGNH01000005.1	QGNH01000005.1	2	866	1456	1	E											0	False	F
QGNH01000005.1_3	QGNH01000005.1	QGNH01000005.1	3	1469	2818	1	E											0	False	F
QGNH01000005.1_4	QGNH01000005.1	QGNH01000005.1	4	2899	3825	1	E											0	False	F
QGNH01000005.1_5	QGNH01000005.1	QGNH01000005.1	5	3825	4106	1	E											0	False	F
QGNH01000005.1_6	QGNH01000005.1	QGNH01000005.1	6	4075	4470	1	E											0	False	F
QGNH01000005.1_7	QGNH01000005.1	QGNH01000005.1	7	4487	5992	1	D							SMP-30/Gluconolactonase/LRE-like region [PF08450.15]				0	False	F
QGNH01000005.1_8	QGNH01000005.1	QGNH01000005.1	8	6003	10067	1	E											0	False	
QGNH01000005.1_9	QGNH01000005.1	QGNH01000005.1	9	10081	10818	1	E											0	False	
QGNH01000005.1_10	QGNH01000005.1	QGNH01000005.1	10	10828	11106	1	E											0	False	
QGNH01000005.1_11	QGNH01000005.1	QGNH01000005.1	11	11109	11750	1	E											0	False	
QGNH01000005.1_12	QGNH01000005.1	QGNH01000005.1	12	11762	12511	1	E											0	False	F
QGNH01000005.1_13	QGNH01000005.1	QGNH01000005.1	13	12552	13115	1	E								VOG00907	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000005.1_14	QGNH01000005.1	QGNH01000005.1	14	13130	15496	1	E	YP_214529.1	YP_214529.1 tail spike protein [Prochlorococcus phage P-SSM2]	False	66.0	8.573e-10	0.209					0	False	F
QGNH01000005.1_15	QGNH01000005.1	QGNH01000005.1	15	15522	15986	1	E											0	False	F
QGNH01000005.1_16	QGNH01000005.1	QGNH01000005.1	16	15986	16684	1	E											0	False	F
QGNH01000005.1_17	QGNH01000005.1	QGNH01000005.1	17	16734	17045	1	E											0	False	F
