	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001555.1_1	QGNH01001555.1	QGNH01001555.1	1	139	1065	1	D	YP_009202268.1	YP_009202268.1 DNA methyltransferase [Bacteriophage Lily]	False	0.381	188.0	3.042e-51	C-5 cytosine-specific DNA methylase [PF00145.20]					VOG00281	sp|P34877|MTSA_LACLC Type II methyltransferase M1.ScrFI; XhXp	Xh;Xp	0	False	F
QGNH01001555.1_2	QGNH01001555.1	QGNH01001555.1	2	1052	1387	1	E															0	False	F
QGNH01001555.1_3	QGNH01001555.1	QGNH01001555.1	3	1380	1589	1	E															0	False	F
QGNH01001555.1_4	QGNH01001555.1	QGNH01001555.1	4	1579	1743	1	E															0	False	F
QGNH01001555.1_5	QGNH01001555.1	QGNH01001555.1	5	1730	1939	1	E															0	False	F
QGNH01001555.1_6	QGNH01001555.1	QGNH01001555.1	6	2252	2713	-1	D	YP_009832292.1	YP_009832292.1 endolysin [Pectobacterium phage vB_PatP_CB1]	False	0.423	118.0	8.144e-30		GH104	GH104 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	4.2.2.n1	GH104.hmm				0	False	F
QGNH01001555.1_7	QGNH01001555.1	QGNH01001555.1	7	2703	2909	-1	E															0	False	F
QGNH01001555.1_8	QGNH01001555.1	QGNH01001555.1	8	2860	3063	-1	E															0	False	F
QGNH01001555.1_9	QGNH01001555.1	QGNH01001555.1	9	3060	3443	-1	E															0	False	F
QGNH01001555.1_10	QGNH01001555.1	QGNH01001555.1	10	3452	3742	-1	E															0	False	F
QGNH01001555.1_11	QGNH01001555.1	QGNH01001555.1	11	3739	3975	-1	E															0	False	F
QGNH01001555.1_12	QGNH01001555.1	QGNH01001555.1	12	3977	4312	-1	E															0	False	F
QGNH01001555.1_13	QGNH01001555.1	QGNH01001555.1	13	4309	4512	-1	E															0	False	F
QGNH01001555.1_14	QGNH01001555.1	QGNH01001555.1	14	4509	4661	-1	E															0	False	F
QGNH01001555.1_15	QGNH01001555.1	QGNH01001555.1	15	4756	6120	-1	D								GH79	GH79 beta-glucuronidase (EC 3.2.1.31); hyaluronoglucuronidase (EC 3.2.1.36); heparanase (EC 3.2.1.166); baicalin beta-glucuronidase (EC 3.2.1.167); beta-4-O-methyl-glucuronidase (EC 3.2.1.-); glycyrrhizin beta-glucuronidase (EC 3.2.1.128)	3.2.1.128,3.2.1.166,3.2.1.167,3.2.1.31,3.2.1.-,3.2.1.36	GH79.hmm				0	False	F
QGNH01001555.1_16	QGNH01001555.1	QGNH01001555.1	16	6122	6838	-1	E															0	False	
QGNH01001555.1_17	QGNH01001555.1	QGNH01001555.1	17	6840	8471	-1	E															0	False	
