	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000319.1_1	QGNH01000319.1	QGNH01000319.1	1	1	87	1	E											0	False	F
QGNH01000319.1_2	QGNH01000319.1	QGNH01000319.1	2	110	1066	1	E											0	False	F
QGNH01000319.1_3	QGNH01000319.1	QGNH01000319.1	3	1405	2691	-1	D	NP_777346.2	NP_777346.2 integrase [Thermus virus IN93]	False	0.235	60.0	2.74e-08	Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VF
QGNH01000319.1_4	QGNH01000319.1	QGNH01000319.1	4	2688	2861	-1	E											0	False	F
QGNH01000319.1_5	QGNH01000319.1	QGNH01000319.1	5	2894	3520	-1	E											0	False	F
QGNH01000319.1_6	QGNH01000319.1	QGNH01000319.1	6	3571	4044	-1	E	YP_010358264.1	YP_010358264.1 ERCC4-type nuclease [Halorubrum tailed virus 27]	False	0.315	69.0	7.377e-13		VOG01108	sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R; XhXp	Xp;Xh	0	False	F
QGNH01000319.1_7	QGNH01000319.1	QGNH01000319.1	7	4227	4772	-1	E											0	False	F
QGNH01000319.1_8	QGNH01000319.1	QGNH01000319.1	8	4801	5043	-1	E											0	False	F
QGNH01000319.1_9	QGNH01000319.1	QGNH01000319.1	9	5146	7329	-1	D	YP_010299226.1	YP_010299226.1 hypothetical protein MPI98_gp32 [Pseudomonas phage JBD26]	False	0.224	111.0	1.824e-23	Terminase large subunit gpA, endonuclease domain [PF20454.1]				0	False	
QGNH01000319.1_10	QGNH01000319.1	QGNH01000319.1	10	7323	8033	-1	E											0	False	F
QGNH01000319.1_11	QGNH01000319.1	QGNH01000319.1	11	8252	10126	-1	D	YP_009604094.1	YP_009604094.1 DNA primase/helicase [Arthrobacter phage Tank]	False	0.293	159.0	1.303e-38	AAA domain [PF13481.9]; Toprim-like [PF13155.9]	VOG00236	sp|P03692|HELIC_BPT7 DNA helicase/primase; XhXr	Xr;Xh	0	False	VF
QGNH01000319.1_12	QGNH01000319.1	QGNH01000319.1	12	10119	10379	-1	E											0	False	F
QGNH01000319.1_13	QGNH01000319.1	QGNH01000319.1	13	10376	10579	-1	D							Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]				0	False	F
QGNH01000319.1_14	QGNH01000319.1	QGNH01000319.1	14	10673	11689	-1	E											0	False	F
QGNH01000319.1_15	QGNH01000319.1	QGNH01000319.1	15	12190	12675	-1	D	YP_009882647.1	YP_009882647.1 RNA polymerase sigma factor [Klebsiella phage ST13-OXA48phi12.1]	False	0.553	168.0	6.493e-47	Sigma-70 region 3 [PF04539.19]; Sigma-70, region 4 [PF04545.19]				0	False	F
