	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001511.1_1	QGNH01001511.1	QGNH01001511.1	1	1	444	-1	D	YP_006906759.1	YP_006906759.1 ABC transporter [Salmonella phage SSU5]	False	0.495	139.0	3.524e-37	ABC transporter [PF00005.30]								0	False	F
QGNH01001511.1_2	QGNH01001511.1	QGNH01001511.1	2	398	532	-1	E															0	False	F
QGNH01001511.1_3	QGNH01001511.1	QGNH01001511.1	3	631	876	-1	E															0	False	F
QGNH01001511.1_4	QGNH01001511.1	QGNH01001511.1	4	860	1285	-1	E															0	False	F
QGNH01001511.1_5	QGNH01001511.1	QGNH01001511.1	5	1361	1762	-1	E															0	False	F
QGNH01001511.1_6	QGNH01001511.1	QGNH01001511.1	6	1809	4898	-1	D							Hypothetical glycosyl hydrolase family 15 [PF14885.9]	CBM66	CBM66 The CBM66 module, derived from the Bacillus subtilis exo-acting beta-fructosidase SacC, targets the terminal fructoside residue of fructans.	3.2.1.65,4.2.2.2,3.2.1.7	CBM66.hmm				0	False	F
QGNH01001511.1_7	QGNH01001511.1	QGNH01001511.1	7	4912	5301	-1	E															0	False	F
QGNH01001511.1_8	QGNH01001511.1	QGNH01001511.1	8	5303	6679	-1	E															0	False	
QGNH01001511.1_9	QGNH01001511.1	QGNH01001511.1	9	6792	7217	-1	E															0	False	
QGNH01001511.1_10	QGNH01001511.1	QGNH01001511.1	10	7326	7724	-1	E															0	False	
QGNH01001511.1_11	QGNH01001511.1	QGNH01001511.1	11	7747	8118	-1	D							Bacteriophage HK97-gp10, putative tail-component [PF04883.15]					VOG00130	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
QGNH01001511.1_12	QGNH01001511.1	QGNH01001511.1	12	8115	8585	-1	E															0	False	
QGNH01001511.1_13	QGNH01001511.1	QGNH01001511.1	13	8700	9437	-1	E															0	False	
QGNH01001511.1_14	QGNH01001511.1	QGNH01001511.1	14	9456	11960	-1	E															0	False	
QGNH01001511.1_15	QGNH01001511.1	QGNH01001511.1	15	11957	12142	-1	E															0	False	
QGNH01001511.1_16	QGNH01001511.1	QGNH01001511.1	16	12284	12730	-1	E															0	False	
QGNH01001511.1_17	QGNH01001511.1	QGNH01001511.1	17	12816	13712	-1	E															0	False	
QGNH01001511.1_18	QGNH01001511.1	QGNH01001511.1	18	13766	14245	-1	E															0	False	
QGNH01001511.1_19	QGNH01001511.1	QGNH01001511.1	19	14248	15333	-1	E															0	False	F
QGNH01001511.1_20	QGNH01001511.1	QGNH01001511.1	20	15688	17124	-1	E												VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01001511.1_21	QGNH01001511.1	QGNH01001511.1	21	17133	17330	-1	E															0	False	F
QGNH01001511.1_22	QGNH01001511.1	QGNH01001511.1	22	17332	18663	-1	D	YP_008059213.1	YP_008059213.1 terminase large subunit [Halogranum tailed virus 1]	False	0.267	159.0	5.554e-40	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001511.1_23	QGNH01001511.1	QGNH01001511.1	23	18656	19099	-1	E															0	False	F
QGNH01001511.1_24	QGNH01001511.1	QGNH01001511.1	24	19166	19399	-1	E															0	False	F
QGNH01001511.1_25	QGNH01001511.1	QGNH01001511.1	25	19744	19896	-1	E															0	False	F
