	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001486.1_1	QGNH01001486.1	QGNH01001486.1	1	62	355	1	E											0	False	F
QGNH01001486.1_2	QGNH01001486.1	QGNH01001486.1	2	348	551	1	E											0	False	F
QGNH01001486.1_3	QGNH01001486.1	QGNH01001486.1	3	551	1051	1	E											0	False	F
QGNH01001486.1_4	QGNH01001486.1	QGNH01001486.1	4	1012	1209	1	E											0	False	F
QGNH01001486.1_5	QGNH01001486.1	QGNH01001486.1	5	1209	1304	1	E											0	False	F
QGNH01001486.1_6	QGNH01001486.1	QGNH01001486.1	6	1301	1663	1	E											0	False	F
QGNH01001486.1_7	QGNH01001486.1	QGNH01001486.1	7	1656	3371	1	D	YP_009823358.1	YP_009823358.1 putative terminase large subunit [Escherichia phage PTXU04]	False	0.309	117.0	9.996e-26	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001486.1_8	QGNH01001486.1	QGNH01001486.1	8	3371	3736	1	E											0	False	F
QGNH01001486.1_9	QGNH01001486.1	QGNH01001486.1	9	3733	5580	1	E								VOG06990	REFSEQ portal protein; Xu	Xu	0	False	F
QGNH01001486.1_10	QGNH01001486.1	QGNH01001486.1	10	5624	5779	1	E											0	False	
QGNH01001486.1_11	QGNH01001486.1	QGNH01001486.1	11	6174	6329	1	E											0	False	
QGNH01001486.1_12	QGNH01001486.1	QGNH01001486.1	12	6329	6676	1	E											0	False	
QGNH01001486.1_13	QGNH01001486.1	QGNH01001486.1	13	6676	7659	1	E											0	False	
QGNH01001486.1_14	QGNH01001486.1	QGNH01001486.1	14	7663	8628	1	E	NP_203462.1	NP_203462.1 major head protein [Myxococcus phage Mx8]	False	0.233	83.0	9.152e-16					0	False	
QGNH01001486.1_15	QGNH01001486.1	QGNH01001486.1	15	8648	9271	1	E											0	False	
QGNH01001486.1_16	QGNH01001486.1	QGNH01001486.1	16	9282	10322	1	E	YP_009448332.1	YP_009448332.1 Collagen-like protein [Orpheovirus IHUMI-LCC2]	False	0.228	85.0	2.958e-16					0	False	
QGNH01001486.1_17	QGNH01001486.1	QGNH01001486.1	17	10332	10976	1	E											0	False	
QGNH01001486.1_18	QGNH01001486.1	QGNH01001486.1	18	10980	12842	1	E											0	False	
QGNH01001486.1_19	QGNH01001486.1	QGNH01001486.1	19	12842	13888	1	E											0	False	
QGNH01001486.1_20	QGNH01001486.1	QGNH01001486.1	20	13905	14591	1	E											0	False	
QGNH01001486.1_21	QGNH01001486.1	QGNH01001486.1	21	14585	15421	1	E											0	False	
QGNH01001486.1_22	QGNH01001486.1	QGNH01001486.1	22	15438	16373	1	E											0	False	
QGNH01001486.1_23	QGNH01001486.1	QGNH01001486.1	23	16377	20747	1	E											0	False	F
QGNH01001486.1_24	QGNH01001486.1	QGNH01001486.1	24	20844	21092	1	E											0	False	F
QGNH01001486.1_25	QGNH01001486.1	QGNH01001486.1	25	21079	21564	1	E											0	False	F
QGNH01001486.1_26	QGNH01001486.1	QGNH01001486.1	26	21574	21915	1	E											0	False	F
QGNH01001486.1_27	QGNH01001486.1	QGNH01001486.1	27	21915	22292	1	E											0	False	F
