locus_tag	ftype	length_bp	gene	EC_number	COG	product
OMCACPFN_00001	CDS	471				hypothetical protein
OMCACPFN_00002	CDS	777				hypothetical protein
OMCACPFN_00003	CDS	264				hypothetical protein
OMCACPFN_00004	CDS	108				hypothetical protein
OMCACPFN_00005	CDS	195				hypothetical protein
OMCACPFN_00006	tRNA	72				tRNA-Pro(tgg)
OMCACPFN_00007	CDS	1692				hypothetical protein
OMCACPFN_00008	CDS	1440				hypothetical protein
OMCACPFN_00009	CDS	291				hypothetical protein
OMCACPFN_00010	CDS	765				hypothetical protein
OMCACPFN_00011	CDS	429				hypothetical protein
OMCACPFN_00012	CDS	516				hypothetical protein
OMCACPFN_00013	CDS	957				hypothetical protein
OMCACPFN_00014	CDS	444				hypothetical protein
OMCACPFN_00015	CDS	339				hypothetical protein
OMCACPFN_00016	CDS	3117				hypothetical protein
OMCACPFN_00017	CDS	222				hypothetical protein
OMCACPFN_00018	CDS	510				hypothetical protein
OMCACPFN_00019	CDS	1293				hypothetical protein
OMCACPFN_00020	CDS	543				hypothetical protein
OMCACPFN_00021	CDS	471				hypothetical protein
OMCACPFN_00022	CDS	363				hypothetical protein
OMCACPFN_00023	CDS	1818				hypothetical protein
OMCACPFN_00024	CDS	531				hypothetical protein
OMCACPFN_00025	CDS	1443				hypothetical protein
OMCACPFN_00026	CDS	438				hypothetical protein
OMCACPFN_00027	CDS	372				hypothetical protein
OMCACPFN_00028	CDS	327				hypothetical protein
OMCACPFN_00029	CDS	1236				hypothetical protein
OMCACPFN_00030	CDS	651				hypothetical protein
OMCACPFN_00031	CDS	1692				hypothetical protein
OMCACPFN_00032	CDS	1023				hypothetical protein
OMCACPFN_00033	CDS	396				hypothetical protein
OMCACPFN_00034	CDS	492				hypothetical protein
OMCACPFN_00035	CDS	828				hypothetical protein
OMCACPFN_00036	CDS	126				hypothetical protein
OMCACPFN_00037	CDS	2421				hypothetical protein
OMCACPFN_00038	CDS	1041				hypothetical protein
OMCACPFN_00039	CDS	3867				hypothetical protein
OMCACPFN_00040	CDS	189				hypothetical protein
OMCACPFN_00041	CDS	1194				hypothetical protein
OMCACPFN_00042	CDS	468				hypothetical protein
OMCACPFN_00043	CDS	1362				hypothetical protein
OMCACPFN_00044	CDS	213				hypothetical protein
OMCACPFN_00045	CDS	192				hypothetical protein
OMCACPFN_00046	CDS	429				hypothetical protein
OMCACPFN_00047	CDS	558				hypothetical protein
OMCACPFN_00048	CDS	705				hypothetical protein
OMCACPFN_00049	CDS	168				hypothetical protein
OMCACPFN_00050	CDS	2565				hypothetical protein
OMCACPFN_00051	CDS	474				hypothetical protein
OMCACPFN_00052	CDS	915				hypothetical protein
OMCACPFN_00053	CDS	174				hypothetical protein
OMCACPFN_00054	CDS	120				hypothetical protein
OMCACPFN_00055	CDS	201				hypothetical protein
OMCACPFN_00056	CDS	1017				hypothetical protein
OMCACPFN_00057	CDS	159				hypothetical protein
OMCACPFN_00058	CDS	162				hypothetical protein
OMCACPFN_00059	CDS	282				hypothetical protein
OMCACPFN_00060	CDS	387				hypothetical protein
OMCACPFN_00061	CDS	351				hypothetical protein
OMCACPFN_00062	CDS	426				hypothetical protein
OMCACPFN_00063	CDS	1182				hypothetical protein
OMCACPFN_00064	CDS	1236				hypothetical protein
OMCACPFN_00065	CDS	1482				hypothetical protein
OMCACPFN_00066	CDS	252				hypothetical protein
OMCACPFN_00067	CDS	948				hypothetical protein
OMCACPFN_00068	tRNA	70				tRNA-Tyr(gta)
OMCACPFN_00069	tRNA	75				tRNA-Asn(gtt)
OMCACPFN_00070	CDS	213				hypothetical protein
OMCACPFN_00071	CDS	132				hypothetical protein
OMCACPFN_00072	CDS	411				hypothetical protein
OMCACPFN_00073	CDS	135				hypothetical protein
OMCACPFN_00074	CDS	873				hypothetical protein
OMCACPFN_00075	tRNA	77				tRNA-Arg(tct)
OMCACPFN_00076	CDS	552				hypothetical protein
OMCACPFN_00077	CDS	486				hypothetical protein
OMCACPFN_00078	CDS	480				hypothetical protein
OMCACPFN_00079	CDS	465				hypothetical protein
OMCACPFN_00080	CDS	204				hypothetical protein
OMCACPFN_00081	CDS	177				hypothetical protein
OMCACPFN_00082	CDS	183				hypothetical protein
OMCACPFN_00083	CDS	330				hypothetical protein
OMCACPFN_00084	CDS	297				hypothetical protein
OMCACPFN_00085	CDS	372				hypothetical protein
OMCACPFN_00086	CDS	273				hypothetical protein
OMCACPFN_00087	CDS	432				hypothetical protein
OMCACPFN_00088	CDS	429				hypothetical protein
OMCACPFN_00089	CDS	267				hypothetical protein
OMCACPFN_00090	CDS	399				hypothetical protein
OMCACPFN_00091	CDS	1797				hypothetical protein
OMCACPFN_00092	CDS	153				hypothetical protein
OMCACPFN_00093	CDS	318				hypothetical protein
OMCACPFN_00094	CDS	654				hypothetical protein
