	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334512_MZ334512.1_1	MZ334512	MZ334512.1	1	1	300	1	E											0
MZ334512_MZ334512.1_2	MZ334512	MZ334512.1	2	375	914	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334512_MZ334512.1_3	MZ334512	MZ334512.1	3	1272	2039	1	E											0
MZ334512_MZ334512.1_4	MZ334512	MZ334512.1	4	2032	2295	1	E											0
MZ334512_MZ334512.1_5	MZ334512	MZ334512.1	5	2406	2513	1	E											0
MZ334512_MZ334512.1_6	MZ334512	MZ334512.1	6	2747	2953	1	E											0
MZ334512_MZ334512.1_7	MZ334512	MZ334512.1	7	3046	4737	1	E											0
MZ334512_MZ334512.1_8	MZ334512	MZ334512.1	8	4752	6191	1	E											0
MZ334512_MZ334512.1_9	MZ334512	MZ334512.1	9	6194	6487	1	E											0
MZ334512_MZ334512.1_10	MZ334512	MZ334512.1	10	6484	7245	1	E											0
MZ334512_MZ334512.1_11	MZ334512	MZ334512.1	11	7252	7680	1	E											0
MZ334512_MZ334512.1_12	MZ334512	MZ334512.1	12	7703	8218	1	E											0
MZ334512_MZ334512.1_13	MZ334512	MZ334512.1	13	8260	9216	1	E											0
MZ334512_MZ334512.1_14	MZ334512	MZ334512.1	14	9262	9702	1	E											0
MZ334512_MZ334512.1_15	MZ334512	MZ334512.1	15	9702	10046	1	E											0
MZ334512_MZ334512.1_16	MZ334512	MZ334512.1	16	10049	12517	1	E											0
MZ334512_MZ334512.1_17	MZ334512	MZ334512.1	17	12514	12813	1	E											0
MZ334512_MZ334512.1_18	MZ334512	MZ334512.1	18	12819	13040	1	E											0
MZ334512_MZ334512.1_19	MZ334512	MZ334512.1	19	13077	13583	1	E											0
MZ334512_MZ334512.1_20	MZ334512	MZ334512.1	20	13593	14885	1	E											0
MZ334512_MZ334512.1_21	MZ334512	MZ334512.1	21	14914	15459	1	E											0
MZ334512_MZ334512.1_22	MZ334512	MZ334512.1	22	15514	15984	1	E											0
MZ334512_MZ334512.1_23	MZ334512	MZ334512.1	23	16061	16297	1	E											0
MZ334512_MZ334512.1_24	MZ334512	MZ334512.1	24	16300	18120	1	E											0
