locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPFADCFB_00001	CDS	474				hypothetical protein
HPFADCFB_00002	CDS	1971				hypothetical protein
HPFADCFB_00003	CDS	210				hypothetical protein
HPFADCFB_00004	CDS	1173				hypothetical protein
HPFADCFB_00005	CDS	711				hypothetical protein
HPFADCFB_00006	CDS	1215				hypothetical protein
HPFADCFB_00007	CDS	324				hypothetical protein
HPFADCFB_00008	CDS	354				hypothetical protein
HPFADCFB_00009	CDS	507				hypothetical protein
HPFADCFB_00010	CDS	396				hypothetical protein
HPFADCFB_00011	CDS	594				hypothetical protein
HPFADCFB_00012	CDS	420				hypothetical protein
HPFADCFB_00013	CDS	492				hypothetical protein
HPFADCFB_00014	CDS	5142				hypothetical protein
HPFADCFB_00015	CDS	1647				hypothetical protein
HPFADCFB_00016	CDS	5715				hypothetical protein
HPFADCFB_00017	CDS	237				hypothetical protein
HPFADCFB_00018	CDS	228				hypothetical protein
HPFADCFB_00019	CDS	288				hypothetical protein
HPFADCFB_00020	CDS	780				hypothetical protein
HPFADCFB_00021	CDS	126				hypothetical protein
HPFADCFB_00022	CDS	1611				hypothetical protein
HPFADCFB_00023	CDS	1125				hypothetical protein
HPFADCFB_00024	CDS	777				hypothetical protein
HPFADCFB_00025	CDS	888				hypothetical protein
HPFADCFB_00026	CDS	180				hypothetical protein
HPFADCFB_00027	CDS	240				hypothetical protein
HPFADCFB_00028	CDS	801				hypothetical protein
HPFADCFB_00029	CDS	336				hypothetical protein
HPFADCFB_00030	CDS	219				hypothetical protein
HPFADCFB_00031	CDS	195				hypothetical protein
HPFADCFB_00032	CDS	267				hypothetical protein
HPFADCFB_00033	CDS	243				hypothetical protein
HPFADCFB_00034	CDS	510				hypothetical protein
HPFADCFB_00035	CDS	705				hypothetical protein
HPFADCFB_00036	CDS	522				hypothetical protein
HPFADCFB_00037	CDS	810				hypothetical protein
HPFADCFB_00038	CDS	222				hypothetical protein
HPFADCFB_00039	CDS	402				hypothetical protein
HPFADCFB_00040	CDS	240				hypothetical protein
HPFADCFB_00041	CDS	348				hypothetical protein
HPFADCFB_00042	CDS	297				hypothetical protein
HPFADCFB_00043	CDS	339				hypothetical protein
HPFADCFB_00044	CDS	369				hypothetical protein
HPFADCFB_00045	CDS	231				hypothetical protein
HPFADCFB_00046	CDS	174				hypothetical protein
HPFADCFB_00047	CDS	177				hypothetical protein
HPFADCFB_00048	CDS	144				hypothetical protein
HPFADCFB_00049	CDS	402				hypothetical protein
HPFADCFB_00050	CDS	558				hypothetical protein
