locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_047926_1_840_+												Hypothetical
NC_047926_910_1320_-												Hypothetical
NC_047926_1745_2161_+					phrog_1063	VOG07381	PHROG:phrog_1063	138	6.3e-35	113.5		terminase small subunit
NC_047926_2161_3210_+			COG5525		phrog_675	VOG03409, VOG07294	PHROG:phrog_675	349	8.2e-136	446.7		terminase large subunit
NC_047926_3290_3460_-												Hypothetical
NC_047926_3510_3845_+					phrog_675		PHROG:phrog_675	111	8.7e-31	100.1		terminase large subunit
NC_047926_4080_5012_+					phrog_559	VOG00116	PHROG:phrog_559	310	1.8e-97	320.6		HNH endonuclease
NC_047926_5079_5432_+					phrog_675		PHROG:phrog_675	117	2.3e-33	108.5		terminase large subunit
NC_047926_5820_5951_+						VOG22285	VOG:VOG22285	43	2.7e-37	119.9		REFSEQ hypothetical protein
NC_047926_6059_7690_+			COG4695		phrog_15361	VOG00344	PHROG:phrog_15361	543	1.8e-69	227.2		portal protein
NC_047926_7733_8515_+		K06904	COG3740		phrog_1028	VOG02183	PHROG:phrog_1028	260	4.8e-108	354.8		head maturation protease
NC_047926_8571_9509_+												Hypothetical
NC_047926_9613_11088_+					phrog_752	VOG02591	VOG:VOG02591	491	5.3e-198	652.8		sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein
NC_047926_11231_12154_+					phrog_772	VOG07388	VOG:VOG07388	307	3.5e-116	380.9		REFSEQ tail fiber protein
NC_047926_12207_13124_+					phrog_1004	VOG02665	VOG:VOG02665	305	1.3e-90	296.6		REFSEQ virion structural protein
NC_047926_13117_13791_+												Hypothetical
NC_047926_13807_14691_+					phrog_1000	VOG04925	VOG:VOG04925	294	5e-87	285.0		REFSEQ hypothetical protein
NC_047926_14711_14914_+					phrog_1151	VOG05001	VOG:VOG05001	67	4.9e-20	64.9		REFSEQ hypothetical protein
NC_047926_14937_16775_+					phrog_279	VOG01001	PHROG:phrog_279	612	3.3e-116	381.6		tail sheath
NC_047926_16791_17261_+					phrog_985	VOG07390	VOG:VOG07390	156	3e-69	224.3		sp|P85229|VPN5_BPPHE Virion protein 5
NC_047926_17393_17986_+					phrog_15939	VOG07394	PHROG:phrog_15939	197	1.2e-98	322.2		tail assembly chaperone
NC_047926_18042_18509_+					phrog_1316	VOG07393	PHROG:phrog_1316	155	9.1e-43	139.9		RNA polymerase beta subunit
NC_047926_18541_22626_+				GH73	phrog_1047		PHROG:phrog_1047	1361	9.6e-222	731.2		tail associated lysin
NC_047926_22647_25751_+		K21471	COG0791		phrog_1015	VOG00051	PHROG:phrog_1015	1034	8.1e-225	740.2		tail protein with lysin activity
NC_047926_25846_26778_+			COG2852		phrog_559	VOG00718	PHROG:phrog_559	310	4.3e-93	306.1		HNH endonuclease
