	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001623.1_1	QGNH01001623.1	QGNH01001623.1	1	2	127	1	E											0	False	F
QGNH01001623.1_2	QGNH01001623.1	QGNH01001623.1	2	174	1400	1	D							NUDIX domain [PF00293.31]	VOG00917	sp|Q91FB1|VF414_IIV6 Putative hydrolase 414L; Xu	Xu	0	False	F
QGNH01001623.1_3	QGNH01001623.1	QGNH01001623.1	3	1390	3699	1	D							Eukaryotic DNA topoisomerase I, catalytic core [PF01028.23]	VOG00976	sp|P68697|TOP1_VACCC DNA topoisomerase 1B; XhXs	Xs;Xh	0	False	VF
QGNH01001623.1_4	QGNH01001623.1	QGNH01001623.1	4	3696	3872	1	E											0	False	F
QGNH01001623.1_5	QGNH01001623.1	QGNH01001623.1	5	3856	4881	1	E	YP_009626633.1	YP_009626633.1 head maturation protease [Bacillus phage BM15]	False	0.319	86.0	1.149e-16		VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xs;Xh	0	False	VF
QGNH01001623.1_6	QGNH01001623.1	QGNH01001623.1	6	4995	5882	1	E											0	False	F
QGNH01001623.1_7	QGNH01001623.1	QGNH01001623.1	7	5953	7446	1	E	YP_007003398.1	YP_007003398.1 major head protein [Bacillus phage SP-10]	False	0.329	254.0	3.146e-71		VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	V
QGNH01001623.1_8	QGNH01001623.1	QGNH01001623.1	8	7603	7956	1	E											0	False	
QGNH01001623.1_9	QGNH01001623.1	QGNH01001623.1	9	8078	8860	1	E	YP_007003400.1	YP_007003400.1 tail fiber protein [Bacillus phage SP-10]	False	0.264	92.0	2.159e-19		VOG07388	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01001623.1_10	QGNH01001623.1	QGNH01001623.1	10	8864	9619	1	E								VOG02665	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001623.1_11	QGNH01001623.1	QGNH01001623.1	11	9620	10390	1	E	YP_007003402.1	YP_007003402.1 hypothetical protein F373_gp145 [Bacillus phage SP-10]	False	0.332	83.0	2.13e-16		VOG07389	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001623.1_12	QGNH01001623.1	QGNH01001623.1	12	10391	11101	1	E											0	False	F
QGNH01001623.1_13	QGNH01001623.1	QGNH01001623.1	13	11112	11318	1	E											0	False	F
QGNH01001623.1_14	QGNH01001623.1	QGNH01001623.1	14	11404	13101	1	E											0	False	F
QGNH01001623.1_15	QGNH01001623.1	QGNH01001623.1	15	13130	13615	1	E											0	False	F
QGNH01001623.1_16	QGNH01001623.1	QGNH01001623.1	16	13654	14025	1	E											0	False	F
QGNH01001623.1_17	QGNH01001623.1	QGNH01001623.1	17	14038	14394	1	E											0	False	F
QGNH01001623.1_18	QGNH01001623.1	QGNH01001623.1	18	14394	15047	1	E											0	False	F
