locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKEMDJEJ_00001	CDS	1155				hypothetical protein
JKEMDJEJ_00002	CDS	225				hypothetical protein
JKEMDJEJ_00003	CDS	225				hypothetical protein
JKEMDJEJ_00004	CDS	1281				hypothetical protein
JKEMDJEJ_00005	CDS	2601				hypothetical protein
JKEMDJEJ_00006	CDS	3501				hypothetical protein
JKEMDJEJ_00007	CDS	285				hypothetical protein
JKEMDJEJ_00008	CDS	150				hypothetical protein
JKEMDJEJ_00009	CDS	210				hypothetical protein
JKEMDJEJ_00010	CDS	1422				hypothetical protein
JKEMDJEJ_00011	CDS	462				hypothetical protein
JKEMDJEJ_00012	CDS	594				hypothetical protein
JKEMDJEJ_00013	CDS	228				hypothetical protein
JKEMDJEJ_00014	CDS	426				hypothetical protein
JKEMDJEJ_00015	CDS	213				hypothetical protein
JKEMDJEJ_00016	CDS	207				hypothetical protein
JKEMDJEJ_00017	CDS	423				hypothetical protein
JKEMDJEJ_00018	CDS	171				hypothetical protein
JKEMDJEJ_00019	CDS	429				hypothetical protein
JKEMDJEJ_00020	CDS	180				hypothetical protein
JKEMDJEJ_00021	CDS	543				hypothetical protein
JKEMDJEJ_00022	CDS	174				hypothetical protein
JKEMDJEJ_00023	CDS	171				hypothetical protein
JKEMDJEJ_00024	CDS	396				hypothetical protein
JKEMDJEJ_00025	CDS	300				hypothetical protein
JKEMDJEJ_00026	CDS	240				hypothetical protein
JKEMDJEJ_00027	CDS	198				hypothetical protein
JKEMDJEJ_00028	CDS	420				hypothetical protein
JKEMDJEJ_00029	CDS	534				hypothetical protein
JKEMDJEJ_00030	CDS	663				hypothetical protein
JKEMDJEJ_00031	CDS	369				hypothetical protein
JKEMDJEJ_00032	CDS	192				hypothetical protein
JKEMDJEJ_00033	CDS	396				hypothetical protein
JKEMDJEJ_00034	CDS	243				hypothetical protein
JKEMDJEJ_00035	CDS	198				hypothetical protein
JKEMDJEJ_00036	CDS	375				hypothetical protein
JKEMDJEJ_00037	CDS	672				hypothetical protein
JKEMDJEJ_00038	CDS	540				hypothetical protein
JKEMDJEJ_00039	CDS	390				hypothetical protein
JKEMDJEJ_00040	CDS	162				hypothetical protein
JKEMDJEJ_00041	CDS	180				hypothetical protein
JKEMDJEJ_00042	CDS	348				hypothetical protein
JKEMDJEJ_00043	tRNA	76				tRNA-Met(cat)
JKEMDJEJ_00044	CDS	411				hypothetical protein
JKEMDJEJ_00045	CDS	609				hypothetical protein
JKEMDJEJ_00046	CDS	1320				hypothetical protein
JKEMDJEJ_00047	CDS	687				hypothetical protein
JKEMDJEJ_00048	CDS	894				hypothetical protein
JKEMDJEJ_00049	CDS	456				hypothetical protein
JKEMDJEJ_00050	CDS	822				hypothetical protein
JKEMDJEJ_00051	CDS	105				hypothetical protein
JKEMDJEJ_00052	CDS	378				hypothetical protein
JKEMDJEJ_00053	CDS	162				hypothetical protein
JKEMDJEJ_00054	CDS	93				hypothetical protein
JKEMDJEJ_00055	CDS	582				hypothetical protein
JKEMDJEJ_00056	CDS	228				hypothetical protein
JKEMDJEJ_00057	CDS	327				hypothetical protein
JKEMDJEJ_00058	CDS	1341				hypothetical protein
JKEMDJEJ_00059	CDS	1059				hypothetical protein
JKEMDJEJ_00060	CDS	297				hypothetical protein
JKEMDJEJ_00061	CDS	258				hypothetical protein
JKEMDJEJ_00062	CDS	387				hypothetical protein
JKEMDJEJ_00063	CDS	363				hypothetical protein
JKEMDJEJ_00064	CDS	501				hypothetical protein
