locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
JQ010983.1_1			COG2002				COG:COG2002	89	7.3e-11	28.5		AbrB:
JQ010983.1_2												Hypothetical
JQ010983.1_3		K10726	COG1241		phrog_10371	VOG14467	PHROG:phrog_10371	572	1.1e-214	705.6		DNA helicase
JQ010983.1_4												Hypothetical
JQ010983.1_5												Hypothetical
JQ010983.1_6												Hypothetical
JQ010983.1_7												Hypothetical
JQ010983.1_8					phrog_27407		PHROG:phrog_27407	175	3e-108	350.7		Holliday junction resolvase
JQ010983.1_9												Hypothetical
JQ010983.1_10												Hypothetical
JQ010983.1_11					phrog_32591		PHROG:phrog_32591	118	2.2e-83	267.4		transcriptional regulator
JQ010983.1_12												Hypothetical
JQ010983.1_13												Hypothetical
JQ010983.1_14			COG4342		phrog_5127	VOG36908	PHROG:phrog_5127	319	1.1e-82	255.2		integrase
JQ010983.1_15												Hypothetical
JQ010983.1_16												Hypothetical
JQ010983.1_17												Hypothetical
JQ010983.1_18					phrog_12443		PHROG:phrog_12443	111	2.9e-31	98.1		membrane protein
JQ010983.1_19												Hypothetical
JQ010983.1_20												Hypothetical
JQ010983.1_21					phrog_33799		PHROG:phrog_33799	298	2.8e-203	664.1		membrane protein
JQ010983.1_22												Hypothetical
JQ010983.1_23												Hypothetical
JQ010983.1_24												Hypothetical
JQ010983.1_25												Hypothetical
JQ010983.1_26												Hypothetical
JQ010983.1_27												Hypothetical
JQ010983.1_28												Hypothetical
JQ010983.1_29												Hypothetical
JQ010983.1_30												Hypothetical
JQ010983.1_31												Hypothetical
JQ010983.1_32						VOG02960	VOG:VOG02960	100	3.7e-14	43.7		sp|Q5UR52|YR584_MIMIV Uncharacterized N-acetyltransferase R584
JQ010983.1_33												Hypothetical
JQ010983.1_34												Hypothetical
JQ010983.1_35												Hypothetical
JQ010983.1_36					phrog_28707		PHROG:phrog_28707	120	2.6e-83	270.0		nuclease
JQ010983.1_37												Hypothetical
JQ010983.1_38					phrog_35915		PHROG:phrog_35915	83	3.5e-62	197.8		zinc-finger domain protein
JQ010983.1_39												Hypothetical
