	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_020844_NC_020844_1	NC_020844	NC_020844	1	2	934	-1	C	K19789	DNA repair protein RadD								Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]; Helicase conserved C-terminal domain [PF00271.34]	0
NC_020844_NC_020844_2	NC_020844	NC_020844	2	934	1968	-1	E											0
NC_020844_NC_020844_3	NC_020844	NC_020844	3	1968	2954	-1	C	K00590	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]								DNA methylase [PF01555.21]	0
NC_020844_NC_020844_4	NC_020844	NC_020844	4	2998	3495	-1	D										Protein of unknown function (DUF669) [PF05037.16]	0
NC_020844_NC_020844_5	NC_020844	NC_020844	5	3498	3893	-1	E											0
NC_020844_NC_020844_6	NC_020844	NC_020844	6	3893	4156	-1	E											0
NC_020844_NC_020844_7	NC_020844	NC_020844	7	4153	4827	-1	D										AAA domain [PF13479.9]	0
NC_020844_NC_020844_8	NC_020844	NC_020844	8	4954	5139	1	C	K22302	transcriptional repressor of cell division inhibition gene dicB								DNA-binding transcriptional regulator Cro [PF14549.9]; Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]	0
NC_020844_NC_020844_9	NC_020844	NC_020844	9	5132	7126	1	D										AAA domain [PF13481.9]; Toprim domain [PF13362.9]	0
NC_020844_NC_020844_10	NC_020844	NC_020844	10	7369	7668	1	E											0
NC_020844_NC_020844_11	NC_020844	NC_020844	11	7764	7937	1	D										Protein of unknown function (DUF1391) [PF07151.15]	0
NC_020844_NC_020844_12	NC_020844	NC_020844	12	7937	8239	1	E											0
NC_020844_NC_020844_13	NC_020844	NC_020844	13	9053	9448	1	D										Helix-turn-helix domain of resolvase [PF02796.18]	0
NC_020844_NC_020844_14	NC_020844	NC_020844	14	9423	10772	1	C	K06909	phage terminase large subunit								Phage terminase large subunit [PF04466.16]	0
NC_020844_NC_020844_15	NC_020844	NC_020844	15	10772	12139	1	D										Domain of unknown function (DUF4055) [PF13264.9]	0
NC_020844_NC_020844_16	NC_020844	NC_020844	16	12180	12926	1	D										Family of unknown function (DUF6651) [PF20356.1]	0
NC_020844_NC_020844_17	NC_020844	NC_020844	17	13033	14187	1	D										P22 coat protein - gene protein 5 [PF11651.11]	0
NC_020844_NC_020844_18	NC_020844	NC_020844	18	14395	15324	1	C	K07486	transposase								Transposase IS116/IS110/IS902 family [PF02371.19]	0
NC_020844_NC_020844_19	NC_020844	NC_020844	19	15822	16001	1	E											0
NC_020844_NC_020844_20	NC_020844	NC_020844	20	15977	16483	1	D										Putative DnaT-like ssDNA binding protein [PF20557.1]	0
NC_020844_NC_020844_21	NC_020844	NC_020844	21	16483	16845	1	E											0
NC_020844_NC_020844_22	NC_020844	NC_020844	22	16849	17880	1	D										Phage Mu protein F like protein [PF04233.17]	0
NC_020844_NC_020844_23	NC_020844	NC_020844	23	17873	18292	1	E											0
NC_020844_NC_020844_24	NC_020844	NC_020844	24	18513	18737	1	E											0
NC_020844_NC_020844_25	NC_020844	NC_020844	25	18734	19129	1	D										Bacteriophage related domain of unknown function [PF13554.9]	0
NC_020844_NC_020844_26	NC_020844	NC_020844	26	19183	19482	1	E											0
NC_020844_NC_020844_27	NC_020844	NC_020844	27	19479	19772	1	E											0
NC_020844_NC_020844_28	NC_020844	NC_020844	28	19781	19963	1	E											0
NC_020844_NC_020844_29	NC_020844	NC_020844	29	20147	20602	1	E											0
NC_020844_NC_020844_30	NC_020844	NC_020844	30	20616	20963	1	E											0
NC_020844_NC_020844_31	NC_020844	NC_020844	31	21057	21473	1	E											0
NC_020844_NC_020844_32	NC_020844	NC_020844	32	21563	21928	1	E											0
NC_020844_NC_020844_33	NC_020844	NC_020844	33	21984	26240	1	D										Domain of unknown function (DUF4214) [PF13946.9]	0
NC_020844_NC_020844_34	NC_020844	NC_020844	34	26237	27136	1	E											0
NC_020844_NC_020844_35	NC_020844	NC_020844	35	27137	28825	1	D										Eukaryotic translation initiation factor eIF2A [PF08662.14]	0
NC_020844_NC_020844_36	NC_020844	NC_020844	36	28829	29641	1	D										Phage Tail Collar Domain [PF07484.15]	0
NC_020844_NC_020844_37	NC_020844	NC_020844	37	29644	30711	1	D										Sulfatase-modifying factor enzyme 1 [PF03781.19]	0
NC_020844_NC_020844_38	NC_020844	NC_020844	38	30723	31124	1	D										Domain of unknown function (DUF4376) [PF14301.9]	0
NC_020844_NC_020844_39	NC_020844	NC_020844	39	31136	31387	1	E											0
NC_020844_NC_020844_40	NC_020844	NC_020844	40	31396	31710	1	D										Bacteriophage holin family HP1 [PF16080.8]	0
