locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334501.1_1					phrog_19274	VOG23910	VOG:VOG23910	184	1.4e-114	372.9		REFSEQ HalOD1 domain-containing protein
MZ334501.1_2					phrog_9231	VOG05559	PHROG:phrog_9231	259	6.8e-115	375.5		terminase small subunit
MZ334501.1_3												Hypothetical
MZ334501.1_4					phrog_19453	VOG23913	VOG:VOG23913	65	3.6e-50	160.6		REFSEQ hypothetical protein
MZ334501.1_5					phrog_19186	VOG23914	VOG:VOG23914	69	5.4e-50	160.1		REFSEQ hypothetical protein
MZ334501.1_6		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	564	9.5e-43	138.0		:
MZ334501.1_7					phrog_9232	VOG00562	PHROG:phrog_9232	465	8.5e-214	703.4		portal protein
MZ334501.1_8					phrog_21359	VOG23915	VOG:VOG23915	97	5.4e-61	195.4		REFSEQ hypothetical protein
MZ334501.1_9					phrog_15680	VOG14382	PHROG:phrog_15680	255	1.9e-156	511.7		head maturation protease
MZ334501.1_10												Hypothetical
MZ334501.1_11												Hypothetical
MZ334501.1_12					phrog_3990	VOG01973	PHROG:phrog_3990	319	1e-92	303.4		major head protein
MZ334501.1_13												Hypothetical
MZ334501.1_14												Hypothetical
MZ334501.1_15												Hypothetical
MZ334501.1_16												Hypothetical
MZ334501.1_17					phrog_12281	VOG04913	PHROG:phrog_12281	170	8.1e-86	278.6		tail tube protein
MZ334501.1_18			COG4386		phrog_10244	VOG01001	PHROG:phrog_10244	431	9.5e-202	663.3		tail sheath
MZ334501.1_19					phrog_12452	VOG14384	PHROG:phrog_12452	182	1.2e-92	300.8		tail tube protein
MZ334501.1_20					phrog_14268	VOG04953	PHROG:phrog_14268	157	4.3e-85	276.0		tail assembly chaperone
MZ334501.1_21			COG5283		phrog_14901	VOG14385	PHROG:phrog_14901	606	0	1103.7		tail length tape measure protein
MZ334501.1_22					phrog_14280	VOG14386	VOG:VOG14386	188	2.2e-94	307.2		REFSEQ hypothetical protein
MZ334501.1_23					phrog_12403	VOG14388	VOG:VOG14388	478	5e-226	743.4		REFSEQ hypothetical protein
MZ334501.1_24												Hypothetical
MZ334501.1_25												Hypothetical
MZ334501.1_26												Hypothetical
MZ334501.1_27			COG3299		phrog_6	VOG00735	VOG:VOG00735	412	7.1e-112	367.5		REFSEQ baseplate wedge subunit
MZ334501.1_28					phrog_1160	VOG00207	PHROG:phrog_1160	218	4e-56	182.8		baseplate protein
MZ334501.1_29												Hypothetical
MZ334501.1_30					phrog_13336	VOG14392	VOG:VOG14392	401	2.3e-177	582.5		REFSEQ hypothetical protein
MZ334501.1_31					phrog_18438	VOG14394	VOG:VOG14394	124	4.8e-60	193.6		REFSEQ hypothetical protein
MZ334501.1_32												Hypothetical
MZ334501.1_33					phrog_7084	VOG14391	VOG:VOG14391	294	6.6e-149	487.0		REFSEQ hypothetical protein
MZ334501.1_34					phrog_19997	VOG14393	VOG:VOG14393	42	3.5e-32	102.7		REFSEQ hypothetical protein
MZ334501.1_35	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	807	2.8e-212	699.3	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
MZ334501.1_36		K07317	COG0286		phrog_16674	VOG35565	VOG:VOG35565	976	0	2336.4		REFSEQ type IIG restriction modification enzyme
