	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000132.1_1	QGNH01000132.1	QGNH01000132.1	1	313	837	-1	D																Mannitol repressor [PF05068.15]				0	False	F
QGNH01000132.1_2	QGNH01000132.1	QGNH01000132.1	2	984	2600	1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	YP_010056528.1	YP_010056528.1 DNA methyltransferase [Streptomyces phage Werner]	True	0.47	447.0	1.566e-136								DNA methylase [PF01555.21]	VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	F
QGNH01000132.1_3	QGNH01000132.1	QGNH01000132.1	3	2648	3127	1	E																				0	False	F
QGNH01000132.1_4	QGNH01000132.1	QGNH01000132.1	4	3243	3737	-1	E																				0	False	F
QGNH01000132.1_5	QGNH01000132.1	QGNH01000132.1	5	3762	3926	-1	E																				0	False	F
QGNH01000132.1_6	QGNH01000132.1	QGNH01000132.1	6	3929	4081	-1	E																				0	False	F
QGNH01000132.1_7	QGNH01000132.1	QGNH01000132.1	7	4239	4505	1	E																				0	False	F
QGNH01000132.1_8	QGNH01000132.1	QGNH01000132.1	8	4572	4967	-1	D																PIN like domain [PF18478.4]				0	False	F
QGNH01000132.1_9	QGNH01000132.1	QGNH01000132.1	9	4964	5665	-1	D																Protein of unknown function (DUF433) [PF04255.17]				0	False	F
QGNH01000132.1_10	QGNH01000132.1	QGNH01000132.1	10	5874	6365	-1	D																Aspartyl protease [PF13650.9]; gag-polyprotein putative aspartyl protease [PF13975.9]				0	False	
QGNH01000132.1_11	QGNH01000132.1	QGNH01000132.1	11	6368	6610	-1	D																Family of unknown function (DUF5678) [PF18929.3]				0	False	
QGNH01000132.1_12	QGNH01000132.1	QGNH01000132.1	12	6786	7112	-1	E																				0	False	
QGNH01000132.1_13	QGNH01000132.1	QGNH01000132.1	13	7130	7645	-1	E																				0	False	
QGNH01000132.1_14	QGNH01000132.1	QGNH01000132.1	14	7638	7775	-1	E																				0	False	
QGNH01000132.1_15	QGNH01000132.1	QGNH01000132.1	15	7783	8385	-1	E																				0	False	
QGNH01000132.1_16	QGNH01000132.1	QGNH01000132.1	16	8385	8714	-1	E																				0	False	
QGNH01000132.1_17	QGNH01000132.1	QGNH01000132.1	17	8724	9266	-1	E																				0	False	
QGNH01000132.1_18	QGNH01000132.1	QGNH01000132.1	18	9270	9665	-1	E																				0	False	
QGNH01000132.1_19	QGNH01000132.1	QGNH01000132.1	19	9676	11577	-1	D																Carbohydrate binding domain [PF02018.20]				0	False	
QGNH01000132.1_20	QGNH01000132.1	QGNH01000132.1	20	11577	14789	-1	E																				0	False	
QGNH01000132.1_21	QGNH01000132.1	QGNH01000132.1	21	14841	15587	1	E																				0	False	
QGNH01000132.1_22	QGNH01000132.1	QGNH01000132.1	22	15820	16212	-1	E																				0	False	
QGNH01000132.1_23	QGNH01000132.1	QGNH01000132.1	23	16278	16763	-1	E																				0	False	
QGNH01000132.1_24	QGNH01000132.1	QGNH01000132.1	24	16802	17167	-1	E																				0	False	
QGNH01000132.1_25	QGNH01000132.1	QGNH01000132.1	25	17200	17565	-1	E																				0	False	
QGNH01000132.1_26	QGNH01000132.1	QGNH01000132.1	26	17659	18108	-1	E																				0	False	
QGNH01000132.1_27	QGNH01000132.1	QGNH01000132.1	27	18108	18518	-1	E																				0	False	
QGNH01000132.1_28	QGNH01000132.1	QGNH01000132.1	28	18529	18876	-1	D																Phage head-tail joining protein [PF05521.14]				0	False	
QGNH01000132.1_29	QGNH01000132.1	QGNH01000132.1	29	18886	19242	-1	E																				0	False	
QGNH01000132.1_30	QGNH01000132.1	QGNH01000132.1	30	19313	20509	-1	D			YP_010772352.1	YP_010772352.1 prophage Clp protease-like protein [Methanoculleus virus L4768]	False	0.348	191.0	4.418e-51	MER0253184	S14	MER0253184 - family S14 unassigned peptidases (Cupriavidus necator) [S14.UPW]#S14#{peptidase unit: 217-678}~source YP_004685026~	False	0.213	82.0	5.385e-15		VOG04241	sp|Q9T1W1|CAPSD_BPMU Major capsid protein; XhXs	Xs;Xh	0	False	VP
QGNH01000132.1_31	QGNH01000132.1	QGNH01000132.1	31	20551	21471	-1	E																				0	False	
