	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001388.1_1	QGNH01001388.1	QGNH01001388.1	1	2	328	-1	E	YP_224191.1	YP_224191.1 gp53 [Enterobacteria phage ES18]	False	0.496	98.0	8.643e-24					0	False	F
QGNH01001388.1_2	QGNH01001388.1	QGNH01001388.1	2	325	549	-1	E											0	False	F
QGNH01001388.1_3	QGNH01001388.1	QGNH01001388.1	3	546	782	-1	E											0	False	F
QGNH01001388.1_4	QGNH01001388.1	QGNH01001388.1	4	843	1130	-1	E											0	False	F
QGNH01001388.1_5	QGNH01001388.1	QGNH01001388.1	5	1123	1371	-1	E											0	False	F
QGNH01001388.1_6	QGNH01001388.1	QGNH01001388.1	6	1539	1955	-1	E											1	False	F
QGNH01001388.1_7	QGNH01001388.1	QGNH01001388.1	7	1985	2635	-1	E	YP_009273727.1	YP_009273727.1 replication protein [Pseudomonas phage YMC11/07/P54_PAE_BP]	False	0.417	92.0	6.787e-20					0	False	F
QGNH01001388.1_8	QGNH01001388.1	QGNH01001388.1	8	2835	3362	1	D							Peptidase M15 [PF08291.14]				0	False	F
QGNH01001388.1_9	QGNH01001388.1	QGNH01001388.1	9	3448	3759	1	E											0	False	F
QGNH01001388.1_10	QGNH01001388.1	QGNH01001388.1	10	3773	4159	1	E											0	False	F
QGNH01001388.1_11	QGNH01001388.1	QGNH01001388.1	11	4159	4404	1	E											0	False	F
QGNH01001388.1_12	QGNH01001388.1	QGNH01001388.1	12	4467	5162	-1	D							Resolvase, N terminal domain [PF00239.24]	VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	VF
QGNH01001388.1_13	QGNH01001388.1	QGNH01001388.1	13	5159	5263	-1	E											0	False	
QGNH01001388.1_14	QGNH01001388.1	QGNH01001388.1	14	5732	6217	1	E											0	False	
QGNH01001388.1_15	QGNH01001388.1	QGNH01001388.1	15	6597	7157	1	E											0	False	
QGNH01001388.1_16	QGNH01001388.1	QGNH01001388.1	16	7357	9042	1	E	YP_009613234.1	YP_009613234.1 terminase [Arthrobacter phage Adat]	False	0.208	105.0	8.124e-22		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001388.1_17	QGNH01001388.1	QGNH01001388.1	17	8958	9533	-1	D	YP_010678253.1	YP_010678253.1 endonuclease VII [Arthrobacter phage Crewmate]	False	0.61	90.0	2.04e-19	Recombination endonuclease VII [PF02945.18]	VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	0	False	
QGNH01001388.1_18	QGNH01001388.1	QGNH01001388.1	18	9633	9875	1	E											0	False	
QGNH01001388.1_19	QGNH01001388.1	QGNH01001388.1	19	9872	11740	1	D	YP_007517703.1	YP_007517703.1 head-tail adaptor [Pelagibacter phage HTVC010P]	False	0.274	217.0	1.368e-57	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01001388.1_20	QGNH01001388.1	QGNH01001388.1	20	11737	11925	1	E											0	False	
QGNH01001388.1_21	QGNH01001388.1	QGNH01001388.1	21	11935	12180	1	E											0	False	
QGNH01001388.1_22	QGNH01001388.1	QGNH01001388.1	22	12182	12577	1	E											0	False	
QGNH01001388.1_23	QGNH01001388.1	QGNH01001388.1	23	12586	12774	1	E											0	False	
QGNH01001388.1_24	QGNH01001388.1	QGNH01001388.1	24	12806	13531	1	E								VOG03646	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001388.1_25	QGNH01001388.1	QGNH01001388.1	25	13550	14596	1	E	YP_512264.1	YP_512264.1 major head protein [Escherichia phage phiV10]	False	0.29	135.0	9.237999999999999e-33		VOG02257	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01001388.1_26	QGNH01001388.1	QGNH01001388.1	26	14607	15365	1	E											0	False	
QGNH01001388.1_27	QGNH01001388.1	QGNH01001388.1	27	15362	15802	1	E											0	False	
QGNH01001388.1_28	QGNH01001388.1	QGNH01001388.1	28	16304	17050	1	E	YP_009800745.1	YP_009800745.1 tail protein [Burkholderia phage vB_BmuP_KL4]	False	0.395	60.0	6.41e-09					0	False	
QGNH01001388.1_29	QGNH01001388.1	QGNH01001388.1	29	17084	20203	1	D	YP_009007078.1	YP_009007078.1 tail protein [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.227	186.0	3.769e-46	Ubiquitin-activating enzyme E1 FCCH domain [PF16190.8]				0	False	
QGNH01001388.1_30	QGNH01001388.1	QGNH01001388.1	30	20205	20642	1	E											0	False	
QGNH01001388.1_31	QGNH01001388.1	QGNH01001388.1	31	20639	21112	1	E											0	False	
QGNH01001388.1_32	QGNH01001388.1	QGNH01001388.1	32	21112	23328	1	E											0	False	
QGNH01001388.1_33	QGNH01001388.1	QGNH01001388.1	33	23325	26813	1	E											0	False	F
QGNH01001388.1_34	QGNH01001388.1	QGNH01001388.1	34	26913	28172	1	E											0	False	F
QGNH01001388.1_35	QGNH01001388.1	QGNH01001388.1	35	28183	28707	1	E											0	False	F
QGNH01001388.1_36	QGNH01001388.1	QGNH01001388.1	36	28717	29772	1	E											0	False	F
QGNH01001388.1_37	QGNH01001388.1	QGNH01001388.1	37	29934	30524	1	D							Phage T7 tail fibre protein [PF03906.17]				0	False	F
