	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000763.1_1	QGNH01000763.1	QGNH01000763.1	1	2	391	-1	D									MER1068579	S49A	MER1068579 - subfamily S49A unassigned non-peptidase homologues (Agrobacterium tumefaciens) [S49.UNA]#S49A#{peptidase unit: 27-277}~source A0A0D0L2C1~	False	0.432	65.0	1.212e-11					0	False	PF
QGNH01000763.1_2	QGNH01000763.1	QGNH01000763.1	2	388	2064	-1	D			YP_007111579.1	YP_007111579.1 portal protein [Enterobacteria phage mEp235]	False	0.336	209.0	2.022e-55								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xs;Xr;Xp	0	False	VF
QGNH01000763.1_3	QGNH01000763.1	QGNH01000763.1	3	2064	2264	-1	E																				0	False	F
QGNH01000763.1_4	QGNH01000763.1	QGNH01000763.1	4	2261	4072	-1	D			YP_009017589.1	YP_009017589.1 terminase large subunit [Psychrobacter phage Psymv2]	True	0.419	415.0	8.597e-125								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000763.1_5	QGNH01000763.1	QGNH01000763.1	5	4834	5157	-1	E			YP_010082061.1	YP_010082061.1 HNH endonuclease [Ralstonia phage Dina]	False	0.428	78.0	1.152e-16												0	False	F
QGNH01000763.1_6	QGNH01000763.1	QGNH01000763.1	6	5208	5576	-1	D			YP_009803753.1	YP_009803753.1 hypothetical protein HOT49_gp193 [Erwinia phage vB_EamM_Alexandra]	False	0.458	100.0	3.266e-24								Protein of unknown function (DUF2778) [PF10908.11]	VOG21136	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000763.1_7	QGNH01000763.1	QGNH01000763.1	7	5623	5838	-1	E																				0	False	
QGNH01000763.1_8	QGNH01000763.1	QGNH01000763.1	8	6020	6715	-1	E																				0	False	
QGNH01000763.1_9	QGNH01000763.1	QGNH01000763.1	9	6819	7106	-1	E																				0	False	
QGNH01000763.1_10	QGNH01000763.1	QGNH01000763.1	10	7151	7393	-1	E																				0	False	
QGNH01000763.1_11	QGNH01000763.1	QGNH01000763.1	11	7403	7666	-1	E																				0	False	
QGNH01000763.1_12	QGNH01000763.1	QGNH01000763.1	12	7764	8252	-1	E																				0	False	
QGNH01000763.1_13	QGNH01000763.1	QGNH01000763.1	13	8498	8848	-1	E																				0	False	
QGNH01000763.1_14	QGNH01000763.1	QGNH01000763.1	14	8856	9515	-1	E																				0	False	
QGNH01000763.1_15	QGNH01000763.1	QGNH01000763.1	15	9512	9748	-1	E																				0	False	
QGNH01000763.1_16	QGNH01000763.1	QGNH01000763.1	16	9745	9993	-1	E																				0	False	
QGNH01000763.1_17	QGNH01000763.1	QGNH01000763.1	17	9990	10268	-1	E																				0	False	
QGNH01000763.1_18	QGNH01000763.1	QGNH01000763.1	18	10247	10414	-1	E																				0	False	
QGNH01000763.1_19	QGNH01000763.1	QGNH01000763.1	19	11373	11567	-1	E																				0	False	
QGNH01000763.1_20	QGNH01000763.1	QGNH01000763.1	20	11803	12330	-1	E			YP_010738719.1	YP_010738719.1 hypothetical protein P9A48_gp79 [Xanthomonas phage Mallos]	False	0.466	78.0	1.888e-15												0	False	
QGNH01000763.1_21	QGNH01000763.1	QGNH01000763.1	21	12367	12696	-1	E																				0	False	
QGNH01000763.1_22	QGNH01000763.1	QGNH01000763.1	22	12693	12893	-1	E																				0	False	
QGNH01000763.1_23	QGNH01000763.1	QGNH01000763.1	23	12886	13131	-1	E																				0	False	
QGNH01000763.1_24	QGNH01000763.1	QGNH01000763.1	24	13140	13442	-1	E																				0	False	
QGNH01000763.1_25	QGNH01000763.1	QGNH01000763.1	25	13498	15048	-1	D			YP_009217845.1	YP_009217845.1 hypothetical protein AVV41_gp161 [Microcystis phage MaMV-DC]	False	0.315	64.0	2.347e-09								Domain of unknown function (DUF6745) [PF20530.1]				0	False	
QGNH01000763.1_26	QGNH01000763.1	QGNH01000763.1	26	15063	15326	-1	E																				0	False	
QGNH01000763.1_27	QGNH01000763.1	QGNH01000763.1	27	15329	15598	-1	E																				0	False	
QGNH01000763.1_28	QGNH01000763.1	QGNH01000763.1	28	15856	16557	-1	D			YP_009829917.1	YP_009829917.1 transposase [Bacillus phage phi105]	False	0.319	74.0	1.014e-13								Putative phage metallopeptidase [PF18894.3]	VOG10994	REFSEQ transposase; Xu	Xu	0	False	
QGNH01000763.1_29	QGNH01000763.1	QGNH01000763.1	29	16613	16957	-1	E																				0	False	
QGNH01000763.1_30	QGNH01000763.1	QGNH01000763.1	30	17266	17583	-1	E																				0	False	F
QGNH01000763.1_31	QGNH01000763.1	QGNH01000763.1	31	17583	19415	-1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein	YP_009818600.1	YP_009818600.1 ParB-like partition protein [Arthrobacter phage Maja]	False	0.29	85.0	1.614e-15								ParB/Sulfiredoxin domain [PF02195.21]	VOG01350	REFSEQ ParB-like partition protein; Xu	Xu	0	False	F
QGNH01000763.1_32	QGNH01000763.1	QGNH01000763.1	32	19412	20284	-1	E																				0	False	F
QGNH01000763.1_33	QGNH01000763.1	QGNH01000763.1	33	20488	21075	-1	E																				0	False	F
QGNH01000763.1_34	QGNH01000763.1	QGNH01000763.1	34	21065	22345	-1	D									MER0065450	S33	MER0065450 - family S33 unassigned peptidases (Koribacter versatilis) [S33.UPW]#S33#{peptidase unit: 65-328}~source YP_590087~	False	0.588	302.0	2.002e-88	Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]; alpha/beta hydrolase fold [PF00561.23]; Prolyl oligopeptidase family [PF00326.24]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]				0	False	PF
