	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001630.1_1	QGNH01001630.1	QGNH01001630.1	1	1	231	-1	E											0	False	F
QGNH01001630.1_2	QGNH01001630.1	QGNH01001630.1	2	248	1975	-1	E	YP_010078160.1	YP_010078160.1 tail protein [Ralstonia phage Raharianne]	False	0.274	223.0	7.497999999999999e-60		VOG00168	sp|P13332|TSP_BPT4 Tail sheath protein; XpXrXs	Xr;Xp;Xs	0	False	VF
QGNH01001630.1_3	QGNH01001630.1	QGNH01001630.1	3	2007	2900	-1	E											0	False	F
QGNH01001630.1_4	QGNH01001630.1	QGNH01001630.1	4	2900	3664	-1	E											0	False	F
QGNH01001630.1_5	QGNH01001630.1	QGNH01001630.1	5	3661	4530	-1	E											0	False	F
QGNH01001630.1_6	QGNH01001630.1	QGNH01001630.1	6	4549	4977	-1	E											0	False	F
QGNH01001630.1_7	QGNH01001630.1	QGNH01001630.1	7	5019	5690	-1	E											0	False	
QGNH01001630.1_8	QGNH01001630.1	QGNH01001630.1	8	5702	5965	-1	E											0	False	
QGNH01001630.1_9	QGNH01001630.1	QGNH01001630.1	9	6053	6265	-1	E											0	False	
QGNH01001630.1_10	QGNH01001630.1	QGNH01001630.1	10	6346	7740	-1	E	YP_010078151.1	YP_010078151.1 major head protein [Ralstonia phage Raharianne]	False	0.421	340.0	5.77e-101					0	False	
QGNH01001630.1_11	QGNH01001630.1	QGNH01001630.1	11	7805	7909	-1	E											0	False	
QGNH01001630.1_12	QGNH01001630.1	QGNH01001630.1	12	7906	8424	-1	E											0	False	
QGNH01001630.1_13	QGNH01001630.1	QGNH01001630.1	13	8421	9065	-1	E											0	False	
QGNH01001630.1_14	QGNH01001630.1	QGNH01001630.1	14	9071	10783	-1	E											0	False	F
QGNH01001630.1_15	QGNH01001630.1	QGNH01001630.1	15	10826	12184	-1	D	YP_009819675.1	YP_009819675.1 terminase large subunit [Arthrobacter phage Sonali]	False	0.337	228.0	4.1680000000000003e-63	Terminase RNaseH-like domain [PF17289.5]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
QGNH01001630.1_16	QGNH01001630.1	QGNH01001630.1	16	12135	12788	-1	E											0	False	F
QGNH01001630.1_17	QGNH01001630.1	QGNH01001630.1	17	13540	14235	1	E											0	False	F
QGNH01001630.1_18	QGNH01001630.1	QGNH01001630.1	18	14290	14538	1	E											0	False	F
