	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000574.1_1	QGNH01000574.1	QGNH01000574.1	1	1	834	1	C	K24131	protease PrsW [EC:3.4.-.-]							MER0941172	M82	MER0941172 - family M82 unassigned peptidases (Bradyrhizobium sp. LTSPM299) [M82.UPW]#M82#{peptidase unit: 35-205}~source A0A0D7QB48~	False	0.523	133.0	8.373999999999999e-33	PrsW family intramembrane metalloprotease [PF13367.9]				0	False	MF
QGNH01000574.1_2	QGNH01000574.1	QGNH01000574.1	2	1094	1627	1	E																				0	False	F
QGNH01000574.1_3	QGNH01000574.1	QGNH01000574.1	3	1762	2268	1	D																GrpB protein [PF04229.17]				0	False	F
QGNH01000574.1_4	QGNH01000574.1	QGNH01000574.1	4	2359	2706	-1	E																				0	False	F
QGNH01000574.1_5	QGNH01000574.1	QGNH01000574.1	5	2840	3361	-1	D																Response regulator receiver domain [PF00072.27]				0	False	F
QGNH01000574.1_6	QGNH01000574.1	QGNH01000574.1	6	3526	3825	-1	E																				0	False	F
QGNH01000574.1_7	QGNH01000574.1	QGNH01000574.1	7	4139	4576	1	D																Domain of unknown function (DUF4189) [PF13827.9]				0	False	F
QGNH01000574.1_8	QGNH01000574.1	QGNH01000574.1	8	4777	5145	-1	E																				0	False	F
QGNH01000574.1_9	QGNH01000574.1	QGNH01000574.1	9	5549	6178	-1	D																Protein of unknown function (DUF3592) [PF12158.11]				0	False	
QGNH01000574.1_10	QGNH01000574.1	QGNH01000574.1	10	6645	7010	1	E																				0	False	
QGNH01000574.1_11	QGNH01000574.1	QGNH01000574.1	11	7039	8499	1	E			YP_009823358.1	YP_009823358.1 putative terminase large subunit [Escherichia phage PTXU04]	False	0.41	336.0	2.881e-99									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000574.1_12	QGNH01000574.1	QGNH01000574.1	12	9006	10016	1	D			YP_009838654.1	YP_009838654.1 AAA family ATPase [Paenibacillus phage Yyerffej]	False	0.4	159.0	5.028e-41	MER0417925	M41	MER0417925 - YME1L1 g.p. ({Homo sapiens}) and similar (Tarsius syrichta) [M41.026]#M41#{peptidase unit: 304-447, 534-759}~source ENSTSYP00000007435~	False	0.373	68.0	1.293e-10	ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (dynein-related subfamily) [PF07728.17]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; AAA domain (Cdc48 subfamily) [PF07724.17]; ATPase family associated with various cellular activities (AAA) [PF07726.14]	VOG00842	sp|P46460|NSF_MOUSE Vesicle-fusing ATPase; Xh	Xh	0	False	P
QGNH01000574.1_13	QGNH01000574.1	QGNH01000574.1	13	9976	12603	1	D									MER0096595	S08A	MER0096595 - subfamily S8A unassigned peptidases (Mycobacterium sp. MCS) [S08.UPA]#S08A#{peptidase unit: 304-697}~source YP_638634~	False	0.367	256.0	3.7999999999999996e-68					0	False	P
QGNH01000574.1_14	QGNH01000574.1	QGNH01000574.1	14	12688	13479	1	E																				0	False	
QGNH01000574.1_15	QGNH01000574.1	QGNH01000574.1	15	13616	13837	1	E																				0	False	
QGNH01000574.1_16	QGNH01000574.1	QGNH01000574.1	16	13834	14091	1	E																				0	False	
QGNH01000574.1_17	QGNH01000574.1	QGNH01000574.1	17	14095	14403	-1	E																				0	False	
QGNH01000574.1_18	QGNH01000574.1	QGNH01000574.1	18	14781	15116	1	E																				0	False	
QGNH01000574.1_19	QGNH01000574.1	QGNH01000574.1	19	15132	15494	1	E																				0	False	
QGNH01000574.1_20	QGNH01000574.1	QGNH01000574.1	20	16367	17938	1	E																				0	False	
QGNH01000574.1_21	QGNH01000574.1	QGNH01000574.1	21	17965	18261	1	E																				0	False	
QGNH01000574.1_22	QGNH01000574.1	QGNH01000574.1	22	18362	18706	1	E																				0	False	
QGNH01000574.1_23	QGNH01000574.1	QGNH01000574.1	23	19077	20642	1	E																				0	False	
QGNH01000574.1_24	QGNH01000574.1	QGNH01000574.1	24	20621	21040	1	E																				0	False	
QGNH01000574.1_25	QGNH01000574.1	QGNH01000574.1	25	21356	21637	1	E																				0	False	
QGNH01000574.1_26	QGNH01000574.1	QGNH01000574.1	26	22012	24009	1	E																				0	False	
QGNH01000574.1_27	QGNH01000574.1	QGNH01000574.1	27	24006	24680	1	E																				0	False	
QGNH01000574.1_28	QGNH01000574.1	QGNH01000574.1	28	24677	24781	1	E																				0	False	
QGNH01000574.1_29	QGNH01000574.1	QGNH01000574.1	29	24810	25196	1	E																				0	False	
QGNH01000574.1_30	QGNH01000574.1	QGNH01000574.1	30	25327	25686	1	E																				0	False	
QGNH01000574.1_31	QGNH01000574.1	QGNH01000574.1	31	25759	26565	1	E																				0	False	
QGNH01000574.1_32	QGNH01000574.1	QGNH01000574.1	32	26924	29263	1	E			YP_009007854.1	YP_009007854.1 portal protein [Pseudomonas phage TL]	False	0.307	318.0	1.207e-89									VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xp;Xs;Xr	0	False	V
QGNH01000574.1_33	QGNH01000574.1	QGNH01000574.1	33	29267	29686	1	E																	VOG04189	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000574.1_34	QGNH01000574.1	QGNH01000574.1	34	29687	30742	1	E			YP_008130171.1	YP_008130171.1 tail protein [Rhizobium phage RR1-A]	False	0.375	152.0	1.431e-38												0	False	
QGNH01000574.1_35	QGNH01000574.1	QGNH01000574.1	35	30743	31615	1	E																				0	False	
QGNH01000574.1_36	QGNH01000574.1	QGNH01000574.1	36	31760	32926	-1	D																Putative beta barrel porin-7 (BBP7) [PF07585.14]				0	False	
QGNH01000574.1_37	QGNH01000574.1	QGNH01000574.1	37	33218	33376	1	E																				0	False	
QGNH01000574.1_38	QGNH01000574.1	QGNH01000574.1	38	33373	33657	1	E																				0	False	
QGNH01000574.1_39	QGNH01000574.1	QGNH01000574.1	39	33673	34764	1	E																				0	False	
QGNH01000574.1_40	QGNH01000574.1	QGNH01000574.1	40	34990	35946	1	D			YP_008857863.1	YP_008857863.1 major head protein [Pseudomonas phage phiIBB-PAA2]	False	0.393	214.0	4.991e-60								Family of unknown function (DUF5309) [PF17236.5]	VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	V
QGNH01000574.1_41	QGNH01000574.1	QGNH01000574.1	41	36023	36388	1	E																				0	False	
QGNH01000574.1_42	QGNH01000574.1	QGNH01000574.1	42	36393	36884	1	E																	VOG17905	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000574.1_43	QGNH01000574.1	QGNH01000574.1	43	36884	37171	1	E																				0	False	
QGNH01000574.1_44	QGNH01000574.1	QGNH01000574.1	44	37168	37773	1	E			YP_007675398.1	YP_007675398.1 virion structural protein [Sulfitobacter phage pCB2047-A]	False	0.26	72.0	2.187e-13									VOG09341	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000574.1_45	QGNH01000574.1	QGNH01000574.1	45	37781	39241	1	E																				0	False	F
QGNH01000574.1_46	QGNH01000574.1	QGNH01000574.1	46	39238	39495	1	E																				0	False	F
QGNH01000574.1_47	QGNH01000574.1	QGNH01000574.1	47	39496	40179	1	E																				0	False	F
QGNH01000574.1_48	QGNH01000574.1	QGNH01000574.1	48	40250	40564	1	E																				0	False	F
QGNH01000574.1_49	QGNH01000574.1	QGNH01000574.1	49	40548	40958	1	E																				0	False	F
QGNH01000574.1_50	QGNH01000574.1	QGNH01000574.1	50	40960	41901	1	E																				0	False	F
QGNH01000574.1_51	QGNH01000574.1	QGNH01000574.1	51	41903	42856	1	E																				0	False	F
QGNH01000574.1_52	QGNH01000574.1	QGNH01000574.1	52	42853	43599	1	E																				0	False	F
