	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_008293.1_1	NC_008293.1	NC_008293.1	1	1	741	1	D			YP_717539.1	YP_717539.1 polyhedrin [Clanis bilineata nucleopolyhedrovirus]	True	0.992	517.0	2.052e-166								Polyhedrin [PF00738.21]					VOG07488	sp|P33732|PYHD_NPVBS Polyhedrin; Xs	Xs	0	False	VF
NC_008293.1_2	NC_008293.1	NC_008293.1	2	738	2138	-1	E			YP_717540.1	YP_717540.1 ORF1629 [Clanis bilineata nucleopolyhedrovirus]	True	0.895	870.0	2.676e-284													VOG00467	sp|Q03209|P78_NPVAC Protein P78/83; Xu	Xu	0	False	F
NC_008293.1_3	NC_008293.1	NC_008293.1	3	2235	3029	1	D			YP_717541.1	YP_717541.1 protein kinase 1 [Clanis bilineata nucleopolyhedrovirus]	True	1.0	572.0	3.252e-185								Protein kinase domain [PF00069.28]; Protein tyrosine and serine/threonine kinase [PF07714.20]; Kinase-like [PF14531.9]; Fungal protein kinase [PF17667.4]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]					VOG00098	sp|Q5UQC1|YL232_MIMIV Putative serine/threonine-protein kinase L232; Xh	Xh	0	False	F
NC_008293.1_4	NC_008293.1	NC_008293.1	4	3253	5613	-1	E			YP_717542.1	YP_717542.1 hoar [Clanis bilineata nucleopolyhedrovirus]	True	0.897	1416.0	0.0													VOG08741	REFSEQ hoar; Xu	Xu	0	False	F
NC_008293.1_5	NC_008293.1	NC_008293.1	5	6705	7784	1	E			YP_717543.1	YP_717543.1 hypothetical protein CBNV_gp005 [Clanis bilineata nucleopolyhedrovirus]	True	0.927	699.0	4.4529999999999985e-227																0	False	
NC_008293.1_6	NC_008293.1	NC_008293.1	6	8197	9261	1	D			YP_717544.1	YP_717544.1 ODV-E56 [Clanis bilineata nucleopolyhedrovirus]	True	0.947	706.0	1.214e-229								Baculoviral E56 protein, specific to ODV envelope [PF04639.15]					VOG05201	sp|P41705|PIF5_NPVAC Per os infectivity factor 5; XhXs	Xs;Xh	0	False	V
NC_008293.1_7	NC_008293.1	NC_008293.1	7	9460	11565	-1	D			YP_717545.1	YP_717545.1 IE-1 [Clanis bilineata nucleopolyhedrovirus]	True	0.935	1375.0	0.0								Trans-activating transcriptional regulator [PF03430.16]					VOG01845	sp|P11138|IE1_NPVAC Trans-activating transcriptional regulatory protein; XhXr	Xr;Xh	0	False	V
NC_008293.1_8	NC_008293.1	NC_008293.1	8	11700	12326	1	D			YP_717546.1	YP_717546.1 ac146-like protein [Clanis bilineata nucleopolyhedrovirus]	True	0.95	417.0	2.078e-132								Nucleopolyhedrovirus protein of unknown function (DUF884) [PF05959.14]					VOG07546	sp|P41704|Y146_NPVAC Uncharacterized 22.9 kDa protein in IE0-IE1 intergenic region; Xu	Xu	0	False	
NC_008293.1_9	NC_008293.1	NC_008293.1	9	12347	12625	-1	D			YP_009165615.1	YP_009165615.1 Chitin-biding protein 1 [Perigonia lusca single nucleopolyhedrovirus]	False	0.736	141.0	5.897e-39								Chitin binding Peritrophin-A domain [PF01607.27]					VOG00354	sp|O10373|Y145_NPVOP Uncharacterized 11.0 kDa protein; Xu	Xu	0	False	
NC_008293.1_10	NC_008293.1	NC_008293.1	10	12709	13554	-1	D			YP_717547.1	YP_717547.1 ODV-EC27 [Clanis bilineata nucleopolyhedrovirus]	True	0.949	562.0	3.609e-181								Baculovirus occlusion-derived virus envelope protein EC27 [PF05314.14]					VOG07547	sp|O10372|OE27_NPVOP Occlusion-derived virus envelope protein E27; XpXs	Xp;Xs	0	False	V
NC_008293.1_11	NC_008293.1	NC_008293.1	11	13912	15408	-1	D			YP_717548.1	YP_717548.1 P49 [Clanis bilineata nucleopolyhedrovirus]	True	0.983	1034.0	0.0								Baculovirus Y142 protein [PF04913.15]					VOG07544	sp|O10370|Y142_NPVOP Uncharacterized 55.8 kDa protein; Xu	Xu	0	False	
NC_008293.1_12	NC_008293.1	NC_008293.1	12	15478	16323	-1	D			YP_717549.1	YP_717549.1 IE-0 [Clanis bilineata nucleopolyhedrovirus]	True	0.965	573.0	5.299e-185								Baculovirus immediate-early protein (IE-0) [PF05290.14]					VOG05269	sp|O36453|IE0_NPVLD Immediate-early protein IE-0; Xh	Xh	0	False	
NC_008293.1_13	NC_008293.1	NC_008293.1	13	16982	17956	1	D			YP_717550.1	YP_717550.1 ME-53 [Clanis bilineata nucleopolyhedrovirus]	True	1.0	688.0	5.868e-224								Baculoviridae ME53 [PF06061.14]					VOG07545	sp|Q04719|ME53_NPVAC Early 53 kDa protein; XhXs	Xs;Xh	0	False	V
NC_008293.1_14	NC_008293.1	NC_008293.1	14	18102	18503	-1	E			YP_717551.1	YP_717551.1 Hz18-like protein [Clanis bilineata nucleopolyhedrovirus]	False	1.0	289.0	1.993e-89																0	False	
NC_008293.1_15	NC_008293.1	NC_008293.1	15	18543	20522	1	D			YP_717552.1	YP_717552.1 P74 [Clanis bilineata nucleopolyhedrovirus]	True	0.95	1316.0	0.0								Baculoviridae P74 N-terminal [PF08404.13]; Baculoviridae p74 conserved region [PF04583.15]					VOG07543	sp|O10365|VP74_NPVOP Protein p74; Xs	Xs	0	False	V
NC_008293.1_16	NC_008293.1	NC_008293.1	16	20646	21056	-1	E			YP_717553.1	YP_717553.1 ac26-like protein [Clanis bilineata nucleopolyhedrovirus]	False	0.921	264.0	7.327999999999998e-81													VOG07493	sp|O10297|Y026_NPVOP Uncharacterized 14.4 kDa protein; Xu	Xu	0	False	
NC_008293.1_17	NC_008293.1	NC_008293.1	17	21191	21889	1	D			YP_717554.1	YP_717554.1 DNA binding protein [Clanis bilineata nucleopolyhedrovirus]	True	0.974	478.0	3.817e-153								ssDNA binding protein [PF04786.15]					VOG05409	sp|P41430|Y025_NPVAC Uncharacterized 36.6 kDa protein in EGT-IAP1 intergenic region; Xu	Xu	0	False	
NC_008293.1_18	NC_008293.1	NC_008293.1	18	21904	22485	1	E			YP_717555.1	YP_717555.1 LEF-6 [Clanis bilineata nucleopolyhedrovirus]	True	0.986	404.0	4.631e-128													VOG01833	sp|P41432|Y028_NPVAC Uncharacterized 20.4 kDa protein in IAP1-SOD intergenic region; Xu	Xu	0	False	
NC_008293.1_19	NC_008293.1	NC_008293.1	19	22558	22800	-1	D			YP_717556.1	YP_717556.1 ac29-like protein [Clanis bilineata nucleopolyhedrovirus]	False	0.925	157.0	7.584e-45								Nucleopolyhedrovirus protein of unknown function (DUF919) [PF06034.14]					VOG05918	sp|P41433|Y029_NPVAC Uncharacterized 8.6 kDa protein in IAP1-SOD intergenic region; Xu	Xu	0	False	
NC_008293.1_20	NC_008293.1	NC_008293.1	20	23014	23829	1	D			YP_717557.1	YP_717557.1 P26 [Clanis bilineata nucleopolyhedrovirus]	True	0.971	556.0	1.861e-179								Nucleopolyhedrovirus p26 protein [PF04766.15]					VOG01164	sp|P08358|POXIN_NPVAC Poxin; Xu	Xu	0	False	
NC_008293.1_21	NC_008293.1	NC_008293.1	21	23925	24236	1	D			YP_717558.1	YP_717558.1 P10 [Clanis bilineata nucleopolyhedrovirus]	False	0.891	194.0	5.409000000000002e-57								Nucleopolyhedrovirus P10 protein [PF05531.15]					VOG01151	sp|P04870|P10_NPVAC Protein p10; XhXs	Xs;Xh	0	False	V
NC_008293.1_22	NC_008293.1	NC_008293.1	22	24315	24866	-1	D			YP_717559.1	YP_717559.1 ac34-like protein [Clanis bilineata nucleopolyhedrovirus]	True	0.984	382.0	7.1980000000000005e-121								Protein of unknown function (DUF1247) [PF06851.14]					VOG07495	sp|P21287|AC34_NPVAC Protein Ac34; Xu	Xu	0	False	
NC_008293.1_23	NC_008293.1	NC_008293.1	23	24999	25250	1	D			YP_717560.1	YP_717560.1 ubiquitin [Clanis bilineata nucleopolyhedrovirus]	False	0.946	167.0	3.228e-48								Ubiquitin family [PF00240.26]; Protein of Unknown function (DUF2604) [PF10790.12]; Ubiquitin-2 like Rad60 SUMO-like [PF13881.9]; Ubiquitin-2 like Rad60 SUMO-like [PF11976.11]; Ubiquitin-like domain [PF14560.9]								0	False	
NC_008293.1_24	NC_008293.1	NC_008293.1	24	25254	25355	-1	E																								0	False	
NC_008293.1_25	NC_008293.1	NC_008293.1	25	25443	25586	-1	E																								0	False	
NC_008293.1_26	NC_008293.1	NC_008293.1	26	25625	26470	-1	D			YP_717562.1	YP_717562.1 39K/PP31 [Clanis bilineata nucleopolyhedrovirus]	True	0.898	528.0	2.138e-169								Baculovirus 33KDa late protein (PP31) [PF05311.14]					VOG07497	sp|P11042|PP31_NPVAC Protein pp31; Xh	Xh	0	False	
NC_008293.1_27	NC_008293.1	NC_008293.1	27	26741	27460	-1	E			YP_717563.1	YP_717563.1 ac38-like protein [Clanis bilineata nucleopolyhedrovirus]	True	0.968	489.0	7.782e-157													VOG03984	sp|P21290|ADPP_NPVAC Protein ADP-ribose pyrophosphatase ORF38; Xu	Xu	0	False	
NC_008293.1_28	NC_008293.1	NC_008293.1	28	27544	27741	-1	E			YP_717564.1	YP_717564.1 hypothetical protein CBNV_gp026 [Clanis bilineata nucleopolyhedrovirus]	False	0.965	134.0	3.376e-37																0	False	
NC_008293.1_29	NC_008293.1	NC_008293.1	29	27838	28794	1	D			YP_717565.1	YP_717565.1 DNA binding protein [Clanis bilineata nucleopolyhedrovirus]	True	0.969	651.0	3.255e-211								ssDNA binding protein [PF04786.15]					VOG05409	sp|P41430|Y025_NPVAC Uncharacterized 36.6 kDa protein in EGT-IAP1 intergenic region; Xu	Xu	0	False	
NC_008293.1_30	NC_008293.1	NC_008293.1	30	28809	28949	-1	E																								0	False	
NC_008293.1_31	NC_008293.1	NC_008293.1	31	28984	29406	-1	D			YP_717566.1	YP_717566.1 ac53-like protein [Clanis bilineata nucleopolyhedrovirus]	False	1.0	303.0	3.2369999999999997e-94								Baculovirus U-box/Ring-like domain [PF05883.14]					VOG00824	sp|O10310|Y053_NPVOP Uncharacterized 17.0 kDa protein; Xu	Xu	0	False	
NC_008293.1_32	NC_008293.1	NC_008293.1	32	29451	30056	1	D			YP_717567.1	YP_717567.1 ac52-like protein [Clanis bilineata nucleopolyhedrovirus]	True	1.0	437.0	2.106e-139								Protein of unknown function (DUF2616) [PF11077.11]					VOG07504	sp|P41456|Y052_NPVAC Uncharacterized 14.9 kDa protein in LEF8-FP intergenic region; Xu	Xu	1	False	
NC_008293.1_33	NC_008293.1	NC_008293.1	33	30053	30427	-1	E			YP_717568.1	YP_717568.1 hypothetical protein CBNV_gp030 [Clanis bilineata nucleopolyhedrovirus]	False	0.913	239.0	2.469e-72																0	False	
NC_008293.1_34	NC_008293.1	NC_008293.1	34	30476	31498	-1	E			YP_717569.1	YP_717569.1 BJDP [Clanis bilineata nucleopolyhedrovirus]	True	0.917	653.0	1.003e-211													VOG05895	sp|O10309|Y051_NPVOP Uncharacterized 36.2 kDa protein; Xu	Xu	0	False	
NC_008293.1_35	NC_008293.1	NC_008293.1	35	31617	34256	1	C	K26135	Baculoviridae probable DNA-directed RNA polymerase catalytic subunit [EC:2.7.7.6]	YP_717570.1	YP_717570.1 LEF-8 [Clanis bilineata nucleopolyhedrovirus]	True	0.983	1825.0	0.0								Late expression factor 8 (LEF-8) [PF04941.15]					VOG06043	sp|P41452|LEF8_NPVAC Probable DNA-directed RNA polymerase catalytic subunit; XhXr	Xr;Xh	0	False	V
NC_008293.1_36	NC_008293.1	NC_008293.1	36	34725	35384	-1	D			YP_717572.1	YP_717572.1 LEF-12 [Clanis bilineata nucleopolyhedrovirus]	True	0.995	462.0	6.198e-148								Nucleopolyhedrovirus LEF-12 protein [PF06256.14]					VOG07502	sp|O10301|Y041_NPVOP Uncharacterized 19.0 kDa protein; Xu	Xu	0	False	
NC_008293.1_37	NC_008293.1	NC_008293.1	37	38486	38785	1	D			YP_717573.1	YP_717573.1 IAP-3 [Clanis bilineata nucleopolyhedrovirus]	False	1.0	224.0	1.1949999999999998e-67								Inhibitor of Apoptosis domain [PF00653.24]								0	False	
NC_008293.1_38	NC_008293.1	NC_008293.1	38	38982	40169	1	C	K26137	Baculoviridae DNA-directed RNA polymerase subunit p47	YP_717574.1	YP_717574.1 P47 [Clanis bilineata nucleopolyhedrovirus]	True	0.968	807.0	5.597e-264								Baculovirus P47 protein [PF05112.15]					VOG07498	sp|P34051|VP47_NPVAC DNA-directed RNA polymerase subunit p47; Xu	Xu	0	False	
NC_008293.1_39	NC_008293.1	NC_008293.1	39	40275	40700	1	E			YP_717575.1	YP_717575.1 hypothetical protein CBNV_gp037 [Clanis bilineata nucleopolyhedrovirus]	False	0.957	286.0	2.675e-88																0	False	
NC_008293.1_40	NC_008293.1	NC_008293.1	40	40840	42006	-1	E			YP_717576.1	YP_717576.1 Chch42-like peptide [Clanis bilineata nucleopolyhedrovirus]	True	0.94	767.0	5.011e-250													VOG08734	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_008293.1_41	NC_008293.1	NC_008293.1	41	42003	42275	-1	E			YP_010086525.1	YP_010086525.1 hypothetical protein KM622_gp107 [Spodoptera exempta nucleopolyhedrovirus]	False	0.456	64.0	3.636e-12													VOG00479	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_008293.1_42	NC_008293.1	NC_008293.1	42	42455	43531	1	D			YP_717577.1	YP_717577.1 VP1054 [Clanis bilineata nucleopolyhedrovirus]	True	0.983	744.0	7.774999999999998e-243								Baculovirus VP1054 protein [PF05789.14]					VOG07506	sp|P41458|AC54_NPVAC Protein AC54; Xs	Xs	0	False	V
NC_008293.1_43	NC_008293.1	NC_008293.1	43	43625	43765	1	E			YP_717578.1	YP_717578.1 hypothetical protein CBNV_gp040 [Clanis bilineata nucleopolyhedrovirus]	False	1.0	109.0	8.182999999999998e-29																0	False	
NC_008293.1_44	NC_008293.1	NC_008293.1	44	43804	44037	1	D			YP_717579.1	YP_717579.1 ac55-like protein [Clanis bilineata nucleopolyhedrovirus]	False	0.963	158.0	2.527e-45								Family of unknown function (DUF5470) [PF17564.5]					VOG07509	sp|P41459|Y055_NPVAC Uncharacterized 8.2 kDa protein in LEF8-FP intergenic region; Xu	Xu	0	False	
NC_008293.1_45	NC_008293.1	NC_008293.1	45	44556	45077	1	D			YP_717581.1	YP_717581.1 ac57-like protein [Clanis bilineata nucleopolyhedrovirus]	True	0.997	367.0	9.855e-116								Nucleopolyhedrovirus protein of unknown function (DUF918) [PF06033.14]					VOG07507	sp|P41461|Y057_NPVAC Uncharacterized 19.0 kDa protein in LEF8-FP intergenic region; Xu	Xu	0	False	
NC_008293.1_46	NC_008293.1	NC_008293.1	46	45055	45636	-1	D			YP_717582.1	YP_717582.1 ac59-like protein [Clanis bilineata nucleopolyhedrovirus]	True	0.933	379.0	1.054e-119								ChaB [PF06150.15]					VOG05266	sp|O10316|Y059_NPVOP Uncharacterized 19.9 kDa protein; Xu	Xu	0	False	
NC_008293.1_47	NC_008293.1	NC_008293.1	47	45726	45989	-1	C	K06197	cation transport regulator	YP_717583.1	YP_717583.1 ac60-like protein [Clanis bilineata nucleopolyhedrovirus]	False	0.934	173.0	4.692e-50								ChaB [PF06150.15]					VOG05373	sp|O10317|Y060_NPVOP Uncharacterized 10.2 kDa protein; Xu	Xu	0	False	
NC_008293.1_48	NC_008293.1	NC_008293.1	48	46078	46179	1	E																								0	False	
NC_008293.1_49	NC_008293.1	NC_008293.1	49	46468	47094	-1	D			YP_717584.1	YP_717584.1 FP/25K [Clanis bilineata nucleopolyhedrovirus]	True	0.985	434.0	1.952e-138								Baculovirus FP protein [PF03258.17]					VOG07511	sp|Q90179|FP_NPVLD FP protein; Xu	Xu	0	False	
NC_008293.1_50	NC_008293.1	NC_008293.1	50	47253	48737	1	C	K26136	Baculoviridae DNA-directed RNA polymerase subunit LEF-9	YP_717585.1	YP_717585.1 LEF-9 [Clanis bilineata nucleopolyhedrovirus]	True	0.967	1007.0	0.0								Late expression factor 9 (LEF-9) [PF05094.15]					VOG05290	sp|P41465|LEF9_NPVAC DNA-directed RNA polymerase subunit LEF-9; Xu	Xu	0	False	
NC_008293.1_51	NC_008293.1	NC_008293.1	51	48851	50152	-1	E			YP_717586.1	YP_717586.1 BRO-A [Clanis bilineata nucleopolyhedrovirus]	True	0.935	851.0	2.93e-278													VOG00010	sp|Q9YML3|BROJ_NPVLD Uncharacterized Bro-N domain-containing protein J; Xu	Xu	0	False	
