	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001835.1_1	QGNH01001835.1	QGNH01001835.1	1	3	359	-1	E											0	False	F
QGNH01001835.1_2	QGNH01001835.1	QGNH01001835.1	2	362	790	-1	E											0	False	F
QGNH01001835.1_3	QGNH01001835.1	QGNH01001835.1	3	1059	1343	-1	E											0	False	F
QGNH01001835.1_4	QGNH01001835.1	QGNH01001835.1	4	1362	2900	-1	E											0	False	F
QGNH01001835.1_5	QGNH01001835.1	QGNH01001835.1	5	2909	3958	-1	E	YP_010052516.1	YP_010052516.1 tail fiber protein [Xanthomonas phage XPV1]	False	0.193	93.0	4.785e-19		VOG00744	sp|P33227|STFE_ECOLI Putative uncharacterized protein StfE; Xu	Xu	0	False	F
QGNH01001835.1_6	QGNH01001835.1	QGNH01001835.1	6	3967	4716	-1	D	YP_007007769.1	YP_007007769.1 structural protein [Aeromonas phage vB_AsaM-56]	False	0.339	114.0	5.456e-27	Protein of unknown function (DUF2612) [PF11041.11]				0	False	F
QGNH01001835.1_7	QGNH01001835.1	QGNH01001835.1	7	4713	6185	-1	D	YP_010053042.1	YP_010053042.1 baseplate wedge subunit [Aeromonas phage 4_D05]	False	0.381	248.0	3.543e-69	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	VF
QGNH01001835.1_8	QGNH01001835.1	QGNH01001835.1	8	6185	6553	-1	E	YP_009216833.1	YP_009216833.1 baseplate wedge subunit [Acinetobacter phage phiAC-1]	False	0.422	86.0	2.82e-19					0	False	F
QGNH01001835.1_9	QGNH01001835.1	QGNH01001835.1	9	6557	7294	-1	D	YP_010052963.1	YP_010052963.1 baseplate spike [Aeromonas phage 2_D05]	False	0.29	88.0	4.311e-18	Phage protein Gp138 N-terminal domain [PF18352.4]	VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xh;Xs;Xp	0	False	VF
QGNH01001835.1_10	QGNH01001835.1	QGNH01001835.1	10	7245	8144	-1	E								VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	F
QGNH01001835.1_11	QGNH01001835.1	QGNH01001835.1	11	8327	8941	1	E								VOG03715	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001835.1_12	QGNH01001835.1	QGNH01001835.1	12	9243	9563	-1	E	YP_010052836.1	YP_010052836.1 virion structural protein [Edwardsiella phage Edno5]	False	0.416	74.0	1.903e-15		VOG00258	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01001835.1_13	QGNH01001835.1	QGNH01001835.1	13	9563	10222	-1	E	YP_009055474.1	YP_009055474.1 hypothetical protein LD30_gp53 [Acinetobacter phage YMC-13-01-C62]	False	0.364	76.0	2.957e-14		VOG01485	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01001835.1_14	QGNH01001835.1	QGNH01001835.1	14	10226	10423	-1	E											0	False	F
