	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334496_MZ334496.1_1	MZ334496	MZ334496.1	1	364	918	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334496_MZ334496.1_2	MZ334496	MZ334496.1	2	1327	2103	1	E											0
MZ334496_MZ334496.1_3	MZ334496	MZ334496.1	3	2096	2359	1	E											0
MZ334496_MZ334496.1_4	MZ334496	MZ334496.1	4	2470	2577	1	E											0
MZ334496_MZ334496.1_5	MZ334496	MZ334496.1	5	2580	2774	1	E											0
MZ334496_MZ334496.1_6	MZ334496	MZ334496.1	6	3111	4802	1	E											0
MZ334496_MZ334496.1_7	MZ334496	MZ334496.1	7	4817	6256	1	E											0
MZ334496_MZ334496.1_8	MZ334496	MZ334496.1	8	6259	6543	1	E											0
MZ334496_MZ334496.1_9	MZ334496	MZ334496.1	9	6540	7304	1	E											0
MZ334496_MZ334496.1_10	MZ334496	MZ334496.1	10	7311	7736	1	E											0
MZ334496_MZ334496.1_11	MZ334496	MZ334496.1	11	7759	8274	1	E											0
MZ334496_MZ334496.1_12	MZ334496	MZ334496.1	12	8315	9271	1	E											0
MZ334496_MZ334496.1_13	MZ334496	MZ334496.1	13	9317	9760	1	E											0
MZ334496_MZ334496.1_14	MZ334496	MZ334496.1	14	9760	10098	1	E											0
MZ334496_MZ334496.1_15	MZ334496	MZ334496.1	15	10101	13217	1	E											0
MZ334496_MZ334496.1_16	MZ334496	MZ334496.1	16	13219	13440	1	E											0
MZ334496_MZ334496.1_17	MZ334496	MZ334496.1	17	13477	13986	1	E											0
MZ334496_MZ334496.1_18	MZ334496	MZ334496.1	18	13995	15287	1	E											0
MZ334496_MZ334496.1_19	MZ334496	MZ334496.1	19	15316	15861	1	E											0
MZ334496_MZ334496.1_20	MZ334496	MZ334496.1	20	15915	16385	1	E											0
MZ334496_MZ334496.1_21	MZ334496	MZ334496.1	21	16333	16695	1	E											0
MZ334496_MZ334496.1_22	MZ334496	MZ334496.1	22	16698	18515	1	E											0
MZ334496_MZ334496.1_23	MZ334496	MZ334496.1	23	18516	19079	1	E											0
MZ334496_MZ334496.1_24	MZ334496	MZ334496.1	24	19076	20509	1	E											0
MZ334496_MZ334496.1_25	MZ334496	MZ334496.1	25	20512	20949	1	E											0
MZ334496_MZ334496.1_26	MZ334496	MZ334496.1	26	20946	21311	1	E											0
MZ334496_MZ334496.1_27	MZ334496	MZ334496.1	27	21375	21701	1	E											0
MZ334496_MZ334496.1_28	MZ334496	MZ334496.1	28	21698	22933	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334496_MZ334496.1_29	MZ334496	MZ334496.1	29	22938	23591	1	E											0
MZ334496_MZ334496.1_30	MZ334496	MZ334496.1	30	23592	25001	1	E											0
MZ334496_MZ334496.1_31	MZ334496	MZ334496.1	31	25016	26185	1	E											0
MZ334496_MZ334496.1_32	MZ334496	MZ334496.1	32	26187	26579	1	E											0
MZ334496_MZ334496.1_33	MZ334496	MZ334496.1	33	26601	27092	1	E											0
MZ334496_MZ334496.1_34	MZ334496	MZ334496.1	34	27108	27944	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334496_MZ334496.1_35	MZ334496	MZ334496.1	35	28011	28136	1	E											0
MZ334496_MZ334496.1_36	MZ334496	MZ334496.1	36	28379	30799	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334496_MZ334496.1_37	MZ334496	MZ334496.1	37	30864	33791	-1	D										N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; MmeI, DNA-methyltransferase domain [PF20473.1]	0
MZ334496_MZ334496.1_38	MZ334496	MZ334496.1	38	33876	34064	-1	E											0
MZ334496_MZ334496.1_39	MZ334496	MZ334496.1	39	34520	35716	1	D										Phage integrase family [PF00589.25]	0
MZ334496_MZ334496.1_40	MZ334496	MZ334496.1	40	35717	36184	-1	E											0
MZ334496_MZ334496.1_41	MZ334496	MZ334496.1	41	36279	37643	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
MZ334496_MZ334496.1_42	MZ334496	MZ334496.1	42	37891	38103	-1	E											0
MZ334496_MZ334496.1_43	MZ334496	MZ334496.1	43	38100	38357	-1	E											0
MZ334496_MZ334496.1_44	MZ334496	MZ334496.1	44	38354	38539	-1	E											0
MZ334496_MZ334496.1_45	MZ334496	MZ334496.1	45	38490	38750	-1	E											0
MZ334496_MZ334496.1_46	MZ334496	MZ334496.1	46	38747	39175	-1	E											0
MZ334496_MZ334496.1_47	MZ334496	MZ334496.1	47	39162	39719	-1	C	K01494	dCTP deaminase [EC:3.5.4.13]								dUTPase [PF00692.22]; 2'-deoxycytidine 5'-triphosphate deaminase (DCD) [PF06559.14]	0
MZ334496_MZ334496.1_48	MZ334496	MZ334496.1	48	39716	40420	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]	0
MZ334496_MZ334496.1_49	MZ334496	MZ334496.1	49	40417	40584	-1	E											0
MZ334496_MZ334496.1_50	MZ334496	MZ334496.1	50	40674	43238	-1	D										DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]	0
MZ334496_MZ334496.1_51	MZ334496	MZ334496.1	51	43356	43829	-1	E											0
MZ334496_MZ334496.1_52	MZ334496	MZ334496.1	52	44011	44925	-1	D										Family of unknown function (DUF6610) [PF20314.1]	0
MZ334496_MZ334496.1_53	MZ334496	MZ334496.1	53	44939	45112	-1	E											0
MZ334496_MZ334496.1_54	MZ334496	MZ334496.1	54	45221	45421	-1	E											0
MZ334496_MZ334496.1_55	MZ334496	MZ334496.1	55	45422	45601	-1	E											0
MZ334496_MZ334496.1_56	MZ334496	MZ334496.1	56	45601	45729	-1	E											0
MZ334496_MZ334496.1_57	MZ334496	MZ334496.1	57	45729	46745	-1	D										PD-(D/E)XK nuclease superfamily [PF12705.10]	0
MZ334496_MZ334496.1_58	MZ334496	MZ334496.1	58	46738	46890	-1	E											0
MZ334496_MZ334496.1_59	MZ334496	MZ334496.1	59	46887	47048	-1	E											0
MZ334496_MZ334496.1_60	MZ334496	MZ334496.1	60	47045	47206	-1	E											0
MZ334496_MZ334496.1_61	MZ334496	MZ334496.1	61	47203	47484	-1	D										Domain of unknown function (DUF6378) [PF19905.2]	0
MZ334496_MZ334496.1_62	MZ334496	MZ334496.1	62	47468	47854	-1	E											0
MZ334496_MZ334496.1_63	MZ334496	MZ334496.1	63	47873	48223	-1	E											0
MZ334496_MZ334496.1_64	MZ334496	MZ334496.1	64	48225	48650	-1	E											0
MZ334496_MZ334496.1_65	MZ334496	MZ334496.1	65	48739	49920	-1	E											0
MZ334496_MZ334496.1_66	MZ334496	MZ334496.1	66	49917	51152	-1	E											0
MZ334496_MZ334496.1_67	MZ334496	MZ334496.1	67	51278	52762	-1	E											0
MZ334496_MZ334496.1_68	MZ334496	MZ334496.1	68	52840	53091	-1	E											0
MZ334496_MZ334496.1_69	MZ334496	MZ334496.1	69	53142	54269	-1	E											0
MZ334496_MZ334496.1_70	MZ334496	MZ334496.1	70	54559	54771	-1	E											0
MZ334496_MZ334496.1_71	MZ334496	MZ334496.1	71	54768	54899	-1	E											0
MZ334496_MZ334496.1_72	MZ334496	MZ334496.1	72	54900	55493	-1	E											0
MZ334496_MZ334496.1_73	MZ334496	MZ334496.1	73	55631	55765	-1	E											0
MZ334496_MZ334496.1_74	MZ334496	MZ334496.1	74	55767	56639	-1	D			MER0807710	I87	MER0807710 - family I87 unassigned peptidase inhibitors () [I87.UPW]#I87#{inhibitor unit: 89-331}~source R4TJL2~	True	429.0	1.327e-134	0.849	SPFH domain / Band 7 family [PF01145.28]	0
MZ334496_MZ334496.1_75	MZ334496	MZ334496.1	75	56955	57506	1	E											0
MZ334496_MZ334496.1_76	MZ334496	MZ334496.1	76	57503	57988	-1	E											0
MZ334496_MZ334496.1_77	MZ334496	MZ334496.1	77	58279	58758	1	E											0
MZ334496_MZ334496.1_78	MZ334496	MZ334496.1	78	58755	59219	1	D										ERCC4 domain [PF02732.18]	0
MZ334496_MZ334496.1_79	MZ334496	MZ334496.1	79	59310	59480	-1	E											0
MZ334496_MZ334496.1_80	MZ334496	MZ334496.1	80	59712	60050	-1	E											0
MZ334496_MZ334496.1_81	MZ334496	MZ334496.1	81	60050	60346	-1	E											0
MZ334496_MZ334496.1_82	MZ334496	MZ334496.1	82	60343	60711	-1	E											0
MZ334496_MZ334496.1_83	MZ334496	MZ334496.1	83	60792	61064	-1	E											0
MZ334496_MZ334496.1_84	MZ334496	MZ334496.1	84	61061	61198	-1	E											0
MZ334496_MZ334496.1_85	MZ334496	MZ334496.1	85	61198	61629	-1	E											0
MZ334496_MZ334496.1_86	MZ334496	MZ334496.1	86	61629	62057	-1	E											0
MZ334496_MZ334496.1_87	MZ334496	MZ334496.1	87	62057	62233	-1	E											0
MZ334496_MZ334496.1_88	MZ334496	MZ334496.1	88	62230	62367	-1	E											0
MZ334496_MZ334496.1_89	MZ334496	MZ334496.1	89	62517	62783	-1	E											0
MZ334496_MZ334496.1_90	MZ334496	MZ334496.1	90	62784	63182	-1	E											0
MZ334496_MZ334496.1_91	MZ334496	MZ334496.1	91	63232	63456	-1	E											0
MZ334496_MZ334496.1_92	MZ334496	MZ334496.1	92	63653	63895	-1	E											0
MZ334496_MZ334496.1_93	MZ334496	MZ334496.1	93	63888	64166	-1	E											0
MZ334496_MZ334496.1_94	MZ334496	MZ334496.1	94	64190	65995	-1	D										Helicase C-terminal domain [PF13307.9]; Type III restriction enzyme, res subunit [PF04851.18]	0
MZ334496_MZ334496.1_95	MZ334496	MZ334496.1	95	66074	66226	-1	E											0
MZ334496_MZ334496.1_96	MZ334496	MZ334496.1	96	66248	66580	-1	E											0
MZ334496_MZ334496.1_97	MZ334496	MZ334496.1	97	66588	67241	-1	E											0
MZ334496_MZ334496.1_98	MZ334496	MZ334496.1	98	67249	67698	-1	E											0
MZ334496_MZ334496.1_99	MZ334496	MZ334496.1	99	67950	68801	-1	E											0
MZ334496_MZ334496.1_100	MZ334496	MZ334496.1	100	68818	69006	-1	E											0
