locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
KC292027.1_1_156_-												Hypothetical
KC292027.1_653_1138_+						VOG26221	VOG:VOG26221	161	2.3e-103	336.8		REFSEQ hypothetical protein
KC292027.1_1148_1315_-												Hypothetical
KC292027.1_1515_1805_-												Hypothetical
KC292027.1_1895_2467_-												Hypothetical
KC292027.1_2573_2800_+												Hypothetical
KC292027.1_2806_2979_-												Hypothetical
KC292027.1_3022_3330_-												Hypothetical
KC292027.1_3424_3708_-												Hypothetical
KC292027.1_3734_3925_-												Hypothetical
KC292027.1_4056_4193_-												Hypothetical
KC292027.1_4307_4456_+												Hypothetical
KC292027.1_4508_4759_-												Hypothetical
KC292027.1_4854_5339_-												Hypothetical
KC292027.1_5339_5596_-												Hypothetical
KC292027.1_6264_6437_-												Hypothetical
KC292027.1_6642_7115_+					phrog_7545	VOG01254, VOG00409	PHROG:phrog_7545	157	3.7e-58	189.2		HNH endonuclease
KC292027.1_7419_7811_+												Hypothetical
KC292027.1_7814_10792_+	K00525	K00525	COG0209		phrog_84, phrog_23565	VOG00122, VOG00122	FOAM:K00525	992	3.8e-234	771.9	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
KC292027.1_10861_11298_+					phrog_24083	VOG02541	VOG:VOG02541	145	2.2e-11	35.6		REFSEQ hypothetical protein
KC292027.1_11344_11790_+												Hypothetical
KC292027.1_12310_13494_+												Hypothetical
KC292027.1_13638_14957_+												Hypothetical
KC292027.1_15094_15504_+												Hypothetical
KC292027.1_15644_15898_+					phrog_25632	VOG14413	VOG:VOG14413	84	3e-49	158.1		REFSEQ hypothetical protein
KC292027.1_16016_17245_+					phrog_284	VOG02246	PHROG:phrog_284	409	5.4e-68	222.7		exonuclease
KC292027.1_17305_17688_-												Hypothetical
KC292027.1_17690_18271_-		K05967	COG5663		phrog_420	VOG07198	PHROG:phrog_420	136	4.7e-21	68.7		unknown function
KC292027.1_18268_18993_-		K21525			phrog_29037	VOG00809	PHROG:phrog_29037	241	6.1e-175	572.0		endonuclease
KC292027.1_19032_19976_-	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	255	4.7e-66	217.2		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
KC292027.1_20163_20903_-					phrog_16678	VOG14416	VOG:VOG14416	246	3e-158	517.3		REFSEQ hypothetical protein
KC292027.1_20906_21478_-												Hypothetical
KC292027.1_21480_21962_-					phrog_59	VOG00032	VOG:VOG00032	160	1.6e-51	168.6		sp|P03796|Y77_BPT7 Protein 7.7
KC292027.1_21961_22248_+												Hypothetical
KC292027.1_22250_22393_-												Hypothetical
KC292027.1_22390_23850_-		K14415	COG1690		phrog_1075	VOG00184, VOG00184	PHROG:phrog_1075	467	2.3e-125	412.0		tRNA splicing ligase
KC292027.1_23843_24073_-												Hypothetical
KC292027.1_24224_25132_-		K06223	COG0338		phrog_56	VOG00287	COG:COG0338	248	2.5e-51	168.0		Dam; 
KC292027.1_25125_26303_-		K03703	COG1948		phrog_24545, phrog_59	VOG01108	PHROG:phrog_24545	392	6.8e-147	480.0		HNH endonuclease
KC292027.1_26572_26832_-												Hypothetical
KC292027.1_26825_27082_-												Hypothetical
KC292027.1_27079_27543_-												Hypothetical
KC292027.1_27536_27925_-												Hypothetical
KC292027.1_27925_28404_-					phrog_59	VOG00032	VOG:VOG00032	158	2.4e-42	138.3		sp|P03796|Y77_BPT7 Protein 7.7
KC292027.1_28404_28838_-												Hypothetical
KC292027.1_29049_29210_-												Hypothetical
KC292027.1_29210_31441_-												Hypothetical
KC292027.1_31513_31701_-												Hypothetical
KC292027.1_31729_33066_-		K04748, K04748	COG0714		phrog_249	VOG02489	PHROG:phrog_249	445	3.9e-66	216.3		porphyrin biosynthesis
KC292027.1_33140_33541_-					phrog_25479	VOG14422	VOG:VOG14422	133	6.2e-80	259.6		REFSEQ hypothetical protein
KC292027.1_33579_33959_-												Hypothetical
KC292027.1_33998_34444_-												Hypothetical
KC292027.1_34502_35107_-												Hypothetical
KC292027.1_35235_35438_-												Hypothetical
KC292027.1_35454_36569_-												Hypothetical
KC292027.1_36571_37200_-		K01495	COG0302		phrog_2197	VOG02430	VOG:VOG02430	209	2e-87	286.8		sp|A4J5D0|GCH1_DESRM GTP cyclohydrolase 1
KC292027.1_37213_37392_-												Hypothetical
KC292027.1_37510_38295_-		K10026	COG0602		phrog_2076	VOG11337	PHROG:phrog_2076	245	1.1e-68	224.3		QueE-like  radical SAM domain
KC292027.1_38292_38735_-												Hypothetical
KC292027.1_38862_39320_-		K01737	COG0720		phrog_2389	VOG02682	PHROG:phrog_2389	131	1.1e-30	99.4		QueD-like  6-pyruvoyl-tetrahydropterin synthase
