	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000749.1_1	QGNH01000749.1	QGNH01000749.1	1	2	208	-1	E																		0	False	F
QGNH01000749.1_2	QGNH01000749.1	QGNH01000749.1	2	554	1225	-1	E																		0	False	F
QGNH01000749.1_3	QGNH01000749.1	QGNH01000749.1	3	1675	3717	-1	D	YP_001272518.1	YP_001272518.1 head maturation protease [Enterobacteria phage cdtI]	False	0.233	68.0	2.282e-10	MER0248681	S14	MER0248681 - family S14 non-peptidase homologues (Serratia sp. AS12) [S14.UNW]#S14#{peptidase unit: 35-668}~source YP_004501835~	False	68.0	4.219e-10	0.233					0	False	PF
QGNH01000749.1_4	QGNH01000749.1	QGNH01000749.1	4	3811	4065	-1	E																		0	False	F
QGNH01000749.1_5	QGNH01000749.1	QGNH01000749.1	5	4431	4694	-1	E																		0	False	F
QGNH01000749.1_6	QGNH01000749.1	QGNH01000749.1	6	4800	5399	-1	E																		0	False	F
QGNH01000749.1_7	QGNH01000749.1	QGNH01000749.1	7	5460	7190	-1	E																		0	False	
QGNH01000749.1_8	QGNH01000749.1	QGNH01000749.1	8	7814	10684	-1	D	YP_009860178.1	YP_009860178.1 hypothetical protein HWD53_gp39 [Leptospira phage LE1]	False	0.183	143.0	5.689e-33								MmeI, DNA-methyltransferase domain [PF20473.1]; MmeI, helicase spacer domain [PF20465.1]; MmeI, target recognition domain [PF20466.1]; MmeI, N-terminal domain [PF20464.1]; N-6 DNA Methylase [PF02384.19]; MmeI, C-terminal domain [PF20467.1]				0	False	
QGNH01000749.1_9	QGNH01000749.1	QGNH01000749.1	9	11339	11626	-1	E																		0	False	
QGNH01000749.1_10	QGNH01000749.1	QGNH01000749.1	10	11665	13248	-1	E	YP_009841853.1	YP_009841853.1 terminase-like family protein [Bacillus phage vB_BboS-125]	False	0.269	176.0	9.951e-45									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000749.1_11	QGNH01000749.1	QGNH01000749.1	11	13265	13630	-1	E																		0	False	
QGNH01000749.1_12	QGNH01000749.1	QGNH01000749.1	12	13680	14105	-1	E																		0	False	
QGNH01000749.1_13	QGNH01000749.1	QGNH01000749.1	13	14991	17300	1	E																		0	False	
QGNH01000749.1_14	QGNH01000749.1	QGNH01000749.1	14	17242	17967	1	E																		0	False	
QGNH01000749.1_15	QGNH01000749.1	QGNH01000749.1	15	18619	18873	-1	E																		0	False	
QGNH01000749.1_16	QGNH01000749.1	QGNH01000749.1	16	19707	20486	1	E																		0	False	F
QGNH01000749.1_17	QGNH01000749.1	QGNH01000749.1	17	20506	21384	-1	E																		0	False	F
QGNH01000749.1_18	QGNH01000749.1	QGNH01000749.1	18	22659	22757	1	E																		0	False	F
QGNH01000749.1_19	QGNH01000749.1	QGNH01000749.1	19	22932	23351	1	E																		0	False	F
QGNH01000749.1_20	QGNH01000749.1	QGNH01000749.1	20	23357	23935	1	E																		0	False	F
