locus_tag	ftype	length_bp	gene	EC_number	COG	product
KBMEFMAH_00001	CDS	849				hypothetical protein
KBMEFMAH_00002	CDS	252				hypothetical protein
KBMEFMAH_00003	CDS	651				hypothetical protein
KBMEFMAH_00004	CDS	321				hypothetical protein
KBMEFMAH_00005	CDS	438				hypothetical protein
KBMEFMAH_00006	CDS	171				hypothetical protein
KBMEFMAH_00007	CDS	333				hypothetical protein
KBMEFMAH_00008	CDS	120				hypothetical protein
KBMEFMAH_00009	CDS	186				hypothetical protein
KBMEFMAH_00010	CDS	216				hypothetical protein
KBMEFMAH_00011	CDS	243				hypothetical protein
KBMEFMAH_00012	CDS	237				hypothetical protein
KBMEFMAH_00013	CDS	216				hypothetical protein
KBMEFMAH_00014	CDS	597				hypothetical protein
KBMEFMAH_00015	CDS	1284				hypothetical protein
KBMEFMAH_00016	CDS	648				hypothetical protein
KBMEFMAH_00017	CDS	384				hypothetical protein
KBMEFMAH_00018	CDS	2844				hypothetical protein
KBMEFMAH_00019	CDS	315				hypothetical protein
KBMEFMAH_00020	CDS	276				hypothetical protein
KBMEFMAH_00021	CDS	270				hypothetical protein
KBMEFMAH_00022	CDS	2394				hypothetical protein
KBMEFMAH_00023	CDS	99				hypothetical protein
KBMEFMAH_00024	CDS	702				hypothetical protein
KBMEFMAH_00025	CDS	414				hypothetical protein
KBMEFMAH_00026	CDS	675				hypothetical protein
KBMEFMAH_00027	CDS	927				hypothetical protein
KBMEFMAH_00028	CDS	372				hypothetical protein
KBMEFMAH_00029	CDS	609				hypothetical protein
KBMEFMAH_00030	CDS	378				hypothetical protein
KBMEFMAH_00031	CDS	237				hypothetical protein
KBMEFMAH_00032	CDS	1494				hypothetical protein
KBMEFMAH_00033	CDS	234				hypothetical protein
KBMEFMAH_00034	CDS	600				hypothetical protein
KBMEFMAH_00035	CDS	312				hypothetical protein
KBMEFMAH_00036	CDS	228				hypothetical protein
KBMEFMAH_00037	CDS	345				hypothetical protein
KBMEFMAH_00038	CDS	270				hypothetical protein
KBMEFMAH_00039	CDS	174				hypothetical protein
KBMEFMAH_00040	CDS	255				hypothetical protein
KBMEFMAH_00041	CDS	228				hypothetical protein
KBMEFMAH_00042	CDS	345				hypothetical protein
KBMEFMAH_00043	CDS	219				hypothetical protein
KBMEFMAH_00044	CDS	183				hypothetical protein
KBMEFMAH_00045	CDS	411				hypothetical protein
KBMEFMAH_00046	CDS	183				hypothetical protein
KBMEFMAH_00047	CDS	540				hypothetical protein
