	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
KC117378_KC117378.1_1	KC117378	KC117378.1	1	1	1326	1	C	K06909	phage terminase large subunit	Terminase RNAseH like domain [PF17288.5]	0
KC117378_KC117378.1_2	KC117378	KC117378.1	2	1368	1709	1	E				0
KC117378_KC117378.1_3	KC117378	KC117378.1	3	1747	4392	1	D			Phage portal protein [PF04860.15]; Phage Mu protein F like protein [PF04233.17]	0
KC117378_KC117378.1_4	KC117378	KC117378.1	4	4450	4692	1	E				0
KC117378_KC117378.1_5	KC117378	KC117378.1	5	4738	5013	1	E				0
KC117378_KC117378.1_6	KC117378	KC117378.1	6	5010	5144	1	E				0
KC117378_KC117378.1_7	KC117378	KC117378.1	7	5141	5323	1	E				0
KC117378_KC117378.1_8	KC117378	KC117378.1	8	5320	5436	1	E				0
KC117378_KC117378.1_9	KC117378	KC117378.1	9	5433	5558	1	E				0
KC117378_KC117378.1_10	KC117378	KC117378.1	10	5599	5997	1	E				0
KC117378_KC117378.1_11	KC117378	KC117378.1	11	6004	6390	1	E				0
KC117378_KC117378.1_12	KC117378	KC117378.1	12	6428	8047	1	D			Right handed beta helix region [PF13229.9]; Periplasmic copper-binding protein (NosD) [PF05048.16]	0
KC117378_KC117378.1_13	KC117378	KC117378.1	13	8013	9572	1	D			Putative phage serine protease XkdF [PF14550.9]	0
KC117378_KC117378.1_14	KC117378	KC117378.1	14	9575	10816	1	E				0
KC117378_KC117378.1_15	KC117378	KC117378.1	15	10865	11209	1	E				0
KC117378_KC117378.1_16	KC117378	KC117378.1	16	11213	11458	1	E				0
KC117378_KC117378.1_17	KC117378	KC117378.1	17	11585	12262	1	E				0
KC117378_KC117378.1_18	KC117378	KC117378.1	18	12265	12669	1	E				0
KC117378_KC117378.1_19	KC117378	KC117378.1	19	12780	13376	1	E				0
KC117378_KC117378.1_20	KC117378	KC117378.1	20	13401	13790	1	E				0
KC117378_KC117378.1_21	KC117378	KC117378.1	21	13953	14381	1	E				0
KC117378_KC117378.1_22	KC117378	KC117378.1	22	14420	14887	1	E				0
KC117378_KC117378.1_23	KC117378	KC117378.1	23	14903	15490	1	E				0
KC117378_KC117378.1_24	KC117378	KC117378.1	24	15717	16418	1	E				0
KC117378_KC117378.1_25	KC117378	KC117378.1	25	16415	16870	1	E				0
KC117378_KC117378.1_26	KC117378	KC117378.1	26	16908	18698	1	E				0
KC117378_KC117378.1_27	KC117378	KC117378.1	27	18700	19074	1	E				0
KC117378_KC117378.1_28	KC117378	KC117378.1	28	19113	20552	1	E				0
KC117378_KC117378.1_29	KC117378	KC117378.1	29	20719	21288	-1	E				0
KC117378_KC117378.1_30	KC117378	KC117378.1	30	21375	21728	-1	E				0
KC117378_KC117378.1_31	KC117378	KC117378.1	31	21823	21945	1	E				0
KC117378_KC117378.1_32	KC117378	KC117378.1	32	21942	22073	1	E				0
KC117378_KC117378.1_33	KC117378	KC117378.1	33	22256	22648	1	E				0
KC117378_KC117378.1_34	KC117378	KC117378.1	34	22645	23316	1	E				0
KC117378_KC117378.1_35	KC117378	KC117378.1	35	23313	23543	1	E				0
KC117378_KC117378.1_36	KC117378	KC117378.1	36	23751	23891	1	E				0
KC117378_KC117378.1_37	KC117378	KC117378.1	37	23884	24645	1	C	K04802	proliferating cell nuclear antigen	Proliferating cell nuclear antigen, C-terminal domain [PF02747.18]; Proliferating cell nuclear antigen, N-terminal domain [PF00705.21]	0
KC117378_KC117378.1_38	KC117378	KC117378.1	38	24652	25197	1	E				0
KC117378_KC117378.1_39	KC117378	KC117378.1	39	25194	25334	1	E				0
KC117378_KC117378.1_40	KC117378	KC117378.1	40	25331	25468	1	E				0
KC117378_KC117378.1_41	KC117378	KC117378.1	41	25761	26165	1	E				0
KC117378_KC117378.1_42	KC117378	KC117378.1	42	26258	28327	1	D			MCM P-loop domain [PF00493.26]; MCM AAA-lid domain [PF17855.4]; MCM OB domain [PF17207.6]	0
KC117378_KC117378.1_43	KC117378	KC117378.1	43	28324	28704	1	E				0
KC117378_KC117378.1_44	KC117378	KC117378.1	44	28701	28901	1	E				0
KC117378_KC117378.1_45	KC117378	KC117378.1	45	28888	29379	1	E				0
KC117378_KC117378.1_46	KC117378	KC117378.1	46	29921	30259	1	E				0
KC117378_KC117378.1_47	KC117378	KC117378.1	47	30303	30506	1	E				0
KC117378_KC117378.1_48	KC117378	KC117378.1	48	30493	31728	1	D			DNA methylase [PF01555.21]; ParB/Sulfiredoxin domain [PF02195.21]	0
KC117378_KC117378.1_49	KC117378	KC117378.1	49	31747	32187	1	E				0
