	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000542.1_1	QGNH01000542.1	QGNH01000542.1	1	1	792	1	D	YP_010739196.1	YP_010739196.1 DNA polymerase I [Xanthomonas phage vB_Xar_IVIA-DoCa10]	False	0.332	123.0	6.766000000000001e-30								DNA polymerase family A [PF00476.23]				0	False	F
QGNH01000542.1_2	QGNH01000542.1	QGNH01000542.1	2	789	992	1	E																		0	False	F
QGNH01000542.1_3	QGNH01000542.1	QGNH01000542.1	3	976	1380	1	E																		1	False	F
QGNH01000542.1_4	QGNH01000542.1	QGNH01000542.1	4	1377	1541	1	E																		0	False	F
QGNH01000542.1_5	QGNH01000542.1	QGNH01000542.1	5	1538	1732	1	E																		0	False	F
QGNH01000542.1_6	QGNH01000542.1	QGNH01000542.1	6	1729	2499	1	D	YP_010064550.1	YP_010064550.1 DNA polymerase exonuclease subunit [Ralstonia phage Anchaing]	False	0.433	191.0	3.774e-53								RNase_H superfamily [PF13482.9]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]	VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	VF
QGNH01000542.1_7	QGNH01000542.1	QGNH01000542.1	7	2501	2680	1	E																		0	False	F
QGNH01000542.1_8	QGNH01000542.1	QGNH01000542.1	8	2677	2931	1	E																		0	False	F
QGNH01000542.1_9	QGNH01000542.1	QGNH01000542.1	9	3089	3820	1	D							MER0966610	S01B	MER0966610 - subfamily S1B unassigned peptidases () [S01.UPB]#S01B#{peptidase unit: 124-324}~source A0A0A1PLF3~	False	78.0	1.125e-14	0.312	Trypsin-like peptidase domain [PF13365.9]				0	False	PF
QGNH01000542.1_10	QGNH01000542.1	QGNH01000542.1	10	3763	4011	1	E																		0	False	F
QGNH01000542.1_11	QGNH01000542.1	QGNH01000542.1	11	4008	4301	1	D														Phage ABA sandwich domain [PF18066.4]				0	False	F
QGNH01000542.1_12	QGNH01000542.1	QGNH01000542.1	12	4519	5031	-1	D														Family of unknown function (DUF5675) [PF18925.3]				0	False	F
QGNH01000542.1_13	QGNH01000542.1	QGNH01000542.1	13	5032	5178	-1	E																		0	False	
QGNH01000542.1_14	QGNH01000542.1	QGNH01000542.1	14	5168	6919	-1	E																		0	False	
QGNH01000542.1_15	QGNH01000542.1	QGNH01000542.1	15	6919	8367	-1	E																		0	False	
QGNH01000542.1_16	QGNH01000542.1	QGNH01000542.1	16	8367	9659	-1	E																		0	False	
QGNH01000542.1_17	QGNH01000542.1	QGNH01000542.1	17	9661	9894	-1	E																		0	False	
QGNH01000542.1_18	QGNH01000542.1	QGNH01000542.1	18	9894	10217	-1	E																		0	False	
QGNH01000542.1_19	QGNH01000542.1	QGNH01000542.1	19	10214	12121	-1	E																		0	False	
QGNH01000542.1_20	QGNH01000542.1	QGNH01000542.1	20	12132	12560	-1	E																		0	False	
QGNH01000542.1_21	QGNH01000542.1	QGNH01000542.1	21	12561	15149	-1	E																		0	False	
QGNH01000542.1_22	QGNH01000542.1	QGNH01000542.1	22	15206	15586	-1	D	YP_001285800.1	YP_001285800.1 endonuclease VII [Phormidium phage Pf-WMP3]	False	0.356	71.0	7.203e-14								Recombination endonuclease VII [PF02945.18]				0	False	
QGNH01000542.1_23	QGNH01000542.1	QGNH01000542.1	23	15590	16540	-1	E																		0	False	
QGNH01000542.1_24	QGNH01000542.1	QGNH01000542.1	24	16550	17749	-1	D	YP_009815151.1	YP_009815151.1 minor tail protein [Microbacterium phage Armstrong]	False	0.382	115.0	8.878e-26								Phage Tail Collar Domain [PF07484.15]	VOG00191	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000542.1_25	QGNH01000542.1	QGNH01000542.1	25	17818	18264	-1	E																		0	False	
QGNH01000542.1_26	QGNH01000542.1	QGNH01000542.1	26	18283	19464	-1	D														Ice-binding-like [PF11999.11]				0	False	
QGNH01000542.1_27	QGNH01000542.1	QGNH01000542.1	27	19585	20871	-1	E																		0	False	
QGNH01000542.1_28	QGNH01000542.1	QGNH01000542.1	28	21293	22276	-1	E																		0	False	
