	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001069.1_1	QGNH01001069.1	QGNH01001069.1	1	1	186	1	E											0	False	F
QGNH01001069.1_2	QGNH01001069.1	QGNH01001069.1	2	191	811	1	E											0	False	F
QGNH01001069.1_3	QGNH01001069.1	QGNH01001069.1	3	901	1521	1	E											0	False	F
QGNH01001069.1_4	QGNH01001069.1	QGNH01001069.1	4	1493	2854	1	D							DnaB-like helicase C terminal domain [PF03796.18]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	VF
QGNH01001069.1_5	QGNH01001069.1	QGNH01001069.1	5	2851	3834	1	E								VOG00694	REFSEQ DNA primase; Xu	Xu	1	False	F
QGNH01001069.1_6	QGNH01001069.1	QGNH01001069.1	6	3838	4086	1	E											0	False	F
QGNH01001069.1_7	QGNH01001069.1	QGNH01001069.1	7	4083	4580	1	E											0	False	F
QGNH01001069.1_8	QGNH01001069.1	QGNH01001069.1	8	4894	5238	1	E	YP_009837578.1	YP_009837578.1 DnaD-like helicase loader [Anoxybacillus phage A403]	False	0.481	96.0	5.461e-23		VOG02057	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001069.1_9	QGNH01001069.1	QGNH01001069.1	9	5375	8863	1	D	YP_008060288.1	YP_008060288.1 DNA polymerase [Streptomyces phage Zemlya]	False	0.25	299.0	6.6949999999999995e-81	Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; Bacterial DNA polymerase III alpha subunit finger domain [PF17657.4]; Helix-hairpin-helix motif [PF14579.9]; PHP domain [PF02811.22]	VOG07446	sp|O67125|DPO3A_AQUAE DNA polymerase III subunit alpha; XhXr	Xh;Xr	0	False	VF
QGNH01001069.1_10	QGNH01001069.1	QGNH01001069.1	10	8943	9707	1	D							Methyltransferase domain [PF13847.9]				0	False	F
QGNH01001069.1_11	QGNH01001069.1	QGNH01001069.1	11	9704	10651	1	E											0	False	F
