	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_031224_NC_031224_1	NC_031224	NC_031224	1	70	285	1	E											0
NC_031224_NC_031224_2	NC_031224	NC_031224	2	371	568	-1	E											0
NC_031224_NC_031224_3	NC_031224	NC_031224	3	735	1082	1	E											0
NC_031224_NC_031224_4	NC_031224	NC_031224	4	1075	1482	1	E											0
NC_031224_NC_031224_5	NC_031224	NC_031224	5	1504	2433	1	D			MER0247286	M23B	MER0247286 - subfamily M23B unassigned peptidases (Microbacterium testaceum) [M23.UPB]#M23B#{peptidase unit: 254-475}~source YP_004223928~	False	72.0	3.994e-12	0.295	Peptidase family M23 [PF01551.25]	0
NC_031224_NC_031224_6	NC_031224	NC_031224	6	2459	2827	1	E											0
NC_031224_NC_031224_7	NC_031224	NC_031224	7	2820	3827	1	E											0
NC_031224_NC_031224_8	NC_031224	NC_031224	8	3848	5602	1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	0
NC_031224_NC_031224_9	NC_031224	NC_031224	9	5611	6120	1	E											0
NC_031224_NC_031224_10	NC_031224	NC_031224	10	6135	7445	1	D										Phage portal protein [PF04860.15]	0
NC_031224_NC_031224_11	NC_031224	NC_031224	11	7442	8053	1	E											0
NC_031224_NC_031224_12	NC_031224	NC_031224	12	8037	10010	1	C	K06904	uncharacterized protein								Caudovirus prohead serine protease [PF04586.20]	0
NC_031224_NC_031224_13	NC_031224	NC_031224	13	10030	10365	1	E											0
NC_031224_NC_031224_14	NC_031224	NC_031224	14	10340	10642	1	E											0
NC_031224_NC_031224_15	NC_031224	NC_031224	15	10655	11521	1	E											0
NC_031224_NC_031224_16	NC_031224	NC_031224	16	11547	12104	1	E											0
NC_031224_NC_031224_17	NC_031224	NC_031224	17	12123	12926	1	E											0
NC_031224_NC_031224_18	NC_031224	NC_031224	18	12926	14725	1	E											0
NC_031224_NC_031224_19	NC_031224	NC_031224	19	14819	18697	1	D										GDSL-like Lipase/Acylhydrolase family [PF13472.9]	0
NC_031224_NC_031224_20	NC_031224	NC_031224	20	18717	19097	1	E											0
NC_031224_NC_031224_21	NC_031224	NC_031224	21	19094	23572	1	D										Tape measure protein [PF20155.2]	0
NC_031224_NC_031224_22	NC_031224	NC_031224	22	23572	24423	1	E											0
NC_031224_NC_031224_23	NC_031224	NC_031224	23	24424	25485	1	D										Siphovirus ReqiPepy6 Gp37-like protein [PF14594.9]	0
NC_031224_NC_031224_24	NC_031224	NC_031224	24	25537	25965	1	E											0
NC_031224_NC_031224_25	NC_031224	NC_031224	25	25969	26250	1	E											0
NC_031224_NC_031224_26	NC_031224	NC_031224	26	26260	26676	1	D										Putative phage holin Dp-1 [PF16938.8]	0
NC_031224_NC_031224_27	NC_031224	NC_031224	27	26718	27008	1	E											0
NC_031224_NC_031224_28	NC_031224	NC_031224	28	27175	27375	1	E											0
NC_031224_NC_031224_29	NC_031224	NC_031224	29	27451	27684	1	E											0
