	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334513_MZ334513.1_1	MZ334513	MZ334513.1	1	367	906	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334513_MZ334513.1_2	MZ334513	MZ334513.1	2	1264	2043	1	E											0
MZ334513_MZ334513.1_3	MZ334513	MZ334513.1	3	2036	2299	1	E											0
MZ334513_MZ334513.1_4	MZ334513	MZ334513.1	4	2341	2517	1	E											0
MZ334513_MZ334513.1_5	MZ334513	MZ334513.1	5	2751	2957	1	E											0
MZ334513_MZ334513.1_6	MZ334513	MZ334513.1	6	3050	4741	1	E											0
MZ334513_MZ334513.1_7	MZ334513	MZ334513.1	7	4756	6195	1	E											0
MZ334513_MZ334513.1_8	MZ334513	MZ334513.1	8	6198	6488	1	E											0
MZ334513_MZ334513.1_9	MZ334513	MZ334513.1	9	6485	7246	1	E											0
MZ334513_MZ334513.1_10	MZ334513	MZ334513.1	10	7253	7681	1	E											0
MZ334513_MZ334513.1_11	MZ334513	MZ334513.1	11	7704	8219	1	E											0
MZ334513_MZ334513.1_12	MZ334513	MZ334513.1	12	8261	9217	1	E											0
MZ334513_MZ334513.1_13	MZ334513	MZ334513.1	13	9263	9703	1	E											0
MZ334513_MZ334513.1_14	MZ334513	MZ334513.1	14	9703	10047	1	E											0
MZ334513_MZ334513.1_15	MZ334513	MZ334513.1	15	10050	12515	1	E											0
MZ334513_MZ334513.1_16	MZ334513	MZ334513.1	16	12512	12811	1	E											0
MZ334513_MZ334513.1_17	MZ334513	MZ334513.1	17	12817	13038	1	E											0
MZ334513_MZ334513.1_18	MZ334513	MZ334513.1	18	13075	13581	1	E											0
MZ334513_MZ334513.1_19	MZ334513	MZ334513.1	19	13591	14883	1	E											0
MZ334513_MZ334513.1_20	MZ334513	MZ334513.1	20	14912	15457	1	E											0
MZ334513_MZ334513.1_21	MZ334513	MZ334513.1	21	15512	15982	1	E											0
MZ334513_MZ334513.1_22	MZ334513	MZ334513.1	22	16059	16295	1	E											0
MZ334513_MZ334513.1_23	MZ334513	MZ334513.1	23	16298	18118	1	E											0
MZ334513_MZ334513.1_24	MZ334513	MZ334513.1	24	18119	18682	1	E											0
MZ334513_MZ334513.1_25	MZ334513	MZ334513.1	25	18679	20121	1	E											0
MZ334513_MZ334513.1_26	MZ334513	MZ334513.1	26	20124	20558	1	E											0
MZ334513_MZ334513.1_27	MZ334513	MZ334513.1	27	20555	20920	1	E											0
MZ334513_MZ334513.1_28	MZ334513	MZ334513.1	28	20985	21311	1	E											0
MZ334513_MZ334513.1_29	MZ334513	MZ334513.1	29	21308	22543	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334513_MZ334513.1_30	MZ334513	MZ334513.1	30	22548	23201	1	E											0
MZ334513_MZ334513.1_31	MZ334513	MZ334513.1	31	23202	24611	1	E											0
MZ334513_MZ334513.1_32	MZ334513	MZ334513.1	32	24626	25816	1	E											0
MZ334513_MZ334513.1_33	MZ334513	MZ334513.1	33	25818	26195	1	E											0
MZ334513_MZ334513.1_34	MZ334513	MZ334513.1	34	26217	26708	1	E											0
MZ334513_MZ334513.1_35	MZ334513	MZ334513.1	35	26724	27560	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334513_MZ334513.1_36	MZ334513	MZ334513.1	36	27631	27756	1	E											0
MZ334513_MZ334513.1_37	MZ334513	MZ334513.1	37	27996	30416	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334513_MZ334513.1_38	MZ334513	MZ334513.1	38	30425	30775	-1	E											0
MZ334513_MZ334513.1_39	MZ334513	MZ334513.1	39	31047	31661	1	C	K03120	transcription initiation factor TFIID TATA-box-binding protein								Transcription factor TFIID (or TATA-binding protein, TBP) [PF00352.24]	0
MZ334513_MZ334513.1_40	MZ334513	MZ334513.1	40	31658	31894	-1	D										Transcriptional regulator PadR-like family [PF03551.17]; Bacterial regulatory protein, arsR family [PF01022.23]; Winged helix DNA-binding domain [PF13463.9]; Winged helix-turn-helix DNA-binding [PF13412.9]; MarR family [PF01047.25]	0
MZ334513_MZ334513.1_41	MZ334513	MZ334513.1	41	31951	32073	1	E											0
MZ334513_MZ334513.1_42	MZ334513	MZ334513.1	42	32073	33407	1	D										DNA methylase [PF01555.21]	0
MZ334513_MZ334513.1_43	MZ334513	MZ334513.1	43	33404	33622	1	C	K09791	uncharacterized protein								Trm112p-like protein [PF03966.19]	0
MZ334513_MZ334513.1_44	MZ334513	MZ334513.1	44	33605	34324	-1	D										Eco29kI restriction endonuclease [PF09517.13]	0
MZ334513_MZ334513.1_45	MZ334513	MZ334513.1	45	34491	34736	1	E											0
MZ334513_MZ334513.1_46	MZ334513	MZ334513.1	46	34797	34985	-1	E											0
MZ334513_MZ334513.1_47	MZ334513	MZ334513.1	47	35440	36633	1	D										Phage integrase family [PF00589.25]	0
MZ334513_MZ334513.1_48	MZ334513	MZ334513.1	48	37281	37856	1	E											0
MZ334513_MZ334513.1_49	MZ334513	MZ334513.1	49	37861	38313	-1	E											0
MZ334513_MZ334513.1_50	MZ334513	MZ334513.1	50	38445	39809	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
MZ334513_MZ334513.1_51	MZ334513	MZ334513.1	51	40056	40268	-1	E											0
MZ334513_MZ334513.1_52	MZ334513	MZ334513.1	52	40258	40449	-1	E											0
MZ334513_MZ334513.1_53	MZ334513	MZ334513.1	53	40446	40874	-1	E											0
