	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000715.1_1	QGNH01000715.1	QGNH01000715.1	1	26	313	-1	E																		0	False	F
QGNH01000715.1_2	QGNH01000715.1	QGNH01000715.1	2	684	1184	-1	E																		0	False	F
QGNH01000715.1_3	QGNH01000715.1	QGNH01000715.1	3	1201	1410	-1	E																		0	False	F
QGNH01000715.1_4	QGNH01000715.1	QGNH01000715.1	4	1407	1610	-1	E																		0	False	F
QGNH01000715.1_5	QGNH01000715.1	QGNH01000715.1	5	1607	2164	-1	D														Bacteriophage Mu Gam like protein [PF07352.15]				0	False	F
QGNH01000715.1_6	QGNH01000715.1	QGNH01000715.1	6	2161	3234	-1	E															VOG02271	sp|P03763|TARGB_BPMU ATP-dependent target DNA activator B; XhXr	Xr;Xh	0	False	VF
QGNH01000715.1_7	QGNH01000715.1	QGNH01000715.1	7	3231	5255	-1	E																		0	False	F
QGNH01000715.1_8	QGNH01000715.1	QGNH01000715.1	8	5256	5435	-1	E																		0	False	
QGNH01000715.1_9	QGNH01000715.1	QGNH01000715.1	9	5422	5616	-1	E																		0	False	
QGNH01000715.1_10	QGNH01000715.1	QGNH01000715.1	10	5613	6392	-1	D														Protein of unknown function (DUF3102) [PF11300.11]				0	False	
QGNH01000715.1_11	QGNH01000715.1	QGNH01000715.1	11	6553	6762	-1	E																		0	False	
QGNH01000715.1_12	QGNH01000715.1	QGNH01000715.1	12	6759	7079	-1	E																		0	False	
QGNH01000715.1_13	QGNH01000715.1	QGNH01000715.1	13	7076	7363	-1	E																		0	False	
QGNH01000715.1_14	QGNH01000715.1	QGNH01000715.1	14	7360	7686	-1	E																		0	False	
QGNH01000715.1_15	QGNH01000715.1	QGNH01000715.1	15	7683	7889	-1	E																		0	False	
QGNH01000715.1_16	QGNH01000715.1	QGNH01000715.1	16	8196	9020	1	D	YP_002284393.1	YP_002284393.1 transcriptional repressor [Pseudomonas phage PAJU2]	False	0.281	70.0	5.816e-12	MER0063948	S24	MER0063948 - family S24 unassigned peptidases (Oceanicaulis alexandrii) [S24.UPW]#S24#{peptidase unit: 1-210}~source A3UG68_9RHOB~	False	64.0	8.946e-10	0.326	Peptidase S24-like [PF00717.26]				0	False	P
QGNH01000715.1_17	QGNH01000715.1	QGNH01000715.1	17	9017	9394	1	E																		0	False	
QGNH01000715.1_18	QGNH01000715.1	QGNH01000715.1	18	9391	9780	1	E																		0	False	
QGNH01000715.1_19	QGNH01000715.1	QGNH01000715.1	19	9887	10591	1	E																		0	False	
QGNH01000715.1_20	QGNH01000715.1	QGNH01000715.1	20	10592	10813	1	E																		0	False	
QGNH01000715.1_21	QGNH01000715.1	QGNH01000715.1	21	10810	11130	1	E																		0	False	
QGNH01000715.1_22	QGNH01000715.1	QGNH01000715.1	22	11216	12157	1	E	YP_009174584.1	YP_009174584.1 hypothetical protein AR678_gp129 [Yellowstone lake phycodnavirus 2]	False	0.349	176.0	4.0679999999999996e-47									VOG18582	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000715.1_23	QGNH01000715.1	QGNH01000715.1	23	12162	12398	1	E																		0	False	
QGNH01000715.1_24	QGNH01000715.1	QGNH01000715.1	24	12395	12499	1	E																		0	False	
QGNH01000715.1_25	QGNH01000715.1	QGNH01000715.1	25	12496	12975	1	E																		0	False	
QGNH01000715.1_26	QGNH01000715.1	QGNH01000715.1	26	12998	13483	1	E																		0	False	
QGNH01000715.1_27	QGNH01000715.1	QGNH01000715.1	27	13480	13734	1	E																		0	False	
QGNH01000715.1_28	QGNH01000715.1	QGNH01000715.1	28	13731	14273	1	E																		0	False	
QGNH01000715.1_29	QGNH01000715.1	QGNH01000715.1	29	14270	15694	1	E	YP_009285918.1	YP_009285918.1 terminase large subunit [Rhodovulum phage vB_RhkS_P1]	False	0.364	273.0	5.551e-78									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000715.1_30	QGNH01000715.1	QGNH01000715.1	30	15849	17606	1	D														Protein of unknown function (DUF935) [PF06074.15]				0	False	
QGNH01000715.1_31	QGNH01000715.1	QGNH01000715.1	31	17613	18896	1	D														Mu-like prophage I protein [PF10123.12]				0	False	
QGNH01000715.1_32	QGNH01000715.1	QGNH01000715.1	32	18942	19289	1	E																		0	False	
QGNH01000715.1_33	QGNH01000715.1	QGNH01000715.1	33	19323	20174	1	E															VOG24624	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000715.1_34	QGNH01000715.1	QGNH01000715.1	34	20204	21247	1	E																		0	False	
QGNH01000715.1_35	QGNH01000715.1	QGNH01000715.1	35	21353	21472	1	E																		0	False	
QGNH01000715.1_36	QGNH01000715.1	QGNH01000715.1	36	21526	21993	1	E																		0	False	
QGNH01000715.1_37	QGNH01000715.1	QGNH01000715.1	37	21990	22394	1	E	YP_008853807.1	YP_008853807.1 hypothetical protein X532_gp22 [Ralstonia phage RSK1]	False	0.353	61.0	2.452e-10									VOG27390	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000715.1_38	QGNH01000715.1	QGNH01000715.1	38	23107	23991	1	E	YP_010052761.1	YP_010052761.1 tail fiber protein [Ralstonia phage Bakoly]	False	0.245	61.0	4.718e-09												0	False	F
QGNH01000715.1_39	QGNH01000715.1	QGNH01000715.1	39	23988	27032	1	E																		0	False	F
