	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_073204_1	NC_073204	NC_073204	1	2	2626	-1	C	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	YP_010748211.1	YP_010748211.1 DNA polymerase I [Salmonella phage GRNsp50]	True	0.972	1793	0.0	DNA polymerase family A [PF00476.23]					VOG12441	REFSEQ intein; Xu	Xu	0	False	F
NC_073204_2	NC_073204	NC_073204	2	2684	3310	-1	D			YP_010747164.1	YP_010747164.1 hypothetical protein QA042_gp07 [Salmonella phage vB_SalS-S10]	True	0.966	425	2.761e-135	Protein of unknown function (DUF2815) [PF10991.11]					VOG00262	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein; Xr	Xr	0	False	VF
NC_073204_3	NC_073204	NC_073204	3	3392	4666	-1	D			YP_010747871.1	YP_010747871.1 hypothetical protein QA053_gp03 [Salmonella phage LPSE1]	True	0.961	859	2.58e-281	Protein of unknown function (DUF2800) [PF10926.11]					VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	F
NC_073204_4	NC_073204	NC_073204	4	4708	5100	-1	E			YP_010747872.1	YP_010747872.1 hypothetical protein QA053_gp04 [Salmonella phage LPSE1]	False	0.879	240	1.752e-72						VOG10517	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_073204_5	NC_073204	NC_073204	5	5377	5595	1	D			YP_010748821.1	YP_010748821.1 DNA-binding protein [Salmonella phage sidste]	False	0.965	149	5.378000000000001e-42	Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix [PF01381.25]								0	False	
NC_073204_6	NC_073204	NC_073204	6	5610	7796	-1	D			YP_010747874.1	YP_010747874.1 hypothetical protein QA053_gp06 [Salmonella phage LPSE1]	True	0.974	1496	0.0	AAA domain [PF13481.9]					VOG00431	REFSEQ DNA polymerase/primase; Xu	Xu	0	False	
NC_073204_7	NC_073204	NC_073204	7	7853	8086	-1	E			YP_010747724.1	YP_010747724.1 putative UvsX-like protein [Salmonella phage dunkel]	False	0.933	153	2.123e-43						VOG10584	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073204_8	NC_073204	NC_073204	8	8083	8253	-1	D			YP_010746561.1	YP_010746561.1 repressor protein [Salmonella phage NBSal007]	False	1.0	125	3.116e-34	Helix-turn-helix domain [PF12728.10]; Putative transcription regulator (DUF1323) [PF07037.14]; Prophage CP4-57 regulatory protein (AlpA) [PF05930.15]; Helix-turn-helix of insertion element transposase [PF13022.9]								0	False	
NC_073204_9	NC_073204	NC_073204	9	9052	9273	1	E			YP_010747877.1	YP_010747877.1 hypothetical protein QA053_gp09 [Salmonella phage LPSE1]	False	1.0	155	3.57e-44									0	False	
NC_073204_10	NC_073204	NC_073204	10	9394	9558	1	E			YP_010747878.1	YP_010747878.1 hypothetical protein QA053_gp10 [Salmonella phage LPSE1]	False	1.0	120	1.7310000000000002e-32						VOG10585	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073204_11	NC_073204	NC_073204	11	9622	9741	1	E			YP_010747853.1	YP_010747853.1 hypothetical protein QA052_gp61 [Salmonella phage MET_P1_001_43]	False	0.933	79	2.341e-18						VOG02625	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073204_12	NC_073204	NC_073204	12	9734	10084	1	E			YP_010747879.1	YP_010747879.1 hypothetical protein QA053_gp11 [Salmonella phage LPSE1]	False	1.0	250	3.309e-76						VOG10586	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073204_13	NC_073204	NC_073204	13	10081	10284	1	E			YP_010748616.1	YP_010748616.1 hypothetical protein QA065_gp46 [Salmonella phage STP03]	False	0.952	136	7.665e-38						VOG00074	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073204_14	NC_073204	NC_073204	14	10287	10652	1	E			YP_009322831.1	YP_009322831.1 hypothetical protein BOX12_gp24 [Salmonella phage BPS11Q3]	False	0.971	250	4.222e-76									0	False	
NC_073204_15	NC_073204	NC_073204	15	10658	11092	1	E			YP_010746776.1	YP_010746776.1 hypothetical protein QA036_gp04 [Salmonella phage vB_SenS-EnJE1]	False	0.955	291	3.718e-90						VOG00301	REFSEQ peptidase HslV family; Xu	Xu	0	False	
NC_073204_16	NC_073204	NC_073204	16	11171	11452	1	E			YP_010747505.1	YP_010747505.1 hypothetical protein QA047_gp47 [Salmonella phage vB_SenS_ER21]	False	0.992	197	1.925e-58						VOG02581	REFSEQ holin; Xu	Xu	0	False	
NC_073204_17	NC_073204	NC_073204	17	11454	11744	1	E			YP_010746836.1	YP_010746836.1 putative class II holin [Salmonella phage vB_SenS_S532]	False	0.935	190	4.82e-56						VOG10519	REFSEQ holin; Xu	Xu	0	False	
NC_073204_18	NC_073204	NC_073204	18	11722	12210	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_010747884.1	YP_010747884.1 lysozyme [Salmonella phage LPSE1]	False	0.956	328	2.153e-102	Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
NC_073204_19	NC_073204	NC_073204	19	12396	12581	1	E			YP_224044.1	YP_224044.1 hypothetical protein BPKS7gp24 [Salmonella phage SS3e]	False	0.964	126	2.136e-34						VOG01010	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073204_20	NC_073204	NC_073204	20	12578	12736	1	E			YP_010747886.1	YP_010747886.1 hypothetical protein QA053_gp18 [Salmonella phage LPSE1]	False	0.994	111	1.67e-29						VOG01913	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073204_21	NC_073204	NC_073204	21	12733	12888	1	D			YP_010747887.1	YP_010747887.1 hypothetical protein QA053_gp19 [Salmonella phage LPSE1]	False	1.0	113	4.458e-30	Protein of unknown function (DUF2737) [PF10930.11]					VOG07471	sp|P11192|Y6K6_BPP22 Uncharacterized 6.6 kDa protein in eae-abc2 intergenic region; Xu	Xu	0	False	
