locus_tag	ftype	length_bp	gene	EC_number	COG	product
JMMKNAEB_00001	tRNA	73				tRNA-His(gtg)
JMMKNAEB_00002	CDS	738	nfo_1	3.1.21.2		endonuclease 4
JMMKNAEB_00003	CDS	1545	rpoD_1			RNA polymerase sigma factor RpoD
JMMKNAEB_00004	CDS	528				hypothetical protein
JMMKNAEB_00005	CDS	1128	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
JMMKNAEB_00006	CDS	105				hypothetical protein
JMMKNAEB_00007	CDS	597				hypothetical protein
JMMKNAEB_00008	CDS	840	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JMMKNAEB_00009	CDS	558	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
JMMKNAEB_00010	CDS	192				hypothetical protein
JMMKNAEB_00011	CDS	213				hypothetical protein
JMMKNAEB_00012	CDS	579	udg1	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
JMMKNAEB_00013	CDS	1302		1.8.1.14	COG0446	Coenzyme A disulfide reductase
JMMKNAEB_00014	CDS	123				hypothetical protein
JMMKNAEB_00015	CDS	114				hypothetical protein
JMMKNAEB_00016	CDS	105				hypothetical protein
JMMKNAEB_00017	CDS	726	zupT			Zinc transporter ZupT
JMMKNAEB_00018	CDS	552				hypothetical protein
JMMKNAEB_00019	CDS	411	resA			Thiol-disulfide oxidoreductase ResA
JMMKNAEB_00020	CDS	957	sudA	1.8.1.19	COG0493	Sulfide dehydrogenase subunit alpha
JMMKNAEB_00021	CDS	231				hypothetical protein
JMMKNAEB_00022	CDS	399				hypothetical protein
JMMKNAEB_00023	CDS	744			COG0489	Iron-sulfur cluster carrier protein
JMMKNAEB_00024	CDS	2091		6.2.1.13	COG1042	Acetate--CoA ligase [ADP-forming] I
JMMKNAEB_00025	CDS	357	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
JMMKNAEB_00026	CDS	981				hypothetical protein
JMMKNAEB_00027	CDS	369	mntR			HTH-type transcriptional regulator MntR
JMMKNAEB_00028	CDS	234				hypothetical protein
JMMKNAEB_00029	CDS	1683	der_1			GTPase Der
JMMKNAEB_00030	CDS	186				hypothetical protein
JMMKNAEB_00031	CDS	687	serS	6.1.1.11	COG0172	Serine--tRNA ligase
JMMKNAEB_00032	CDS	324				hypothetical protein
JMMKNAEB_00033	CDS	1545	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JMMKNAEB_00034	CDS	351				hypothetical protein
JMMKNAEB_00035	CDS	705	psmA	3.4.25.1	COG0638	Proteasome subunit alpha
JMMKNAEB_00036	CDS	681			COG1500	Ribosome maturation protein SDO1 
JMMKNAEB_00037	CDS	798	rrp4		COG1097	Exosome complex component Rrp4
JMMKNAEB_00038	CDS	693		3.1.13.-	COG0689	Exosome complex component Rrp41
JMMKNAEB_00039	CDS	774			COG2123	Exosome complex component Rrp42
JMMKNAEB_00040	CDS	216			COG1997	50S ribosomal protein L37Ae
JMMKNAEB_00041	CDS	138	rpoP	2.7.7.6	COG1996	DNA-directed RNA polymerase subunit P
JMMKNAEB_00042	CDS	345				hypothetical protein
JMMKNAEB_00043	CDS	237				hypothetical protein
JMMKNAEB_00044	CDS	459				hypothetical protein
JMMKNAEB_00045	CDS	357				hypothetical protein
JMMKNAEB_00046	CDS	1875	rnj	3.1.-.-		Ribonuclease J
JMMKNAEB_00047	CDS	627	psmB	3.4.25.1	COG0638	Proteasome subunit beta
JMMKNAEB_00048	CDS	384				hypothetical protein
