Name	Count
nan	1080
Pyruvate fermentation to butanoate	9
Pyruvate fermentation to ethanol I	3
Pyruvate fermentation to ethanol II	3
Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	23
Superpathway of clostridium acetobutylicum acidogenic fermentation	20
Superpathway of clostridium acetobutylicum solventogenic fermentation	11
Oxaloacetate to lysine	32
Cysteine and methionine	32
Acetoin biosynthesis III	2
(s,s)-butanediol biosynthesis	2
Meso-butanediol biosynthesis I	2
Superpathway of (R,R)-butanediol biosynthesis	4
Superpathway of 2,3-butanediol biosynthesis	4
Histidine	44
PEP	27
Pyruvate fermentation to lactate	7
Peptidoglycan biosynthesis	29
Murein	5
Pyruvate fermentation to acetate and lactate I	5
Pyruvate fermentation to acetate I	5
Pyruvate fermentation to acetate IV	5
Pyruvate fermentation to propionate II (acrylate pathway)	4
Assimilatory nitrate reduction	1
Denitrification	2
Sulfate reduction (assimilatory)	4
Sulfite oxidation	4
(R)-acetoin biosynthesis I	2
(s)-acetoin biosynthesis	2
Meso-butanediol biosynthesis II	2
Pyruvate fermentation to acetate and lactate II	3
Pyruvate fermentation to acetate II	3
Pyruvate fermentation to acetate VII	2
Lipopolysaccharide biosynthesis	51
Maltose	4
N-glycan biosynthesis	16
Pyruvate to leucine	4
Sulfolactate degradation	3
Pyruvate fermentation to acetate and alanine	2
Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	2
Sulfate reduction (dissimilatory)	2
Sulfur disproportionation	2
Thiosulfate disproportionation	5
Pyruvate fermentation to acetone	3
Lactose	4
Sucrose	3
Oxaloacetate to aspartate and asparagine	5
Glutamate	2
Pyruvate fermentation to acetate V	3
Pyruvate fermentation to acetate VI	3
 metallic cation, iron-siderophore and vitamin b12 transporters	12
ABC-2 type and other transporters	19
Phosphate and amino acid transporters	31
Mineral and organic ion transporters	30
Oligosaccharide and polyol transporters	32
PEPtide and nickel transporters	14
Monosaccharide transporters	31
Nitrate/nitrite transporters	1
Enzyme I and hpr	6
Mucin type O-glycan biosynthesis	15
Sugar transporters	2
Drug transporters	12
Organic acid transporters	10
Sulfite oxidation I (sulfite oxidoreductase)	1
Cellobiose	2
Unknown transporters	3
Metal transporters	1
Pyruvate fermentation to acetate VIII	1
Pyruvate fermentation to ethanol III	1
