	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_035207.1_1	NC_035207.1	NC_035207.1	1	370	819	1	E			YP_009389485.1	YP_009389485.1 putative E1A [red squirrel adenovirus 1]	False	0.981	310	1.241e-96												0	False	F
NC_035207.1_2	NC_035207.1	NC_035207.1	2	1012	1443	1	D			YP_009389486.1	YP_009389486.1 putative E1B 19 kDa protein [red squirrel adenovirus 1]	False	0.956	289	1.7179999999999998e-89								Adenovirus E1B 19K protein / small t-antigen [PF01691.19]	VOG09108	sp|P03248|E1BS_ADE07 E1B protein, small T-antigen; XhXp	Xp;Xh	0	False	F
NC_035207.1_3	NC_035207.1	NC_035207.1	3	1383	2567	1	C	K25258	Mastadenovirus E1B protein	YP_009389487.1	YP_009389487.1 E1B 55 kDa protein [red squirrel adenovirus 1]	True	1.0	842	4.845e-276								Adenovirus EB1 55K protein / large t-antigen [PF01696.20]	VOG05983	sp|P03245|E1B55_ADE07 E1B 55 kDa protein; XhXp	Xp;Xh	0	False	F
NC_035207.1_4	NC_035207.1	NC_035207.1	4	2740	3963	1	D			YP_009389488.1	YP_009389488.1 ORF3 [red squirrel adenovirus 1]	True	1.0	610	1.731e-195								Adenovirus EB1 55K protein / large t-antigen [PF01696.20]	VOG05983	sp|P03245|E1B55_ADE07 E1B 55 kDa protein; XhXp	Xp;Xh	0	False	F
NC_035207.1_5	NC_035207.1	NC_035207.1	5	3901	5085	-1	C	K26010	Mastadenovirus packaging protein 1	YP_009389489.1	YP_009389489.1 IVa2 [red squirrel adenovirus 1]	True	0.996	831	4.508e-272								Adenovirus IVa2 protein [PF02456.18]	VOG00084	sp|P03271|PKG1_ADE05 Packaging protein 1; XhXrXs	Xr;Xh;Xs	0	False	VF
NC_035207.1_6	NC_035207.1	NC_035207.1	6	5073	8381	-1	C	K21923	Adenovirus DNA polymerase [EC:2.7.7.7]	YP_009389490.1	YP_009389490.1 DNApol [red squirrel adenovirus 1]	True	0.997	2323	0.0								DNA polymerase type B, organellar and viral [PF03175.16]	VOG00710	sp|P48311|DPOL_ADE40 DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_035207.1_7	NC_035207.1	NC_035207.1	7	8378	10147	-1	C	K26011	Mastadenovirus preterminal protein	YP_009389491.1	YP_009389491.1 pTP [red squirrel adenovirus 1]	True	0.947	1173	0.0								Adenoviral DNA terminal protein [PF02459.18]	VOG09125	sp|P48313|TERM_ADE40 Preterminal protein; XhXr	Xr;Xh	0	False	V
NC_035207.1_8	NC_035207.1	NC_035207.1	8	10223	11245	1	C	K26013	Mastadenovirus packaging protein 3	YP_009389492.1	YP_009389492.1 52 kDa protein [red squirrel adenovirus 1]	True	0.953	683	5.4620000000000005e-222								Adenoviral protein L1 52/55-kDa [PF03052.18]	VOG09116	sp|P36715|PKG3_ADE12 Packaging protein 3; XhXr	Xr;Xh	0	False	V
NC_035207.1_9	NC_035207.1	NC_035207.1	9	11278	12891	1	C	K26001	Mastadenovirus pre-hexon-linking protein IIIa	YP_009389493.1	YP_009389493.1 pIIIa [red squirrel adenovirus 1]	True	0.95	1073	0.0								Hexon-associated protein (IIIa) [PF02455.19]	VOG09110	sp|Q96684|CAP3_ADECR Pre-hexon-linking protein IIIa; XhXrXs	Xr;Xh;Xs	0	False	V
NC_035207.1_10	NC_035207.1	NC_035207.1	10	12977	14398	1	C	K25066	Adenoviridae penton base protein	YP_009389494.1	YP_009389494.1 pIII [red squirrel adenovirus 1]	True	0.974	973	1.003e-319								Adenovirus penton base protein [PF01686.20]	VOG09118	sp|Q84176|CAPSP_ADEP3 Penton protein; XhXpXs	Xp;Xh;Xs	0	False	V
NC_035207.1_11	NC_035207.1	NC_035207.1	11	14408	14740	1	D			YP_009389495.1	YP_009389495.1 pVII [red squirrel adenovirus 1]	False	0.904	210	1.789e-62								Adenoviral core protein VII [PF03228.17]	VOG09112	sp|Q96624|NP_ADEB2 Pre-histone-like nucleoprotein; XhXpXs	Xp;Xh;Xs	0	False	V
NC_035207.1_12	NC_035207.1	NC_035207.1	12	14842	15879	1	C	K26007	Mastadenovirus core-capsid bridging protein	YP_009389496.1	YP_009389496.1 pV [red squirrel adenovirus 1]	True	0.921	667	2.816e-216								Adenovirus minor core protein PV [PF03910.16]	VOG09111	sp|P36717|CORE5_ADE12 Core-capsid bridging protein; XhXs	Xs;Xh	0	False	V
NC_035207.1_13	NC_035207.1	NC_035207.1	13	16278	16937	1	C	K26004	Mastadenovirus pre-protein VI	YP_009389498.1	YP_009389498.1 pVI [red squirrel adenovirus 1]	True	0.951	439	5.45e-140								Minor capsid protein VI [PF02993.17]	VOG09114	sp|P35988|CAP6_ADE12 Pre-protein VI; XhXpXs	Xp;Xh;Xs	0	False	V
NC_035207.1_14	NC_035207.1	NC_035207.1	14	17008	19737	1	C	K21076	Adenoviridae hexon protein	YP_009389499.1	YP_009389499.1 hexon [red squirrel adenovirus 1]	True	0.987	1896	0.0								Hexon, adenovirus major coat protein, N-terminal domain [PF01065.22]; Hexon, adenovirus major coat protein, C-terminal domain [PF03678.17]	VOG09113	sp|O39619|CAPSH_ADECR Hexon protein; XhXpXs	Xp;Xh;Xs	0	False	V
NC_035207.1_15	NC_035207.1	NC_035207.1	15	19750	20370	1	C	K26012	Adenoviridae endopeptidase [EC:3.4.22.39]	YP_009389500.1	YP_009389500.1 protease [red squirrel adenovirus 1]	True	1.0	439	4.029e-140	MER1168186	C05	MER1168186 - family C5 unassigned peptidases () [C05.UPW]#C05#{peptidase unit: 1-204}~source YP_009389500~	True	436.0	1.273e-138	1.0	Adenovirus endoprotease [PF00770.21]	VOG09121	sp|P03252|PRO_ADE02 Protease; XhXs	Xs;Xh	0	False	VP
NC_035207.1_16	NC_035207.1	NC_035207.1	16	20452	21699	-1	C	K25256	Mastadenovirus DNA-binding protein	YP_009389501.1	YP_009389501.1 DBP [red squirrel adenovirus 1]	True	0.976	856	2.107e-280								Viral DNA-binding protein, zinc binding domain [PF03728.16]; Viral DNA-binding protein, all alpha domain [PF02236.20]	VOG09115	sp|P11806|DNB2_ADE40 DNA-binding protein; XhXr	Xr;Xh	0	False	V
