Name	Count
Propanoate metabolism [PATH:ko00640]	20
Glycerolipid metabolism [PATH:ko00561]	15
Pentose and glucuronate interconversions [PATH:ko00040]	8
Fructose and mannose metabolism [PATH:ko00051]	15
Ascorbate and aldarate metabolism [PATH:ko00053]	5
Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	34
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	20
Histidine metabolism [PATH:ko00340]	12
Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	15
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	22
Glycolysis / Gluconeogenesis [PATH:ko00010]	27
Pyruvate metabolism [PATH:ko00620]	25
Cysteine and methionine metabolism [PATH:ko00270]	31
HIF-1 signaling pathway [PATH:ko04066]	5
Glucagon signaling pathway [PATH:ko04922]	4
Central carbon metabolism in cancer [PATH:ko05230]	4
Exosome [BR:ko04147]	31
Valine, leucine and isoleucine degradation [PATH:ko00280]	9
Citrate cycle (TCA cycle) [PATH:ko00020]	16
Carbon fixation in photosynthetic organisms [PATH:ko00710]	9
Carbon fixation pathways in prokaryotes [PATH:ko00720]	19
Methane metabolism [PATH:ko00680]	18
Two-component system [PATH:ko02020]	68
Pentose phosphate pathway [PATH:ko00030]	15
Glutathione metabolism [PATH:ko00480]	8
Steroid hormone biosynthesis [PATH:ko00140]	1
Glycerophospholipid metabolism [PATH:ko00564]	15
Glycine, serine and threonine metabolism [PATH:ko00260]	27
Fatty acid biosynthesis [PATH:ko00061]	11
Biotin metabolism [PATH:ko00780]	5
Prodigiosin biosynthesis [PATH:ko00333]	4
Lipid biosynthesis proteins [BR:ko01004]	14
Polyketide sugar unit biosynthesis [PATH:ko00523]	3
Streptomycin biosynthesis [PATH:ko00521]	6
Peptidoglycan biosynthesis [PATH:ko00550]	22
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	32
Pantothenate and CoA biosynthesis [PATH:ko00770]	11
Purine metabolism [PATH:ko00230]	45
Drug metabolism - other enzymes [PATH:ko00983]	7
Terpenoid backbone biosynthesis [PATH:ko00900]	12
Lysine biosynthesis [PATH:ko00300]	11
Monobactam biosynthesis [PATH:ko00261]	4
Pathogenic Escherichia coli infection [PATH:ko05130]	1
Salmonella infection [PATH:ko05132]	4
Alzheimer disease [PATH:ko05010]	2
Diabetic cardiomyopathy [PATH:ko05415]	4
Membrane trafficking [BR:ko04131]	8
Butanoate metabolism [PATH:ko00650]	11
Alanine, aspartate and glutamate metabolism [PATH:ko00250]	23
Lysine degradation [PATH:ko00310]	4
Tyrosine metabolism [PATH:ko00350]	6
Nicotinate and nicotinamide metabolism [PATH:ko00760]	14
Arginine biosynthesis [PATH:ko00220]	17
Chloroalkane and chloroalkene degradation [PATH:ko00625]	3
Porphyrin and chlorophyll metabolism [PATH:ko00860]	16
Oxidative phosphorylation [PATH:ko00190]	27
Legionellosis [PATH:ko05134]	5
Function unknown	61
Fatty acid degradation [PATH:ko00071]	4
beta-Alanine metabolism [PATH:ko00410]	4
Taurine and hypotaurine metabolism [PATH:ko00430]	4
Nitrogen metabolism [PATH:ko00910]	8
Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	2
Peptidases and inhibitors [BR:ko01002]	58
Arginine and proline metabolism [PATH:ko00330]	14
Phenylalanine metabolism [PATH:ko00360]	8
Tryptophan metabolism [PATH:ko00380]	9
Isoquinoline alkaloid biosynthesis [PATH:ko00950]	2
Drug metabolism - cytochrome P450 [PATH:ko00982]	1
Dopaminergic synapse [PATH:ko04728]	1
Serotonergic synapse [PATH:ko04726]	1
Parkinson disease [PATH:ko05012]	5
Cocaine addiction [PATH:ko05030]	1
Amphetamine addiction [PATH:ko05031]	1
Alcoholism [PATH:ko05034]	1
Folate biosynthesis [PATH:ko00790]	22
One carbon pool by folate [PATH:ko00670]	10
Antifolate resistance [PATH:ko01523]	4
Enzymes with EC numbers	106
Transcription factors [BR:ko03000]	98
Thyroid hormone synthesis [PATH:ko04918]	2
Selenocompound metabolism [PATH:ko00450]	4
General function prediction only	33
Arachidonic acid metabolism [PATH:ko00590]	1
Amyotrophic lateral sclerosis [PATH:ko05014]	3
Huntington disease [PATH:ko05016]	4
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	5
Pyrimidine metabolism [PATH:ko00240]	36
DNA repair and recombination proteins [BR:ko03400]	68
Transfer RNA biogenesis [BR:ko03016]	65
Ribosome biogenesis [BR:ko03009]	50
Sulfur relay system [PATH:ko04122]	10
Bacterial chemotaxis [PATH:ko02030]	16
Bacterial motility proteins [BR:ko02035]	55
Phenylpropanoid biosynthesis [PATH:ko00940]	3
Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	1
Flavonoid biosynthesis [PATH:ko00941]	1
Cyanoamino acid metabolism [PATH:ko00460]	5
Aminoacyl-tRNA biosynthesis [PATH:ko00970]	25
Biosynthesis of ansamycins [PATH:ko01051]	1
alpha-Linolenic acid metabolism [PATH:ko00592]	1
Geraniol degradation [PATH:ko00281]	1
Benzoate degradation [PATH:ko00362]	5
Ethylbenzene degradation [PATH:ko00642]	1
Amino acid related enzymes [BR:ko01007]	32
Sulfur metabolism [PATH:ko00920]	7
Biofilm formation - Vibrio cholerae [PATH:ko05111]	15
Antimicrobial resistance genes [BR:ko01504]	27
Retinol metabolism [PATH:ko00830]	1
Vitamin digestion and absorption [PATH:ko04977]	1
Starch and sucrose metabolism [PATH:ko00500]	32
Necroptosis [PATH:ko04217]	3
Biofilm formation - Escherichia coli [PATH:ko02026]	15
Insulin signaling pathway [PATH:ko04910]	2
Insulin resistance [PATH:ko04931]	3
Glycosyltransferases [BR:ko01003]	13
Carbohydrate metabolism	7
RNA transport [PATH:ko03013]	2
Thiamine metabolism [PATH:ko00730]	12
Zeatin biosynthesis [PATH:ko00908]	1
Prenyltransferases [BR:ko01006]	8
Riboflavin metabolism [PATH:ko00740]	7
Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	2
Novobiocin biosynthesis [PATH:ko00401]	2
Glucosinolate biosynthesis [PATH:ko00966]	1
Vitamin B6 metabolism [PATH:ko00750]	3
Galactose metabolism [PATH:ko00052]	13
RNA degradation [PATH:ko03018]	13
AMPK signaling pathway [PATH:ko04152]	1
Thyroid hormone signaling pathway [PATH:ko04919]	1
Protein phosphatases and associated proteins [BR:ko01009]	3
Messenger RNA biogenesis [BR:ko03019]	19
PPAR signaling pathway [PATH:ko03320]	1
Plant-pathogen interaction [PATH:ko04626]	4
Viral carcinogenesis [PATH:ko05203]	1
Human papillomavirus infection [PATH:ko05165]	1
Type II diabetes mellitus [PATH:ko04930]	1
Phosphotransferase system (PTS) [PATH:ko02060]	22
Protein kinases [BR:ko01001]	19
MAPK signaling pathway - plant [PATH:ko04016]	3
Acarbose and validamycin biosynthesis [PATH:ko00525]	2
Phosphatidylinositol signaling system [PATH:ko04070]	2
Vancomycin resistance [PATH:ko01502]	9
Regulation of lipolysis in adipocytes [PATH:ko04923]	1
Retrograde endocannabinoid signaling [PATH:ko04723]	2
Thermogenesis [PATH:ko04714]	4
Translation factors [BR:ko03012]	14
Penicillin and cephalosporin biosynthesis [PATH:ko00311]	2
Inositol phosphate metabolism [PATH:ko00562]	5
Base excision repair [PATH:ko03410]	11
Prokaryotic defense system [BR:ko02048]	13
Salivary secretion [PATH:ko04970]	1
Pancreatic secretion [PATH:ko04972]	1
Carbohydrate digestion and absorption [PATH:ko04973]	1
Glycosaminoglycan degradation [PATH:ko00531]	1
beta-Lactam resistance [PATH:ko01501]	9
Cell cycle - Caulobacter [PATH:ko04112]	13
Longevity regulating pathway - worm [PATH:ko04212]	5
Chaperones and folding catalysts [BR:ko03110]	27
D-Glutamine and D-glutamate metabolism [PATH:ko00471]	5
Proximal tubule bicarbonate reclamation [PATH:ko04964]	1
