	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000737.1_1	QGNH01000737.1	QGNH01000737.1	1	2	250	1	E													0	False	F
QGNH01000737.1_2	QGNH01000737.1	QGNH01000737.1	2	212	1150	-1	D			YP_010657766.1	YP_010657766.1 thymidylate synthase [Shigella virus Moo19]	False	0.381	203.0	2.51e-56	Thymidylate synthase complementing protein [PF02511.18]	VOG00743	sp|A6LP90|THYX_THEM4 Flavin-dependent thymidylate synthase; XhXr	Xh;Xr	0	False	VF
QGNH01000737.1_3	QGNH01000737.1	QGNH01000737.1	3	1147	1338	-1	E													0	False	F
QGNH01000737.1_4	QGNH01000737.1	QGNH01000737.1	4	1435	1887	-1	E			YP_009098886.1	YP_009098886.1 cysteine dioxygenase [Caulobacter phage Cr30]	False	0.432	116.0	3.4800000000000003e-29		VOG04201	REFSEQ cysteine dioxygenase; Xu	Xu	0	False	F
QGNH01000737.1_5	QGNH01000737.1	QGNH01000737.1	5	1884	2345	-1	D			YP_009799739.1	YP_009799739.1 endolysin; inhibits RNA polymerase [Ralstonia phage RsoP1EGY]	False	0.552	145.0	5.514e-39	dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	VOG04108	REFSEQ dCMP deaminase; Xu	Xu	0	False	F
QGNH01000737.1_6	QGNH01000737.1	QGNH01000737.1	6	2510	3838	-1	D			YP_009810403.1	YP_009810403.1 Dda-like helicase [Caulobacter phage CcrSC]	True	0.495	401.0	1.6110000000000002e-122	AAA domain [PF13604.9]; UvrD-like helicase C-terminal domain [PF13538.9]; PIF1-like helicase [PF05970.17]; AAA domain [PF13245.9]; AAA domain [PF13086.9]	VOG00111	sp|P32270|DDA_BPT4 ATP-dependent DNA helicase dda; XhXr	Xh;Xr	0	False	VF
QGNH01000737.1_7	QGNH01000737.1	QGNH01000737.1	7	3917	4681	-1	E			YP_009809331.1	YP_009809331.1 nucleotidyltransferase [Caulobacter phage CcrPW]	False	0.359	141.0	3.2090000000000005e-36		VOG13496	REFSEQ nucleotidyltransferase; Xu	Xu	0	False	F
QGNH01000737.1_8	QGNH01000737.1	QGNH01000737.1	8	4751	5065	-1	E													0	False	F
QGNH01000737.1_9	QGNH01000737.1	QGNH01000737.1	9	5065	5952	-1	E			YP_006988799.1	YP_006988799.1 hypothetical protein CcrMagneto_gp117 [Caulobacter virus Magneto]	False	0.454	190.0	2.176e-52					0	False	
QGNH01000737.1_10	QGNH01000737.1	QGNH01000737.1	10	5957	6181	-1	E													0	False	
QGNH01000737.1_11	QGNH01000737.1	QGNH01000737.1	11	6288	6794	-1	E													0	False	
QGNH01000737.1_12	QGNH01000737.1	QGNH01000737.1	12	6791	7015	-1	E													0	False	
QGNH01000737.1_13	QGNH01000737.1	QGNH01000737.1	13	7012	7602	-1	D			YP_009600786.1	YP_009600786.1 DNA polymerase exonuclease subunit [Sphingobium phage Lacusarx]	False	0.4	130.0	3.522e-33	Exonuclease [PF00929.27]	VOG00088	sp|P04536|EXOD_BPT4 Exodeoxyribonuclease; Xu	Xu	0	False	
QGNH01000737.1_14	QGNH01000737.1	QGNH01000737.1	14	7654	8166	-1	E			YP_009600214.1	YP_009600214.1 endonuclease [Dinoroseobacter phage vB_DshS-R5C]	False	0.524	100.0	2.173e-23					0	False	
QGNH01000737.1_15	QGNH01000737.1	QGNH01000737.1	15	8148	10274	-1	D			YP_009808948.1	YP_009808948.1 DNA polymerase I [Caulobacter phage CcrBL10]	True	0.467	631.0	5.506e-197	DNA polymerase family A [PF00476.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	V
QGNH01000737.1_16	QGNH01000737.1	QGNH01000737.1	16	10274	10690	-1	E													0	False	
QGNH01000737.1_17	QGNH01000737.1	QGNH01000737.1	17	10694	11287	-1	E			YP_009600793.1	YP_009600793.1 DNA methyltransferase [Sphingobium phage Lacusarx]	False	0.446	161.0	8.499e-44					0	False	
